,Unnamed: 0,name,original_price,discounted_price,discount,review_score,review_title,number_of_reviews,star_rating,is_apartment,neighborhood,kms_from_centre,location_score,bed_type,room_type,breakfast_included,free_cancellation,prepayment_needed,time_to_travel,length_of_stay,snapshot_date
2962,2962,La Quinta by Wyndham Time Square South,1796,1796,0,8.5,Very good,4337.0,3.0,0,"Hell's Kitchen, New York",1.0,9.3,1 extra-large double bed,King Room - Non-Smoking,0,0,0,6,5,2025-03-09
2963,2963,TownePlace Suites by Marriott New York Manhattan/Chelsea,2006,2006,0,8.2,Very good,7652.0,4.0,0,"Chelsea, New York",2.5,9.4,1 extra-large double bed,King Studio City View with Kitchenette,0,0,0,6,5,2025-03-09
2964,2964,Motto by Hilton New York City Chelsea,2796,2796,0,8.5,Very good,3178.0,4.0,0,"Chelsea, New York",2.8,9.4,1 extra-large double bed,King Room with Landmark City View - Hearing Accessible,0,0,0,6,5,2025-03-09
2965,2965,Lex Hotel NYC,1750,1515,0,8.3,Very good,1525.0,3.0,0,"Kips Bay, New York",3.0,1.0,1 large double bed,Cozy Queen Room,0,0,0,6,5,2025-03-09
2966,2966,Smyth Tribeca,3041,2488,0,8.3,Very good,756.0,4.0,0,"Tribeca, New York",6.3,9.3,1 large double bed,Deluxe Queen with Terrace,0,0,0,6,5,2025-03-09
2967,2967,Courtyard by Marriott New York Manhattan/Central Park,2542,2542,0,8.2,Very good,5551.0,4.0,0,"Manhattan, New York",1.0,9.5,1 large double bed,King or Queen Room with City View,0,0,0,6,5,2025-03-09
2968,2968,Hotel Belleclaire Central Park,1988,1988,0,8.2,Very good,5102.0,4.0,0,"Upper West Side, New York",1.6,9.3,1 large double bed,Deluxe 1 Queen Bed,0,0,0,6,5,2025-03-09
2969,2969,The Muse New York,2674,2431,0,8.5,Very good,2647.0,4.0,0,"Manhattan, New York",1.0,9.5,1 extra-large double bed,Executive King,0,0,0,6,5,2025-03-09
2970,2970,Hyatt Grand Central New York,2444,2444,0,7.4,Good,2958.0,4.0,0,"Midtown East, New York",1.0,1.0,1 extra-large double bed,King Room,0,0,0,6,5,2025-03-09
2971,2971,Hyatt House New York/Chelsea,2432,2432,0,8.5,Very good,1799.0,3.0,0,"Chelsea, New York",2.5,9.5,Private suite,King Studio Suite with Kitchen,0,0,0,6,5,2025-03-09
2972,2972,Hampton Inn Times Square Central,1771,1771,0,8.4,Very good,2831.0,3.0,0,"Manhattan, New York",1.0,9.5,1 extra-large double bed,King Room - Non-Smoking,0,0,0,6,5,2025-03-09
2973,2973,InterContinental New York Times Square by IHG,2525,2525,0,7.9,Good,1777.0,4.0,0,"Hell's Kitchen, New York",1.0,1.0,1.0,Standard Room,0,0,0,6,5,2025-03-09
2974,2974,Kimpton Hotel Eventi by IHG,3406,3406,0,8.5,Very good,481.0,5.0,0,"Chelsea, New York",2.4,1.0,1 extra-large double bed,Essential Room,0,0,0,6,5,2025-03-09
2975,2975,Eurostars Wall Street,1619,1299,0,8.0,Very good,1369.0,4.0,0,"Manhattan, New York",7.3,1.0,1 large double bed,Queen Room,0,0,0,6,5,2025-03-09
2976,2976,City Club Hotel,1653,1653,0,7.3,Good,2554.0,4.0,0,"Manhattan, New York",1.0,1.0,1 double bed,Petite Room,0,0,0,6,5,2025-03-09
2977,2977,Hyatt Place New York City - Times Square,2088,2088,0,7.8,Good,21766.0,4.0,0,"Hell's Kitchen, New York",1.0,1.0,1 extra-large double bed,King Room - High Floor,0,0,0,6,5,2025-03-09
2978,2978,"Hotel Shocard Broadway, Times Square",1328,1270,0,7.0,Good,2780.0,3.0,0,"Manhattan, New York",1.0,9.3,1 double bed,Standard Double Room,0,0,0,6,5,2025-03-09
2979,2979,Heritage Hotel New York City,1704,1367,0,7.4,Good,3796.0,3.0,0,"Flatiron District, New York",2.8,9.4,1 extra-large double bed,King Room - Non-Smoking,0,0,0,6,5,2025-03-09
2980,2980,Millennium Hilton New York One UN Plaza,2170,2170,0,7.4,Good,2064.0,4.0,0,"Midtown East, New York",1.0,1.0,2 single beds,Room with Two Twin Beds - City View,0,0,0,6,5,2025-03-09
2981,2981,Wingate by Wyndham New York Midtown South/5th Ave,2018,2018,0,8.4,Very good,2388.0,3.0,0,"Manhattan, New York",1.9,9.5,1 large double bed,Queen Room - Non-Smoking,0,0,0,6,5,2025-03-09
2982,2982,AC Hotel by Marriott New York Downtown,1766,1766,0,8.4,Very good,1608.0,4.0,0,"Manhattan, New York",7.2,1.0,1 extra-large double bed,King Guest Room with River View - Non-Smoking,0,0,0,6,5,2025-03-09
2983,2983,Gansevoort Meatpacking,2683,2683,0,8.1,Very good,1159.0,5.0,0,"Greenwich Village, New York",3.7,9.6,1 large double bed,Superior Queen Room,0,0,0,6,5,2025-03-09
2984,2984,HGU New York,1430,1430,0,7.8,Good,2078.0,4.0,0,"Manhattan, New York",2.4,9.3,1 large double bed,Queen Standard,0,0,0,6,5,2025-03-09
2985,2985,Hilton New York Fashion District,1826,1826,0,7.6,Good,863.0,4.0,0,"Chelsea, New York",2.7,1.0,1 large double bed,Queen Room with City View,0,0,0,6,5,2025-03-09
2986,2986,W New York - Times Square,2389,2389,0,7.9,Good,1380.0,4.0,0,"Manhattan, New York",1.0,9.3,1 extra-large double bed,"Wonderful Guest room, 1 King, City view",0,0,0,6,5,2025-03-09
2987,2987,Sheraton New York Times Square Hotel,1971,1971,0,6.4,Review score,1822.0,4.0,0,"Manhattan, New York",1.0,1.0,1 large double bed,"Traditional, Guest room, 1 Queen",0,0,0,6,5,2025-03-09
2988,2988,Fairfield Inn & Suites by Marriott New York Manhattan/Times Square South,1960,1960,0,8.4,Very good,7018.0,4.0,0,"Hell's Kitchen, New York",1.0,1.0,1 extra-large double bed,1 King Bed,0,0,0,6,5,2025-03-09
2989,2989,Pod 39,2038,1752,0,8.3,Very good,12845.0,3.0,0,"Murray Hill, New York",1.0,9.5,2 single beds,Twin Pod,0,0,0,6,5,2025-03-09
2990,2990,Home2 Suites By Hilton New York Times Square,2009,2009,0,7.8,Good,1279.0,3.0,0,"Manhattan, New York",1.0,9.5,1 large double bed,Queen Studio Suite,0,0,0,6,5,2025-03-09
2991,2991,The Chemists Club Hotel,3186,2590,0,8.9,Fabulous,481.0,4.0,0,"Murray Hill, New York",1.0,9.7,1.0,Deluxe King Room,0,0,0,6,5,2025-03-09
2992,2992,Fairfield Inn & Suites by Marriott New York Midtown Manhattan/Penn Station,1951,1951,0,8.0,Very good,4668.0,4.0,0,"Hell's Kitchen, New York",2.1,9.5,1 extra-large double bed,King Room,0,0,0,6,5,2025-03-09
2993,2993,Arlo Midtown,1895,1895,0,8.6,Fabulous,6106.0,4.0,0,"Hell's Kitchen, New York",1.0,1.0,1 extra-large double bed,King City,0,0,0,6,5,2025-03-09
2994,2994,DoubleTree by Hilton Hotel New York City - Chelsea,1758,1758,0,7.2,Good,3755.0,4.0,0,"Chelsea, New York",2.5,1.0,1 extra-large double bed,King Room with View,0,0,0,6,5,2025-03-09
2995,2995,Kimpton Theta New York - Times Square by IHG,2450,2450,0,8.2,Very good,1586.0,5.0,0,"Manhattan, New York",1.0,1.0,1 extra-large double bed,Premium King Room - High Floor,0,0,0,6,5,2025-03-09
2996,2996,The Times Square EDITION New York,3619,3619,0,8.6,Fabulous,1090.0,5.0,0,"Manhattan, New York",1.0,9.3,1 large double bed,Queen Room,0,0,0,6,5,2025-03-09
2997,2997,MOXY NYC Times Square,2257,2257,0,8.1,Very good,5799.0,4.0,0,"Manhattan, New York",1.9,9.4,"2 beds (1 single, 1 large double)",Superior Queen Room with Twin Loft,0,0,0,6,5,2025-03-09
2998,2998,Conrad New York Downtown,3842,3842,0,8.9,Fabulous,767.0,5.0,0,"Battery Park, New York",6.6,9.3,Private suite,Deluxe Suite with Two Double Beds and Roll-in Shower - Mobility Access,0,0,0,6,5,2025-03-09
2999,2999,New York Hilton Midtown,2690,2690,0,7.4,Good,2033.0,4.0,0,"Manhattan, New York",1.0,9.3,1 extra-large double bed,Urban 1 King Mobility Access with Roll in Shower,0,0,0,6,5,2025-03-09
3000,3000,Motto by Hilton New York City Chelsea,446,283,0,8.5,Very good,3178.0,4.0,0,"Chelsea, New York",2.8,9.4,1 extra-large double bed,Flex Room with Wall Bed,0,0,0,7,1,2025-03-09
3001,3001,Doubletree By Hilton New York Times Square West,139,139,0,6.8,Review score,10996.0,4.0,0,"Hell's Kitchen, New York",1.6,1.0,1 extra-large double bed,Standard King Room,0,0,0,7,1,2025-03-09
3002,3002,Hilton Garden Inn New York Times Square South,130,130,0,8.2,Very good,3956.0,3.0,0,"Hell's Kitchen, New York",1.8,1.0,1 extra-large double bed,King Room with Roll-In Shower - Mobility/Hearing Accessible,0,0,0,7,1,2025-03-09
3003,3003,Hyatt Place New York Chelsea,170,170,0,7.9,Good,18301.0,4.0,0,"Chelsea, New York",2.8,1.0,1 extra-large double bed,King Room with Roll-In Shower - Disability Access,0,0,0,7,1,2025-03-09
3004,3004,Hyatt Place New York City - Times Square,163,163,0,7.8,Good,21766.0,4.0,0,"Hell's Kitchen, New York",1.7,1.0,1 extra-large double bed,Standard King Room,0,0,0,7,1,2025-03-09
3005,3005,Holiday Inn New York City - Times Square by IHG,134,134,0,7.9,Good,1998.0,3.0,0,"Hell's Kitchen, New York",1.6,1.0,1 extra-large double bed,Standard King Room with City View,0,0,0,7,1,2025-03-09
3006,3006,Courtyard New York Manhattan/Upper East Side,283,283,0,7.6,Good,631.0,3.0,0,"Upper East Side, New York",3.3,1.0,1 extra-large double bed,King Room,0,0,0,7,1,2025-03-09
3007,3007,Hyatt Place New York/Midtown-South,158,158,0,8.3,Very good,2985.0,4.0,0,"Manhattan, New York",2.0,9.5,1 extra-large double bed,King Room,0,0,0,7,1,2025-03-09
3008,3008,Archer Hotel New York,240,240,0,8.8,Fabulous,1038.0,4.0,0,"Manhattan, New York",1.8,9.5,1 large double bed,Classic Queen Guest Room,0,0,0,7,1,2025-03-09
3009,3009,DoubleTree by Hilton New York Midtown Fifth Ave,169,169,0,7.7,Good,1835.0,4.0,0,"Manhattan, New York",1.0,9.5,1 large double bed,Queen Room,0,0,0,7,1,2025-03-09
3010,3010,SpringHill Suites by Marriott New York Manhattan Times Square,169,169,0,8.1,Very good,339.0,3.0,0,"Manhattan, New York",1.0,9.5,1 extra-large double bed,King Room,0,0,0,7,1,2025-03-09
3011,3011,Hampton Inn Times Square Central,167,167,0,8.4,Very good,2831.0,3.0,0,"Manhattan, New York",1.5,9.5,1 extra-large double bed,King Room - Non-Smoking,0,0,0,7,1,2025-03-09
3012,3012,citizenM New York Bowery,203,203,0,8.7,Fabulous,3290.0,4.0,0,"Lower East Side, New York",5.4,1.0,1 extra-large double bed,King Room,0,0,0,7,1,2025-03-09
3013,3013,Fairfield Inn & Suites by Marriott New York Midtown Manhattan/Penn Station,193,193,0,8.0,Very good,4668.0,4.0,0,"Hell's Kitchen, New York",2.1,9.5,1 extra-large double bed,King Room,0,0,0,7,1,2025-03-09
3014,3014,AC Hotel by Marriott New York Downtown,157,157,0,8.4,Very good,1608.0,4.0,0,"Manhattan, New York",7.2,1.0,1 extra-large double bed,King Guest Room - One King Bed - Non-Smoking,0,0,0,7,1,2025-03-09
3015,3015,Riu Plaza New York Times Square,286,216,0,8.6,Fabulous,7184.0,4.0,0,"Hell's Kitchen, New York",1.0,9.5,1 large double bed,Deluxe Queen Room,0,0,0,7,1,2025-03-09
3016,3016,Moxy NYC Chelsea,213,213,0,8.3,Very good,3064.0,4.0,0,"Chelsea, New York",2.5,9.3,1 extra-large double bed,King Room,0,0,0,7,1,2025-03-09
3017,3017,Millennium Hotel Broadway Times Square,220,202,0,7.4,Good,7873.0,4.0,0,"Manhattan, New York",1.3,9.4,1 large double bed,Standard Queen Room,0,0,0,7,1,2025-03-09
3018,3018,SpringHill Suites by Marriott New York Midtown Manhattan/Park Ave,183,183,0,8.0,Very good,332.0,3.0,0,"Flatiron District, New York",3.1,1.0,1 extra-large double bed,"Studio, 1 King",0,0,0,7,1,2025-03-09
3019,3019,Hotel Indigo NYC Financial District by IHG,139,139,0,8.9,Fabulous,1606.0,3.0,0,"Manhattan, New York",7.2,9.5,1 extra-large double bed,Standard King Room,0,0,0,7,1,2025-03-09
3020,3020,Motto By Hilton New York City Times Square,166,166,0,8.0,Very good,1183.0,3.0,0,"Manhattan, New York",1.0,9.5,1 large double bed,Queen Room,0,0,0,7,1,2025-03-09
3021,3021,DoubleTree by Hilton New York Times Square South,198,198,0,8.2,Very good,6507.0,4.0,0,"Hell's Kitchen, New York",1.8,1.0,1 extra-large double bed,King Room,0,0,0,7,1,2025-03-09
3022,3022,Courtyard by Marriott Times Square West,199,199,0,8.4,Very good,3080.0,3.0,0,"Hell's Kitchen, New York",1.8,1.0,1 extra-large double bed,King Room,0,0,0,7,1,2025-03-09
3023,3023,"The Mayfair Hotel Times Square, Ascend Hotel Collection",147,147,0,8.6,Fabulous,2066.0,3.0,0,"Manhattan, New York",0.8,9.6,1 double bed,Double Room with Step-In Shower - Disability Access/Non Smoking,0,0,0,7,1,2025-03-09
3024,3024,Hilton New York Times Square,168,168,0,7.2,Good,1222.0,4.0,0,"Manhattan, New York",1.4,1.0,1 extra-large double bed,King Room,0,0,0,7,1,2025-03-09
3025,3025,Virgin Hotels New York City,271,271,0,8.3,Very good,1430.0,4.0,0,"NoMad, New York",2.5,1.0,1 extra-large double bed,Chamber King,0,0,0,7,1,2025-03-09
3026,3026,M Social Hotel Times Square New York,243,243,0,8.4,Very good,11942.0,4.0,0,"Manhattan, New York",0.6,9.6,1 extra-large double bed,Social City View King,0,0,0,7,1,2025-03-09
3027,3027,DoubleTree by Hilton Hotel New York City - Chelsea,153,153,0,7.2,Good,3755.0,4.0,0,"Chelsea, New York",2.5,1.0,1 extra-large double bed,King Room - Non-Smoking,0,0,0,7,1,2025-03-09
3028,3028,Courtyard by Marriott New York World Trade Center Area,139,139,0,8.3,Very good,2131.0,3.0,0,"Manhattan, New York",7.2,9.3,2 double beds,Double Room with Two Double Beds,0,0,0,7,1,2025-03-09
3029,3029,Aloft New York Chelsea,169,169,0,8.3,Very good,198.0,4.0,0,"Chelsea, New York",2.5,1.0,1 extra-large double bed,King Room,0,0,0,7,1,2025-03-09
3030,3030,Hilton Garden Inn New York/Tribeca,140,140,0,7.5,Good,661.0,3.0,0,"Tribeca, New York",5.6,1.0,1 extra-large double bed,King Room with Bath Tub - Mobility Access,0,0,0,7,1,2025-03-09
3031,3031,Lex Hotel NYC,185,155,0,8.3,Very good,1525.0,3.0,0,"Kips Bay, New York",3.0,1.0,1 large double bed,Cozy Queen Room,0,0,0,7,1,2025-03-09
3032,3032,Renaissance New York Chelsea Hotel,243,243,0,8.2,Very good,1224.0,4.0,0,"Chelsea, New York",2.8,1.0,1 extra-large double bed,"Guest Room, 1 King",0,0,0,7,1,2025-03-09
3033,3033,Holiday Inn Manhattan 6th Ave - Chelsea by IHG,139,139,0,7.7,Good,2853.0,4.0,0,"Chelsea, New York",2.7,1.0,1 extra-large double bed,Standard King Room,0,0,0,7,1,2025-03-09
3034,3034,"U Hotel Fifth Avenue, Empire State Building",149,149,0,7.9,Good,3396.0,3.0,0,"Manhattan, New York",2.1,9.5,1 large double bed,Queen Room,0,0,0,7,1,2025-03-09
3035,3035,Romer Hell's Kitchen,243,243,0,8.6,Fabulous,2557.0,4.0,0,"Hell's Kitchen, New York",0.6,9.5,1 extra-large double bed,Deluxe King Hearing Accessible,0,0,0,7,1,2025-03-09
3036,3036,UNTITLED at 3 Freeman Alley,243,222,0,8.5,Very good,591.0,4.0,0,"Lower East Side, New York",5.2,1.0,1 double bed,Studio Mini,0,0,0,7,1,2025-03-09
3037,3037,SpringHill Suites by Marriott New York Manhattan Chelsea,173,173,0,8.4,Very good,11129.0,4.0,0,"Chelsea, New York",2.5,9.5,1.0,Studio King Room,0,0,0,7,1,2025-03-09
3038,3038,Four Points by Sheraton New York Downtown,146,146,0,7.9,Good,2036.0,3.0,0,"Manhattan, New York",7.0,1.0,1 extra-large double bed,"Guest Room, 1 King",0,0,0,7,1,2025-03-09
3039,3039,"Hotel Shocard Broadway, Times Square",146,146,0,7.0,Good,2780.0,3.0,0,"Manhattan, New York",1.5,9.3,1 large double bed,Queen Room,0,0,0,7,1,2025-03-09
3040,3040,MOXY NYC Times Square,212,186,0,8.1,Very good,5799.0,4.0,0,"Manhattan, New York",1.9,9.4,1 double bed,Double Room,0,0,0,7,1,2025-03-09
3041,3041,Arlo Midtown,192,192,0,8.6,Fabulous,6106.0,4.0,0,"Hell's Kitchen, New York",1.7,1.0,1 extra-large double bed,King Room,0,0,0,7,1,2025-03-09
3042,3042,Kimpton Theta New York - Times Square by IHG,246,246,0,8.2,Very good,1586.0,5.0,0,"Manhattan, New York",0.9,1.0,1 extra-large double bed,Essential King Room,0,0,0,7,1,2025-03-09
3043,3043,Element Times Square West,165,165,0,8.0,Very good,7647.0,4.0,0,"Hell's Kitchen, New York",1.6,1.0,1 extra-large double bed,King Room - Hearing Accessible,0,0,0,7,1,2025-03-09
3044,3044,"The Cloud One New York-Downtown, by the Motel One Group",197,197,0,8.6,Fabulous,6519.0,4.0,0,"Manhattan, New York",7.0,9.4,1 extra-large double bed,Standard King Room,0,0,0,7,1,2025-03-09
3045,3045,SpringHill Suites by Marriott New York Manhattan/Times Square South,178,178,0,8.2,Very good,7772.0,4.0,0,"Hell's Kitchen, New York",1.9,1.0,1 large double bed,Queen Room - Non-Smoking,0,0,0,7,1,2025-03-09
3046,3046,Hilton Garden Inn New York/Midtown Park Avenue,176,176,0,8.1,Very good,2241.0,3.0,0,"Manhattan, New York",2.4,9.3,2 double beds,Double Room with Two Double Beds,0,0,0,7,1,2025-03-09
3047,3047,Arlo SoHo,212,212,0,8.1,Very good,2078.0,4.0,0,"SoHo, New York",5.3,1.0,1 large double bed,Urban Queen Courtyard,0,0,0,7,1,2025-03-09
3048,3048,Hilton Garden Inn New York Times Square North,209,209,0,8.2,Very good,2440.0,3.0,0,"Manhattan, New York",1.3,9.4,1 extra-large double bed,King Room with City View,0,0,0,7,1,2025-03-09
3049,3049,Warwick New York,272,248,0,8.2,Very good,6602.0,4.0,0,"Manhattan, New York",0.7,9.6,1 extra-large double bed,Premier King Bed,0,0,0,7,1,2025-03-09
3050,3050,Hilton New York Fashion District,183,183,0,7.6,Good,863.0,4.0,0,"Chelsea, New York",2.7,1.0,1 large double bed,Queen Room with Bath Tub - Mobility Accessible,0,0,0,7,1,2025-03-09
3051,3051,Fairfield Inn & Suites by Marriott New York Manhattan/Times Square South,178,178,0,8.4,Very good,7018.0,4.0,0,"Hell's Kitchen, New York",1.9,1.0,1 extra-large double bed,1 King Bed,0,0,0,7,1,2025-03-09
3052,3052,Tempo By Hilton New York Times Square,279,279,0,8.6,Fabulous,881.0,4.0,0,"Manhattan, New York",1.0,9.4,1 extra-large double bed,King Bed with City View,0,0,0,7,1,2025-03-09
3053,3053,Renaissance New York Midtown Hotel,312,312,0,8.7,Fabulous,1603.0,4.0,0,"Manhattan, New York",2.0,9.3,1 extra-large double bed,Standard King Room,0,0,0,7,1,2025-03-09
3054,3054,Arthouse Hotel,226,173,0,8.0,Very good,2238.0,4.0,0,"Upper West Side, New York",1.6,1.0,1.0,Superior Queen,0,0,0,7,1,2025-03-09
3055,3055,Sheraton Tribeca New York Hotel,168,168,0,7.9,Good,3169.0,4.0,0,"Tribeca, New York",5.6,1.0,1 extra-large double bed,Standard King Room,0,0,0,7,1,2025-03-09
3056,3056,Hilton Garden Inn New York - Times Square Central,176,176,0,7.7,Good,1811.0,3.0,0,"Manhattan, New York",1.5,9.3,1 large double bed,Queen Room with City View,0,0,0,7,1,2025-03-09
3057,3057,Homewood Suites Midtown Manhattan Times Square South,180,180,0,8.3,Very good,4422.0,3.0,0,"Hell's Kitchen, New York",1.8,1.0,1 extra-large double bed,Efficiency King Studio with Sofa Bed,0,0,0,7,1,2025-03-09
3058,3058,Courtyard by Marriott New York Manhattan/Central Park,227,227,0,8.2,Very good,5551.0,4.0,0,"Manhattan, New York",1.0,9.5,1 extra-large double bed,King or Queen Room with City View - Hearing Accessible,0,0,0,7,1,2025-03-09
3059,3059,Hampton Inn by Hilton New York Times Square,186,186,0,7.8,Good,2664.0,3.0,0,"Manhattan, New York",1.0,9.5,1 extra-large double bed,King Bed with City View,0,0,0,7,1,2025-03-09
3060,3060,Da Vinci Hotel,112,112,0,7.4,Good,1512.0,3.0,0,"Manhattan, New York",1.0,9.4,1 large double bed,Standard Queen Room,0,0,0,7,1,2025-03-09
3061,3061,Royalton New York,155,155,0,7.5,Good,3113.0,4.0,0,"Manhattan, New York",1.4,9.4,1 large double bed,Standard Queen Room,0,0,0,7,1,2025-03-09
3062,3062,W New York - Times Square,277,277,0,7.9,Good,1380.0,4.0,0,"Manhattan, New York",1.0,9.3,1 extra-large double bed,Wonderful King Room with City View and Adapted Tub - Mobility and Hearing Accessible,0,0,0,7,1,2025-03-09
3063,3063,Fairfield Inn & Suites by Marriott New York Manhattan/Central Park,182,182,0,7.9,Good,1185.0,3.0,0,"Hell's Kitchen, New York",0.7,1.0,1 extra-large double bed,King Room,0,0,0,7,1,2025-03-09
3064,3064,Margaritaville Resort Times Square,216,216,0,8.6,Fabulous,4017.0,4.0,0,"Manhattan, New York",1.5,9.5,1 large double bed,Standard Room one queen Bed,0,0,0,7,1,2025-03-09
3065,3065,Moxy NYC Downtown,189,189,0,8.1,Very good,2078.0,4.0,0,"Manhattan, New York",6.7,1.0,1 large double bed,Queen Room,0,0,0,7,1,2025-03-09
3066,3066,CIVILIAN Hotel,243,243,0,8.7,Fabulous,4826.0,4.0,0,"Hell's Kitchen, New York",0.9,9.6,1 large double bed,Double Room,0,0,0,7,1,2025-03-09
3067,3067,Pestana CR7 Times Square,192,192,0,8.7,Fabulous,2618.0,4.0,0,"Hell's Kitchen, New York",1.6,1.0,1 large double bed,Comfort Room,0,0,0,7,1,2025-03-09
3068,3068,Hyatt Centric Midtown 5th Avenue New York,224,224,0,8.0,Very good,1175.0,4.0,0,"Manhattan, New York",1.9,1.0,1 extra-large double bed,King Room with Roll-In Shower - Disability Access,0,0,0,7,1,2025-03-09
3069,3069,Arlo NoMad,210,210,0,8.4,Very good,2260.0,4.0,0,"NoMad, New York",2.4,9.4,2 single beds,Accessible Bunk,0,0,0,7,1,2025-03-09
3070,3070,Courtyard New York Manhattan/Midtown West,256,256,0,8.5,Very good,2071.0,4.0,0,"Hudson Yards, New York",2.1,1.0,1 extra-large double bed,Primary King Room - Hearing Accessible,0,0,0,7,1,2025-03-09
3071,3071,The Chelsean New York,186,156,0,7.0,Good,2891.0,3.0,0,"Chelsea, New York",2.8,1.0,2 double beds,"Guest room, 2 Double",0,0,0,7,1,2025-03-09
3072,3072,Holiday Inn Express - Times Square South by IHG,203,203,0,8.2,Very good,2913.0,3.0,0,"Manhattan, New York",2.0,9.5,1 extra-large double bed,Standard King Room,0,0,0,7,1,2025-03-09
3073,3073,70 Park Avenue Hotel,228,228,0,8.3,Very good,2331.0,4.0,0,"Murray Hill, New York",2.0,9.5,1 large double bed,Essential Queen Room,0,0,0,7,1,2025-03-09
3074,3074,"The Historic Blue Angel Hotel Lexington Ave, Ascend Hotel Collection",193,193,0,8.7,Fabulous,1237.0,3.0,0,"Midtown East, New York",1.5,9.5,1 large double bed,Queen Room - Non-Smoking,0,0,0,7,1,2025-03-09
3075,3075,"The New Yorker, A Wyndham Hotel",215,215,0,7.7,Good,15579.0,4.0,0,"Hell's Kitchen, New York",2.0,9.4,1 large double bed,Standard Queen Room,0,0,0,7,1,2025-03-09
3076,3076,Holiday Inn Express - Wall Street by IHG,194,142,0,7.9,Good,1878.0,3.0,0,"Manhattan, New York",7.3,1.0,1 extra-large double bed,Standard King Room,0,0,0,7,1,2025-03-09
3077,3077,Grayson Hotel,256,256,0,8.5,Very good,1099.0,4.0,0,"Manhattan, New York",1.8,9.5,1 extra-large double bed,King Room,0,0,0,7,1,2025-03-09
3078,3078,DoubleTree by Hilton New York Downtown,169,169,0,7.5,Good,3961.0,4.0,0,"Manhattan, New York",7.6,1.0,1 double bed,Double Room with Roll in Shower - Hearing Accessible,0,0,0,7,1,2025-03-09
3079,3079,Moxy NYC East Village,285,285,0,8.3,Very good,1819.0,4.0,0,"East Village, New York",4.1,1.0,1 large double bed,"Guest room, 1 Queen",0,0,0,7,1,2025-03-09
3080,3080,Courtyard by Marriott New York Manhattan/Chelsea,194,194,0,8.3,Very good,1630.0,4.0,0,"Chelsea, New York",2.4,9.3,2 double beds,Double Room with Two Double Beds - Hearing Accessible,0,0,0,7,1,2025-03-09
3081,3081,The Herald by LuxUrban,241,182,0,7.8,Good,9202.0,3.0,0,"Manhattan, New York",2.0,9.6,2 double beds,Deluxe Double Room with Parade View - Non-Smoking,0,0,0,7,1,2025-03-09
3082,3082,Freehand New York,199,199,0,8.0,Very good,2276.0,4.0,0,"Gramercy, New York",3.1,9.3,1 large double bed,Cozy Queen,0,0,0,7,1,2025-03-09
3083,3083,Sanctuary Hotel New York,253,231,0,8.2,Very good,1539.0,4.0,0,"Manhattan, New York",1.1,9.7,1 large double bed,Accessible Queen,0,0,0,7,1,2025-03-09
3084,3084,Hyatt Grand Central New York,269,269,0,7.4,Good,2958.0,4.0,0,"Midtown East, New York",1.9,1.0,1 extra-large double bed,King Room with Accessible Tub - Disability Access,0,0,0,7,1,2025-03-09
3085,3085,Park Central,299,299,0,7.3,Good,7523.0,4.0,0,"Manhattan, New York",1.0,9.4,1 extra-large double bed,King Room - Disability Access,0,0,0,7,1,2025-03-09
3086,3086,LUMA Hotel - Times Square,285,285,0,9.0,Superb,4189.0,4.0,0,"Manhattan, New York",1.5,9.7,1 extra-large double bed,Urban King Bed Studio - Accessible Bathtub,0,0,0,7,1,2025-03-09
3087,3087,Hyatt Union Square New York,293,293,0,7.5,Good,280.0,4.0,0,"Union Square, New York",3.9,1.0,1 extra-large double bed,King Room with Courtyard View,0,0,0,7,1,2025-03-09
3088,3088,Hilton Garden Inn New York Central Park South-Midtown West,219,219,0,7.7,Good,8774.0,3.0,0,"Manhattan, New York",1.0,9.4,1 extra-large double bed,King Room,0,0,0,7,1,2025-03-09
3089,3089,The Washington by LuxUrban,179,179,0,7.7,Good,9617.0,4.0,0,"Manhattan, New York",7.1,9.3,1 extra-large double bed,King Room - Non-Smoking,0,0,0,7,1,2025-03-09
3090,3090,Four Points by Sheraton Manhattan Midtown West,199,199,0,8.3,Very good,1938.0,4.0,0,"Hudson Yards, New York",2.0,1.0,1 large double bed,Queen Room,0,0,0,7,1,2025-03-09
3091,3091,Pod 51,129,129,0,7.9,Good,11284.0,3.0,0,"Midtown East, New York",1.7,9.3,2 single beds,Standard Bunk Bed Room with Shared Bathroom,0,0,0,7,1,2025-03-09
3092,3092,"Dream Midtown, by Hyatt",204,204,0,7.7,Good,1416.0,4.0,0,"Manhattan, New York",1.0,9.3,1 large double bed,Queen Room with Roll In Shower - Accessible,0,0,0,7,1,2025-03-09
3093,3093,Delta Hotels by Marriott New York Times Square,180,180,0,7.8,Good,3685.0,4.0,0,"Hell's Kitchen, New York",1.6,1.0,2 double beds,Double Room with Two Double Beds,0,0,0,7,1,2025-03-09
3094,3094,Hard Rock Hotel New York,347,347,0,8.6,Fabulous,3047.0,4.0,0,"Manhattan, New York",1.0,9.4,1 extra-large double bed,Standard King Room,0,0,0,7,1,2025-03-09
3095,3095,Courtyard by Marriott New York Manhattan/ Fifth Avenue,168,168,0,7.8,Good,1440.0,4.0,0,"Manhattan, New York",1.8,9.6,2 double beds,Double Room with Two Double Beds,0,0,0,7,1,2025-03-09
