,Unnamed: 0,name,original_price,discounted_price,discount,review_score,review_title,number_of_reviews,star_rating,is_apartment,neighborhood,kms_from_centre,location_score,bed_type,room_type,breakfast_included,free_cancellation,prepayment_needed,time_to_travel,length_of_stay,snapshot_date
0,0,Holiday Inn Wall Street by IHG,215,156,0,7.3,Good,1090.0,3.0,0,"Manhattan, New York",7.0,1.0,1 extra-large double bed,King Room,0,0,0,1,1,2025-03-09
1,1,Roxy Hotel New York,507,461,0,8.6,Fabulous,1151.0,4.0,0,"Tribeca, New York",5.8,9.3,1 extra-large double bed,Deluxe King Room,0,0,0,1,1,2025-03-09
2,2,"The Mayfair Hotel Times Square, Ascend Hotel Collection",157,157,0,8.6,Fabulous,2066.0,3.0,0,"Manhattan, New York",1.0,9.6,1 double bed,Deluxe Double Room - Non Smoking,0,0,0,1,1,2025-03-09
3,3,The Belvedere Hotel,154,139,0,7.9,Good,5893.0,3.0,0,"Hell's Kitchen, New York",1.0,9.4,1 extra-large double bed,Standard King Room,0,0,0,1,1,2025-03-09
4,4,Delta Hotels by Marriott New York Times Square,174,174,0,7.8,Good,3685.0,4.0,0,"Hell's Kitchen, New York",1.0,1.0,2 double beds,Double Room with Two Double Beds,0,0,0,1,1,2025-03-09
5,5,Fairfield Inn by Marriott New York Manhattan/Financial District,140,140,0,7.8,Good,3648.0,3.0,0,"Manhattan, New York",7.2,1.0,1 extra-large double bed,King Room,0,0,0,1,1,2025-03-09
6,6,"U Hotel Fifth Avenue, Empire State Building",152,152,0,7.9,Good,3396.0,3.0,0,"Manhattan, New York",2.1,9.5,1 double bed,Double Room,0,0,0,1,1,2025-03-09
7,7,"The Cloud One New York-Downtown, by the Motel One Group",197,197,0,8.6,Fabulous,6519.0,4.0,0,"Manhattan, New York",7.0,9.4,1 extra-large double bed,Standard King Room,0,0,0,1,1,2025-03-09
8,8,UNTITLED at 3 Freeman Alley,243,243,0,8.5,Very good,591.0,4.0,0,"Lower East Side, New York",5.2,1.0,1 large double bed,Studio Queen,0,0,0,1,1,2025-03-09
9,9,DoubleTree by Hilton New York Times Square South,219,219,0,8.2,Very good,6507.0,4.0,0,"Hell's Kitchen, New York",1.0,1.0,1 extra-large double bed,King Room,0,0,0,1,1,2025-03-09
10,10,Riverside Tower Hotel,152,152,0,8.5,Very good,2497.0,2.0,0,"Upper West Side, New York",1.9,1.0,1 double bed,Park View Double,0,0,0,1,1,2025-03-09
11,11,Doubletree By Hilton New York Times Square West,197,197,0,6.8,Review score,10996.0,4.0,0,"Hell's Kitchen, New York",1.0,1.0,1 extra-large double bed,King Bed with City View,0,0,0,1,1,2025-03-09
12,12,The Manhattan at Times Square,137,137,0,5.5,Review score,7619.0,4.0,0,"Manhattan, New York",1.0,1.0,1.0,Standard Room,0,0,0,1,1,2025-03-09
13,13,M Social Hotel Times Square New York,358,358,0,8.4,Very good,11942.0,4.0,0,"Manhattan, New York",1.0,9.6,1 extra-large double bed,Social City View King,0,0,0,1,1,2025-03-09
14,14,Four Points by Sheraton New York Downtown,203,203,0,7.9,Good,2036.0,3.0,0,"Manhattan, New York",7.0,1.0,1 extra-large double bed,"Guest Room, 1 King",0,0,0,1,1,2025-03-09
15,15,Millennium Hotel Broadway Times Square,266,243,0,7.4,Good,7873.0,4.0,0,"Manhattan, New York",1.0,9.4,1 large double bed,Queen Room with Bath Tub - Hearing/Mobility Accessible,0,0,0,1,1,2025-03-09
16,16,citizenM New York Bowery,232,232,0,8.7,Fabulous,3290.0,4.0,0,"Lower East Side, New York",5.4,1.0,1 extra-large double bed,King Room,0,0,0,1,1,2025-03-09
17,17,"The New Yorker, A Wyndham Hotel",192,192,0,7.7,Good,15579.0,4.0,0,"Hell's Kitchen, New York",1.0,9.4,1 large double bed,Standard Queen Room,0,0,0,1,1,2025-03-09
18,18,The Washington by LuxUrban,219,219,0,7.7,Good,9617.0,4.0,0,"Manhattan, New York",7.1,9.3,1 extra-large double bed,King Room - Non-Smoking,0,0,0,1,1,2025-03-09
19,19,Holiday Inn Express - Wall Street by IHG,226,164,0,7.9,Good,1878.0,3.0,0,"Manhattan, New York",7.3,1.0,1 extra-large double bed,Standard King Room,0,0,0,1,1,2025-03-09
20,20,Hyatt Place New York Chelsea,216,216,0,7.9,Good,18300.0,4.0,0,"Chelsea, New York",2.8,1.0,2 double beds,Double Room with Two Double Beds,0,0,0,1,1,2025-03-09
21,21,Artezen Hotel,182,182,0,9.2,Superb,1317.0,4.0,0,"Manhattan, New York",6.9,9.6,1 double bed,Deluxe Queen Room,0,0,0,1,1,2025-03-09
22,22,Riu Plaza Manhattan Times Square,387,265,0,8.6,Fabulous,13236.0,4.0,0,"Manhattan, New York",1.0,9.6,1 extra-large double bed,Deluxe King,0,0,0,1,1,2025-03-09
23,23,The Chelsean New York,186,156,0,7.0,Good,2891.0,3.0,0,"Chelsea, New York",2.8,1.0,2 double beds,Double Room - Disability Access,0,0,0,1,1,2025-03-09
24,24,Motto by Hilton New York City Chelsea,267,267,0,8.5,Very good,3178.0,4.0,0,"Chelsea, New York",2.8,9.4,1 extra-large double bed,King Room - Hearing Access,0,0,0,1,1,2025-03-09
25,25,TRYP by Wyndham New York City Times Square - Midtown,150,150,0,7.4,Good,2696.0,4.0,0,"Hell's Kitchen, New York",1.0,1.0,1.0,King Room with Bath Tub - Mobility Accessible,0,0,0,1,1,2025-03-09
26,26,"Club Quarters Hotel World Trade Center, New York",192,192,0,8.3,Very good,4121.0,4.0,0,"Manhattan, New York",7.0,9.4,1 large double bed,Mobility Accessible Standard Room,0,0,0,1,1,2025-03-09
27,27,Hotel Indigo NYC Financial District by IHG,197,197,0,8.9,Fabulous,1606.0,3.0,0,"Manhattan, New York",7.2,9.5,1 extra-large double bed,Standard King Room,0,0,0,1,1,2025-03-09
28,28,Radio Hotel,104,104,0,7.7,Good,1744.0,4.0,0,"Washington Heights, New York",9.8,1.0,1.0,Standard Studio,0,0,0,1,1,2025-03-09
29,29,Tempo By Hilton New York Times Square,382,382,0,8.6,Fabulous,881.0,4.0,0,"Manhattan, New York",1.0,9.4,1 extra-large double bed,King Bed with City View,0,0,0,1,1,2025-03-09
30,30,Hilton Garden Inn New York Times Square South,266,266,0,8.2,Very good,3956.0,3.0,0,"Hell's Kitchen, New York",1.0,1.0,1 extra-large double bed,King Room - Hearing Access,0,0,0,1,1,2025-03-09
31,31,Holiday Inn Express - Times Square by IHG,232,179,0,6.9,Review score,2224.0,3.0,0,"Hell's Kitchen, New York",1.0,1.0,1 extra-large double bed,Standard Room,0,0,0,1,1,2025-03-09
32,32,Hilton Garden Inn West 35th Street,255,255,0,8.2,Very good,3067.0,3.0,0,"Manhattan, New York",2.0,9.5,1 extra-large double bed,King Room with Bath Tub - Mobility Access - Non-Smoking,0,0,0,1,1,2025-03-09
33,33,Hotel Edison Times Square,227,227,0,7.7,Good,13152.0,4.0,0,"Manhattan, New York",1.0,9.4,1 large double bed,Signature 1 Queen Bed,0,0,0,1,1,2025-03-09
34,34,Pod Times Square,186,186,0,8.3,Very good,23141.0,3.0,0,"Hell's Kitchen, New York",1.0,9.4,2 single beds,Bunk Pod,0,0,0,1,1,2025-03-09
35,35,Arthouse Hotel,311,232,0,8.0,Very good,2238.0,4.0,0,"Upper West Side, New York",1.6,1.0,1.0,Superior King Room,0,0,0,1,1,2025-03-09
36,36,Royalton New York,223,223,0,7.5,Good,3113.0,4.0,0,"Manhattan, New York",1.0,9.4,1 large double bed,Standard Queen Room,0,0,0,1,1,2025-03-09
37,37,Aura Hotel Times Square Newly Renovated,301,301,0,7.7,Good,506.0,4.0,0,"Manhattan, New York",1.0,9.4,1 double bed,Deluxe Double Room,0,0,0,1,1,2025-03-09
38,38,The Herald by LuxUrban,323,243,0,7.8,Good,9202.0,3.0,0,"Manhattan, New York",2.0,9.6,1 extra-large double bed,King Room with Roll-in Shower - Mobility Access/Non-Smoking,0,0,0,1,1,2025-03-09
39,39,Fairfield By Marriott New York Manhattan Times Square,232,232,0,8.3,Very good,5717.0,4.0,0,"Hell's Kitchen, New York",1.0,1.0,1 extra-large double bed,King Room,0,0,0,1,1,2025-03-09
40,40,Riu Plaza New York Times Square,413,307,0,8.6,Fabulous,7184.0,4.0,0,"Hell's Kitchen, New York",1.0,9.5,1 extra-large double bed,Deluxe King Room,0,0,0,1,1,2025-03-09
41,41,Leon Hotel LES,181,181,0,8.1,Very good,2570.0,3.0,0,"Chinatown, New York",5.9,1.0,1.0,Studio with Two Double Beds,0,0,0,1,1,2025-03-09
42,42,Candlewood Suites NYC -Times Square by IHG,228,177,0,8.1,Very good,2062.0,3.0,0,"Hell's Kitchen, New York",1.0,1.0,Private suite,Studio Queen Suite - City View,0,0,0,1,1,2025-03-09
43,43,Hampton Inn Manhattan-35th St Empire State Bldg,248,248,0,8.3,Very good,6626.0,3.0,0,"Manhattan, New York",2.0,9.6,1 extra-large double bed,King Room - Non-Smoking,0,0,0,1,1,2025-03-09
44,44,NH Collection New York Madison Avenue,434,434,0,8.5,Very good,1945.0,4.0,0,"Murray Hill, New York",2.0,9.5,Beds: 1 double or 2 singles,Premium Double or Twin Room,0,0,0,1,1,2025-03-09
45,45,Moxy NYC Chelsea,266,266,0,8.3,Very good,3064.0,4.0,0,"Chelsea, New York",2.5,9.3,2 double beds,Two Double Beds Room,0,0,0,1,1,2025-03-09
46,46,Hyatt House New York/Chelsea,257,257,0,8.5,Very good,1798.0,3.0,0,"Chelsea, New York",2.5,9.5,1 extra-large double bed,Den King Room,0,0,0,1,1,2025-03-09
47,47,Wingate by Wyndham New York Midtown South/5th Ave,266,266,0,8.4,Very good,2388.0,3.0,0,"Manhattan, New York",1.9,9.5,1 large double bed,Queen Room - Non-Smoking,0,0,0,1,1,2025-03-09
48,48,SpringHill Suites by Marriott New York Manhattan Chelsea,243,243,0,8.4,Very good,11129.0,4.0,0,"Chelsea, New York",2.5,9.5,1.0,Studio King Room,0,0,0,1,1,2025-03-09
49,49,Hampton Inn Manhattan/Downtown- Financial District,163,163,0,7.8,Good,645.0,3.0,0,"Manhattan, New York",7.7,1.0,1 extra-large double bed,King Room - Non-Smoking,0,0,0,1,1,2025-03-09
50,50,Archer Hotel New York,343,343,0,8.8,Fabulous,1038.0,4.0,0,"Manhattan, New York",1.0,9.5,1 large double bed,Classic Queen Guest Room With Tub,0,0,0,1,1,2025-03-09
51,51,Arlo SoHo,254,254,0,8.1,Very good,2078.0,4.0,0,"SoHo, New York",5.3,1.0,1 large double bed,Urban Queen Courtyard,0,0,0,1,1,2025-03-09
52,52,The FIDI Hotel,186,186,0,8.1,Very good,1489.0,4.0,0,"Manhattan, New York",7.6,1.0,1 large double bed,Standard Queen,0,0,0,1,1,2025-03-09
53,53,Holiday Inn Manhattan 6th Ave - Chelsea by IHG,186,186,0,7.7,Good,2853.0,4.0,0,"Chelsea, New York",2.7,1.0,1 extra-large double bed,Standard King Room with City View,0,0,0,1,1,2025-03-09
54,54,Element Times Square West,234,234,0,8.0,Very good,7647.0,4.0,0,"Hell's Kitchen, New York",1.0,1.0,1 extra-large double bed,"Guest Room, 1 King",0,0,0,1,1,2025-03-09
55,55,Executive Hotel Le Soleil New York,292,292,0,8.7,Fabulous,4587.0,4.0,0,"Manhattan, New York",2.0,9.5,1 large double bed,Executive Queen Room,0,0,0,1,1,2025-03-09
56,56,Romer Hell's Kitchen,332,332,0,8.6,Fabulous,2557.0,4.0,0,"Hell's Kitchen, New York",1.0,9.5,2 large double beds,Premier Two Queen Beds Hearing Accessible,0,0,0,1,1,2025-03-09
57,57,Homewood Suites Midtown Manhattan Times Square South,234,234,0,8.3,Very good,4422.0,3.0,0,"Hell's Kitchen, New York",1.0,1.0,1 extra-large double bed,Efficiency King Studio with Sofa Bed,0,0,0,1,1,2025-03-09
58,58,Hotel Hayden New York,194,194,0,7.1,Good,3177.0,4.0,0,"Chelsea, New York",2.5,1.0,1 extra-large double bed,Superior King Room,0,0,0,1,1,2025-03-09
59,59,Freehand New York,262,262,0,8.0,Very good,2276.0,4.0,0,"Gramercy, New York",3.1,9.3,"2 beds (1 bunk bed, 1 large double)",Three's Company,0,0,0,1,1,2025-03-09
60,60,Courtyard by Marriott Times Square West,243,243,0,8.4,Very good,3080.0,3.0,0,"Hell's Kitchen, New York",1.0,1.0,1 extra-large double bed,King Room with Roll-in Shower - Mobility and Hearing Accessible,0,0,0,1,1,2025-03-09
61,61,Courtyard New York Downtown Manhattan/Financial District,197,197,0,7.8,Good,2238.0,3.0,0,"Manhattan, New York",7.1,1.0,2 double beds,"Guest room, 2 Double, City view",0,0,0,1,1,2025-03-09
62,62,The Ridge,181,181,0,7.6,Good,1371.0,3.0,0,"Lower East Side, New York",5.1,1.0,1 double bed,Standard Double Room,0,0,0,1,1,2025-03-09
63,63,Hyatt Place New York City - Times Square,249,249,0,7.8,Good,21766.0,4.0,0,"Hell's Kitchen, New York",1.0,1.0,"2 beds (1 extra-large double, 1 sofa bed)",King Room with Sofa Bed - High Floor,0,0,0,1,1,2025-03-09
64,64,Kimpton Theta New York - Times Square by IHG,303,303,0,8.2,Very good,1586.0,5.0,0,"Manhattan, New York",1.0,1.0,1 extra-large double bed,Essential King Room,0,0,0,1,1,2025-03-09
65,65,Hotel 57 by LuxUrban,192,192,0,7.0,Good,5142.0,4.0,0,"Midtown East, New York",1.0,1.0,1 double bed,Double Room - Non-Smoking,0,0,0,1,1,2025-03-09
66,66,voco Times Square South New York by IHG,226,226,0,8.1,Very good,3855.0,4.0,0,"Hell's Kitchen, New York",1.0,1.0,1 double bed,Standard Double Room,0,0,0,1,1,2025-03-09
67,67,SpringHill Suites by Marriott New York Manhattan/Times Square South,243,243,0,8.2,Very good,7772.0,4.0,0,"Hell's Kitchen, New York",1.0,1.0,1 large double bed,Queen Room - Non-Smoking,0,0,0,1,1,2025-03-09
68,68,The Flat NYC,193,165,0,7.9,Good,2518.0,3.0,0,"Flatiron District, New York",2.9,9.5,2 bunk beds,Double Room with Shared Bathroom,0,0,0,1,1,2025-03-09
69,69,"Hotel Shocard Broadway, Times Square",158,158,0,7.0,Good,2780.0,3.0,0,"Manhattan, New York",1.0,9.3,1 double bed,Standard Double Room,0,0,0,1,1,2025-03-09
70,70,Best Western Premier Herald Square,196,196,0,7.9,Good,657.0,3.0,0,"Manhattan, New York",2.0,1.0,1 extra-large double bed,King Room - Non-Smoking,0,0,0,1,1,2025-03-09
71,71,Aloft New York Chelsea,232,232,0,8.3,Very good,198.0,4.0,0,"Chelsea, New York",2.5,1.0,1 extra-large double bed,King Room,0,0,0,1,1,2025-03-09
72,72,Holiday Inn Express New York City Chelsea by IHG,226,226,0,7.8,Good,3605.0,3.0,0,"Chelsea, New York",2.4,1.0,1 double bed,Standard Room,0,0,0,1,1,2025-03-09
73,73,Life Hotel New York,211,211,0,8.0,Very good,844.0,4.0,0,"NoMad, New York",2.4,9.5,1 extra-large double bed,Standard King Room,0,0,0,1,1,2025-03-09
74,74,Crowne Plaza HY36 Midtown Manhattan by IHG,226,226,0,8.4,Very good,558.0,4.0,0,"Hell's Kitchen, New York",1.0,1.0,1 extra-large double bed,King Room - Disability Access/Hearing Accessible,0,0,0,1,1,2025-03-09
75,75,Hotel Indigo Lower East Side New York by IHG,239,239,0,7.4,Good,535.0,4.0,0,"Lower East Side, New York",5.2,1.0,1 large double bed,Premium Queen Room with City View,0,0,0,1,1,2025-03-09
76,76,SoHo 54,232,232,0,7.7,Good,4019.0,3.0,0,"SoHo, New York",5.3,1.0,1 extra-large double bed,SoHo King,0,0,0,1,1,2025-03-09
77,77,Motto By Hilton New York City Times Square,267,267,0,8.0,Very good,1183.0,3.0,0,"Manhattan, New York",1.0,9.5,1 large double bed,Flex Room with Wall Bed,0,0,0,1,1,2025-03-09
78,78,DoubleTree by Hilton New York Downtown,220,220,0,7.5,Good,3961.0,4.0,0,"Manhattan, New York",7.6,1.0,1 double bed,Double Room with Roll in Shower - Hearing Accessible,0,0,0,1,1,2025-03-09
79,79,Fairfield Inn & Suites by Marriott New York Manhattan/Central Park,209,209,0,7.9,Good,1185.0,3.0,0,"Hell's Kitchen, New York",1.0,1.0,1 extra-large double bed,King Room,0,0,0,1,1,2025-03-09
80,80,Nolitan Hotel SoHo - New York,279,279,0,7.8,Good,1520.0,4.0,0,"SoHo, New York",5.4,1.0,1 large double bed,Deluxe Queen Room,0,0,0,1,1,2025-03-09
81,81,Cambria Hotel New York - Chelsea,198,198,0,8.0,Very good,3982.0,4.0,0,"Chelsea, New York",2.5,1.0,1 extra-large double bed,King Room - Disability Access,0,0,0,1,1,2025-03-09
82,82,Kimpton Hotel Eventi by IHG,358,358,0,8.5,Very good,481.0,5.0,0,"Chelsea, New York",2.4,1.0,1 extra-large double bed,Essential Room,0,0,0,1,1,2025-03-09
83,83,Renaissance New York Harlem Hotel,203,203,0,7.9,Good,1125.0,3.0,0,"Harlem, New York",5.4,1.0,1 extra-large double bed,King Room,0,0,0,1,1,2025-03-09
84,84,Holiday Inn New York City - Times Square by IHG,174,174,0,7.9,Good,1998.0,3.0,0,"Hell's Kitchen, New York",1.0,1.0,1 extra-large double bed,Standard King Room with Roll-In Shower - Communications Access,0,0,0,1,1,2025-03-09
85,85,70 Park Avenue Hotel,318,318,0,8.3,Very good,2331.0,4.0,0,"Murray Hill, New York",1.0,9.5,1 large double bed,Essential Queen Room,0,0,0,1,1,2025-03-09
86,86,The Pearl Hotel,243,243,0,8.7,Fabulous,2142.0,4.0,0,"Manhattan, New York",1.0,9.7,1 large double bed,Superior Queen Room,0,0,0,1,1,2025-03-09
87,87,Hotel Lucerne,220,220,0,8.5,Very good,2178.0,4.0,0,"Upper West Side, New York",1.7,9.5,1 large double bed,Deluxe Queen Room,0,0,0,1,1,2025-03-09
88,88,Virgin Hotels New York City,386,386,0,8.3,Very good,1430.0,4.0,0,"NoMad, New York",2.5,1.0,1 extra-large double bed,Chamber King,0,0,0,1,1,2025-03-09
89,89,MOXY NYC Times Square,324,281,0,8.1,Very good,5799.0,4.0,0,"Manhattan, New York",1.9,9.4,1 double bed,Double Room,0,0,0,1,1,2025-03-09
90,90,Hotel St. James,230,230,0,8.1,Very good,3243.0,2.0,0,"Manhattan, New York",1.0,9.7,1 large double bed,One Queen Bed Room,0,0,0,1,1,2025-03-09
91,91,DoubleTree by Hilton Hotel New York City - Chelsea,255,255,0,7.2,Good,3755.0,4.0,0,"Chelsea, New York",2.5,1.0,1 extra-large double bed,King Room - Non-Smoking,0,0,0,1,1,2025-03-09
92,92,"Hotel 50 Bowery, part of JdV by Hyatt",255,255,0,8.6,Fabulous,955.0,4.0,0,"Chinatown, New York",5.9,1.0,1 extra-large double bed,King Room,0,0,0,1,1,2025-03-09
93,93,Sixty LES,311,311,0,7.7,Good,844.0,4.0,0,"Lower East Side, New York",5.2,1.0,1 large double bed,Queen Studio,0,0,0,1,1,2025-03-09
94,94,Madison LES Hotel,186,162,0,7.3,Good,1639.0,3.0,0,"Lower East Side, New York",6.3,1.0,1 large double bed,Standard Queen Room,0,0,0,1,1,2025-03-09
95,95,Warwick New York,318,318,0,8.2,Very good,6602.0,4.0,0,"Manhattan, New York",1.0,9.6,1 extra-large double bed,Premier City View King Bed,0,0,0,1,1,2025-03-09
96,96,"33 Hotel, New York City, Seaport",620,620,0,8.8,Fabulous,677.0,5.0,0,"Manhattan, New York",6.9,9.3,2 large double beds,Deluxe Front Street Two Queens,0,0,0,1,1,2025-03-09
97,97,City Club Hotel,238,238,0,7.3,Good,2554.0,4.0,0,"Manhattan, New York",1.0,1.0,1 double bed,Petite Room,0,0,0,1,1,2025-03-09
98,98,Pod 39,197,197,0,8.3,Very good,12845.0,3.0,0,"Murray Hill, New York",1.0,9.5,2 single beds,Twin Pod,0,0,0,1,1,2025-03-09
99,99,Fairfield Inn & Suites New York Manhattan/Downtown East,226,226,0,8.3,Very good,1268.0,3.0,0,"Chinatown, New York",6.2,1.0,1 extra-large double bed,King Room,0,0,0,1,1,2025-03-09
100,100,"Club Quarters Hotel World Trade Center, New York",608,608,0,8.3,Very good,4121.0,4.0,0,"Manhattan, New York",7.0,9.4,1 large double bed,Standard Queen Room,0,0,0,1,2,2025-03-09
101,101,Holiday Inn Wall Street by IHG,464,337,0,7.3,Good,1090.0,3.0,0,"Manhattan, New York",7.0,1.0,1 double bed,Standard Room,0,0,0,1,2,2025-03-09
102,102,Roxy Hotel New York,1118,1016,0,8.6,Fabulous,1151.0,4.0,0,"Tribeca, New York",5.8,9.3,1 extra-large double bed,Deluxe King Room,0,0,0,1,2,2025-03-09
103,103,The Belvedere Hotel,410,357,0,7.9,Good,5893.0,3.0,0,"Hell's Kitchen, New York",1.0,9.4,1 extra-large double bed,Standard King Room,0,0,0,1,2,2025-03-09
104,104,citizenM New York Bowery,530,452,0,8.7,Fabulous,3290.0,4.0,0,"Lower East Side, New York",5.4,1.0,1 extra-large double bed,King Room,0,0,0,1,2,2025-03-09
105,105,"The New Yorker, A Wyndham Hotel",378,378,0,7.7,Good,15579.0,4.0,0,"Hell's Kitchen, New York",1.0,9.4,1 large double bed,Standard Queen Room,0,0,0,1,2,2025-03-09
106,106,Riverside Tower Hotel,337,337,0,8.5,Very good,2497.0,2.0,0,"Upper West Side, New York",1.9,1.0,1 double bed,Park View Double,0,0,0,1,2,2025-03-09
107,107,The Manhattan at Times Square,370,370,0,5.5,Review score,7619.0,4.0,0,"Manhattan, New York",1.0,1.0,1.0,Standard Room,0,0,0,1,2,2025-03-09
108,108,Hotel Lucerne,521,470,0,8.5,Very good,2178.0,4.0,0,"Upper West Side, New York",1.7,9.5,1 large double bed,Deluxe Queen Room,0,0,0,1,2,2025-03-09
109,109,The Chelsean New York,429,359,0,7.0,Good,2891.0,3.0,0,"Chelsea, New York",2.8,1.0,2 double beds,Double Room - Disability Access,0,0,0,1,2,2025-03-09
110,110,Doubletree By Hilton New York Times Square West,521,521,0,6.8,Review score,10996.0,4.0,0,"Hell's Kitchen, New York",1.0,1.0,1 extra-large double bed,King Bed with City View,0,0,0,1,2,2025-03-09
111,111,The Pearl Hotel,624,624,0,8.7,Fabulous,2142.0,4.0,0,"Manhattan, New York",1.0,9.7,1 large double bed,Superior Queen Room,0,0,0,1,2,2025-03-09
112,112,Pod Times Square,416,416,0,8.3,Very good,23141.0,3.0,0,"Hell's Kitchen, New York",1.0,9.4,2 single beds,Bunk Pod,0,0,0,1,2,2025-03-09
113,113,Hotel Edison Times Square,516,516,0,7.7,Good,13152.0,4.0,0,"Manhattan, New York",1.0,9.4,1 large double bed,Signature 1 Queen Bed,0,0,0,1,2,2025-03-09
114,114,"The Mayfair Hotel Times Square, Ascend Hotel Collection",441,441,0,8.6,Fabulous,2066.0,3.0,0,"Manhattan, New York",1.0,9.6,1 double bed,Deluxe Double Room - Non Smoking,0,0,0,1,2,2025-03-09
115,115,Wingate by Wyndham New York Midtown South/5th Ave,561,561,0,8.4,Very good,2388.0,3.0,0,"Manhattan, New York",1.9,9.5,1 large double bed,Queen Room - Non-Smoking,0,0,0,1,2,2025-03-09
116,116,Park Lane New York,1230,1064,0,7.9,Good,5056.0,5.0,0,"Manhattan, New York",1.0,9.6,1 extra-large double bed,Park Lane King,0,0,0,1,2,2025-03-09
117,117,Riu Plaza New York Times Square,1067,789,0,8.6,Fabulous,7184.0,4.0,0,"Hell's Kitchen, New York",1.0,9.5,"3 beds (2 doubles, 1 sofa bed)",Deluxe Family Double Beds,0,0,0,1,2,2025-03-09
118,118,Carnegie Hotel,693,693,0,8.6,Fabulous,2281.0,4.0,0,"Manhattan, New York",1.0,9.6,1 large double bed,Superior Queen Room,0,0,0,1,2,2025-03-09
119,119,"Hotel Shocard Broadway, Times Square",453,453,0,7.0,Good,2780.0,3.0,0,"Manhattan, New York",1.0,9.3,1 double bed,Standard Double Room,0,0,0,1,2,2025-03-09
120,120,Madison LES Hotel,347,347,0,7.3,Good,1639.0,3.0,0,"Lower East Side, New York",6.3,1.0,1 large double bed,Standard Queen Room,0,0,0,1,2,2025-03-09
121,121,YOTEL New York Times Square,341,341,0,7.7,Good,6417.0,4.0,0,"Hell's Kitchen, New York",1.0,1.0,1 large double bed,Premium Queen,0,0,0,1,2,2025-03-09
122,122,Kimpton Theta New York - Times Square by IHG,732,732,0,8.2,Very good,1586.0,5.0,0,"Manhattan, New York",1.0,1.0,1 extra-large double bed,Essential King Room,0,0,0,1,2,2025-03-09
123,123,citizenM New York Times Square,737,627,0,8.7,Fabulous,3982.0,4.0,0,"Manhattan, New York",1.0,9.6,1 extra-large double bed,King Room,0,0,0,1,2,2025-03-09
124,124,Virgin Hotels New York City,881,881,0,8.3,Very good,1430.0,4.0,0,"NoMad, New York",2.5,1.0,1 extra-large double bed,Chamber King,0,0,0,1,2,2025-03-09
125,125,Holiday Inn Express - Times Square by IHG,573,440,0,6.9,Review score,2224.0,3.0,0,"Hell's Kitchen, New York",1.0,1.0,1 extra-large double bed,Standard Room,0,0,0,1,2,2025-03-09
126,126,Sixty LES,611,611,0,7.7,Good,844.0,4.0,0,"Lower East Side, New York",5.2,1.0,1 large double bed,Queen Studio,0,0,0,1,2,2025-03-09
127,127,SoHo 54,464,464,0,7.7,Good,4019.0,3.0,0,"SoHo, New York",5.3,1.0,1 extra-large double bed,SoHo King,0,0,0,1,2,2025-03-09
128,128,"U Hotel Fifth Avenue, Empire State Building",488,488,0,7.9,Good,3396.0,3.0,0,"Manhattan, New York",2.1,9.5,1 double bed,Double Room,0,0,0,1,2,2025-03-09
129,129,Hotel Indigo Lower East Side New York by IHG,558,558,0,7.4,Good,535.0,4.0,0,"Lower East Side, New York",5.2,1.0,1 large double bed,Premium Queen Room with City View,0,0,0,1,2,2025-03-09
130,130,"Dream Midtown, by Hyatt",565,565,0,7.7,Good,1416.0,4.0,0,"Manhattan, New York",1.0,9.3,1 large double bed,Queen Room - Bronze,0,0,0,1,2,2025-03-09
131,131,Nolitan Hotel SoHo - New York,638,638,0,7.8,Good,1520.0,4.0,0,"SoHo, New York",5.4,1.0,1 large double bed,Deluxe Queen Room,0,0,0,1,2,2025-03-09
132,132,City Club Hotel,508,508,0,7.3,Good,2554.0,4.0,0,"Manhattan, New York",1.0,1.0,1 large double bed,Queen Luxe Room,0,0,0,1,2,2025-03-09
133,133,Motto by Hilton New York City Chelsea,821,821,0,8.5,Very good,3178.0,4.0,0,"Chelsea, New York",2.8,9.4,1 extra-large double bed,King Room,0,0,0,1,2,2025-03-09
134,134,Hotel 27 by LuxUrban,398,398,0,7.0,Good,889.0,3.0,0,"NoMad, New York",2.8,1.0,1 double bed,Standard,0,0,0,1,2,2025-03-09
135,135,Leon Hotel LES,449,449,0,8.1,Very good,2570.0,3.0,0,"Chinatown, New York",5.9,1.0,1.0,Studio with Two Double Beds,0,0,0,1,2,2025-03-09
136,136,Hyatt House New York/Chelsea,630,630,0,8.5,Very good,1798.0,3.0,0,"Chelsea, New York",2.5,9.5,1 extra-large double bed,Den King Room,0,0,0,1,2,2025-03-09
137,137,CIVILIAN Hotel,762,649,0,8.7,Fabulous,4826.0,4.0,0,"Hell's Kitchen, New York",1.0,9.6,1 large double bed,Double Room,0,0,0,1,2,2025-03-09
138,138,Lex Hotel NYC,599,599,0,8.3,Very good,1525.0,3.0,0,"Kips Bay, New York",3.0,1.0,1 large double bed,Queen Room,0,0,0,1,2,2025-03-09
139,139,M Social Hotel Times Square New York,936,878,0,8.4,Very good,11942.0,4.0,0,"Manhattan, New York",1.0,9.6,1 extra-large double bed,Social Superior Hudson River View King,0,0,0,1,2,2025-03-09
140,140,"The Time New York, part of JdV by Hyatt",613,613,0,7.7,Good,1762.0,4.0,0,"Manhattan, New York",1.0,9.3,1 double bed,Double Room,0,0,0,1,2,2025-03-09
