,name,original_price,discounted_price,discount,review_score,review_title,number_of_reviews,star_rating,is_apartment,neighborhood,kms_from_centre,location_score,bed_type,room_type,breakfast_included,free_cancellation,prepayment_needed,time_to_travel,length_of_stay,snapshot_date
8577,Four Points by Sheraton Midtown - Times Square,220,220,0,8.1,Very good,1.0,4.0,0,"Hell's Kitchen, New York",1.6,1.0,1 extra-large double bed,King Room,0,0,0,18,1,2025-02-02
8578,DoubleTree by Hilton Hotel New York City - Chelsea,166,166,0,7.1,Good,1.0,4.0,0,"Chelsea, New York",2.5,1.0,1 extra-large double bed,King Room - Non-Smoking,0,0,0,18,1,2025-02-02
8579,Hampton Inn Times Square Central,205,205,0,8.3,Very good,1.0,3.0,0,"Manhattan, New York",1.5,9.5,1 extra-large double bed,King Room - Non-Smoking,0,0,0,18,1,2025-02-02
8580,SpringHill Suites by Marriott New York Manhattan Chelsea,208,208,0,8.3,Very good,1.0,4.0,0,"Chelsea, New York",2.5,9.4,1.0,Studio Double Room with Two Double Beds,0,0,0,18,1,2025-02-02
8581,Pestana Park Avenue,201,201,0,8.8,Fabulous,998.0,4.0,0,"Murray Hill, New York",1.9,9.6,2 bunk beds,Cabin,0,0,0,18,1,2025-02-02
8582,Aloft New York Chelsea,178,178,0,8.3,Very good,160.0,4.0,0,"Chelsea, New York",2.5,1.0,1 extra-large double bed,King Room,0,0,0,18,1,2025-02-02
8583,NH Collection New York Madison Avenue,271,271,0,8.5,Very good,1.0,4.0,0,"Murray Hill, New York",2.0,9.5,1 large double bed,Superior Room,0,0,0,18,1,2025-02-02
8584,"Hotel 50 Bowery, part of JdV by Hyatt",223,223,0,8.5,Very good,961.0,4.0,0,"Chinatown, New York",5.9,1.0,1 extra-large double bed,King Room,0,0,0,18,1,2025-02-02
8585,Pod 39,140,140,0,8.3,Very good,1.0,3.0,0,"Murray Hill, New York",2.1,9.5,1 double bed,Double Room,0,0,0,18,1,2025-02-02
8586,Best Western Premier Herald Square,161,161,0,7.8,Good,675.0,3.0,0,"Manhattan, New York",2.0,1.0,1 extra-large double bed,King Room - Non-Smoking,0,0,0,18,1,2025-02-02
8587,"Kimpton Hotel Eventi, an IHG Hotel",290,290,0,8.4,Very good,507.0,5.0,0,"Chelsea, New York",2.4,1.0,1 extra-large double bed,King Room,0,0,0,18,1,2025-02-02
8588,Little Charlie Hotel,216,205,0,8.4,Very good,551.0,4.0,0,"Midtown East, New York",2.0,1.0,1 double bed,Double Room,0,0,0,18,1,2025-02-02
8589,Hotel Elysee by Library Hotel Collection,300,300,0,8.6,Fabulous,377.0,4.0,0,"Midtown East, New York",1.2,9.6,1 large double bed,Deluxe Queen Room,0,0,0,18,1,2025-02-02
8590,Smyth Tribeca,445,367,0,8.3,Very good,751.0,4.0,0,"Tribeca, New York",6.3,9.3,1 large double bed,Superior Queen Room,0,0,0,18,1,2025-02-02
8591,NoMo SoHo,279,279,0,7.7,Good,1.0,4.0,0,"SoHo, New York",5.6,1.0,1 large double bed,Classic Queen,0,0,0,18,1,2025-02-02
8592,"Candlewood Suites NYC -Times Square, an IHG Hotel",205,169,0,8.0,Very good,1.0,3.0,0,"Hell's Kitchen, New York",1.6,1.0,Private suite,Studio Queen Suite - City View,0,0,0,18,1,2025-02-02
8593,"Holiday Inn Manhattan 6th Ave - Chelsea, an IHG Hotel",186,186,0,7.6,Good,1.0,4.0,0,"Chelsea, New York",2.7,1.0,1 large double bed,Standard Queen Room with Communications Accessible Roll-In Shower,0,0,0,18,1,2025-02-02
8594,Lex Hotel NYC,185,167,0,8.2,Very good,1.0,3.0,0,"Kips Bay, New York",3.0,1.0,1 large double bed,Cozy Queen Room,0,0,0,18,1,2025-02-02
8595,Hotel AKA NoMad,290,290,0,8.3,Very good,663.0,4.0,0,"NoMad, New York",2.5,9.3,1 large double bed,Double Room,0,0,0,18,1,2025-02-02
8596,Sixty LES,333,333,0,7.7,Good,848.0,4.0,0,"Lower East Side, New York",5.2,1.0,1 large double bed,Queen Studio,0,0,0,18,1,2025-02-02
8597,The Shelburne Sonesta New York,237,237,0,8.3,Very good,1.0,4.0,0,"Murray Hill, New York",2.2,1.0,1 large double bed,Queen Room,0,0,0,18,1,2025-02-02
8598,"Holiday Inn Express - Times Square South, an IHG Hotel",182,182,0,8.2,Very good,1.0,3.0,0,"Manhattan, New York",2.0,9.6,1 extra-large double bed,Standard King Room,0,0,0,18,1,2025-02-02
8599,"EVEN Hotel New York - Midtown East, an IHG Hotel",207,207,0,8.1,Very good,1.0,4.0,0,"Midtown East, New York",2.0,9.3,1 extra-large double bed,Standard King Room,0,0,0,18,1,2025-02-02
8600,Iroquois New York Times Square,666,493,0,8.5,Very good,1.0,5.0,0,"Manhattan, New York",1.4,9.7,1 large double bed,Superior 1 Queen Bed,0,0,0,18,2,2025-02-02
8601,Archer Hotel New York,501,501,0,8.8,Fabulous,1.0,4.0,0,"Manhattan, New York",1.8,9.5,1 large double bed,Classic Queen Guest Room,0,0,0,18,2,2025-02-02
8602,The Chelsean New York,395,331,0,7.0,Good,1.0,3.0,0,"Chelsea, New York",2.8,1.0,1 extra-large double bed,"Guest room, 1 King, High floor",0,0,0,18,2,2025-02-02
8603,"The Mayfair Hotel Times Square, Ascend Hotel Collection",357,357,0,8.6,Fabulous,1.0,3.0,0,"Manhattan, New York",0.8,9.6,1 double bed,Deluxe Double Room - Non Smoking,0,0,0,18,2,2025-02-02
8604,"Hotel Indigo NYC Financial District, an IHG Hotel",336,336,0,8.8,Fabulous,1.0,3.0,0,"Manhattan, New York",7.2,9.5,1 extra-large double bed,Standard King Room,0,0,0,18,2,2025-02-02
8605,Hyatt House New York/Chelsea,431,431,0,8.4,Very good,1.0,3.0,0,"Chelsea, New York",2.5,9.5,1 extra-large double bed,Den King Room,0,0,0,18,2,2025-02-02
8606,Grayson Hotel,539,539,0,8.5,Very good,1.0,4.0,0,"Manhattan, New York",1.8,9.5,1 extra-large double bed,King Room - High Floor,0,0,0,18,2,2025-02-02
8607,Doubletree By Hilton New York Times Square West,366,366,0,6.8,Review score,1.0,4.0,0,"Hell's Kitchen, New York",1.6,1.0,1 extra-large double bed,One King Bed Hearing Accessible,0,0,0,18,2,2025-02-02
8608,Courtyard New York Manhattan/Midtown West,502,502,0,8.6,Fabulous,1.0,4.0,0,"Hudson Yards, New York",2.1,1.0,1 extra-large double bed,Midtown King,0,0,0,18,2,2025-02-02
8609,Romer Hell's Kitchen,469,469,0,8.6,Fabulous,1.0,4.0,0,"Hell's Kitchen, New York",0.6,9.5,1 extra-large double bed,Deluxe King Hearing Accessible,0,0,0,18,2,2025-02-02
8610,"The Cloud One New York-Downtown, by the Motel One Group",383,383,0,8.6,Fabulous,1.0,4.0,0,"Manhattan, New York",7.0,9.4,1 extra-large double bed,Standard King Room,0,0,0,18,2,2025-02-02
8611,Moxy NYC Lower East Side,466,466,0,8.0,Very good,1.0,4.0,0,"Lower East Side, New York",5.6,1.0,1 extra-large double bed,King Room  - No View,0,0,0,18,2,2025-02-02
8612,Riverside Tower Hotel,326,326,0,8.5,Very good,1.0,2.0,0,"Upper West Side, New York",1.9,1.0,1 double bed,River View Double,0,0,0,18,2,2025-02-02
8613,citizenM New York Bowery,461,461,0,8.7,Fabulous,1.0,4.0,0,"Lower East Side, New York",5.4,1.0,1 extra-large double bed,King Room,0,0,0,18,2,2025-02-02
8614,Cambria Hotel New York - Chelsea,382,382,0,7.9,Good,1.0,4.0,0,"Chelsea, New York",2.5,1.0,1 extra-large double bed,King Room - Disability Access,0,0,0,18,2,2025-02-02
8615,Hilton Garden Inn New York/Tribeca,341,341,0,7.5,Good,661.0,3.0,0,"Tribeca, New York",5.6,1.0,1 extra-large double bed,King Room with Bath Tub - Mobility Access,0,0,0,18,2,2025-02-02
8616,DoubleTree by Hilton New York Downtown,334,334,0,7.5,Good,1.0,4.0,0,"Manhattan, New York",7.6,1.0,1 extra-large double bed,King Room,0,0,0,18,2,2025-02-02
8617,SpringHill Suites by Marriott New York Manhattan Times Square,425,425,0,8.1,Very good,305.0,3.0,0,"Manhattan, New York",1.0,9.4,1 extra-large double bed,King Room,0,0,0,18,2,2025-02-02
8618,Hotel Hayden New York,344,344,0,7.1,Good,1.0,4.0,0,"Chelsea, New York",2.5,1.0,1 extra-large double bed,Superior King Room,0,0,0,18,2,2025-02-02
8619,Comfort Inn Manhattan - Midtown West,251,251,0,7.0,Good,1.0,3.0,0,"Hell's Kitchen, New York",1.1,1.0,1 double bed,Standard Room,0,0,0,18,2,2025-02-02
8620,"Holiday Inn Express - Wall Street, an IHG Hotel",396,396,0,7.8,Good,1.0,3.0,0,"Manhattan, New York",7.3,1.0,1 extra-large double bed,Superior King Room,0,0,0,18,2,2025-02-02
8621,The Gotham Hotel,519,519,0,8.5,Very good,1.0,4.0,0,"Midtown East, New York",1.4,9.5,1 extra-large double bed,Midtown Balcony King,0,0,0,18,2,2025-02-02
8622,Freehand New York,388,388,0,8.0,Very good,1.0,4.0,0,"Gramercy, New York",3.1,1.0,1 double bed,Queen,0,0,0,18,2,2025-02-02
8623,"Kimpton Theta New York - Times Square, an IHG Hotel",468,432,0,8.1,Very good,1.0,5.0,0,"Manhattan, New York",0.9,1.0,1 extra-large double bed,King Room,0,0,0,18,2,2025-02-02
8624,Hotel 309,203,203,0,6.1,Review score,1.0,2.0,0,"Chelsea, New York",3.6,1.0,1 large double bed,Economy Room with Shared Bath,0,0,0,18,2,2025-02-02
8625,Wingate by Wyndham New York Midtown South/5th Ave,399,399,0,8.4,Very good,1.0,3.0,0,"Manhattan, New York",1.9,9.5,1 large double bed,Queen Room - Non-Smoking,0,0,0,18,2,2025-02-02
8626,Hotel 57 by LuxUrban,337,337,0,7.0,Good,1.0,4.0,0,"Midtown East, New York",1.3,1.0,1 double bed,Double Room - Non-Smoking,0,0,0,18,2,2025-02-02
8627,Pod 51,268,268,0,7.9,Good,1.0,3.0,0,"Midtown East, New York",1.7,9.3,2 single beds,Standard Bunk Bed Room with Shared Bathroom,0,0,0,18,2,2025-02-02
8628,Best Western Premier Empire State Hotel,347,347,0,8.5,Very good,1.0,3.0,0,"NoMad, New York",2.5,9.3,1 extra-large double bed,King Room - Non-Smoking,0,0,0,18,2,2025-02-02
8629,Four Points by Sheraton Manhattan Midtown West,368,368,0,8.3,Very good,1.0,4.0,0,"Hudson Yards, New York",2.0,1.0,1 large double bed,Queen Room,0,0,0,18,2,2025-02-02
8630,"The New Yorker, A Wyndham Hotel",401,401,0,7.7,Good,1.0,4.0,0,"Hell's Kitchen, New York",2.0,9.4,1 large double bed,Standard Queen Room with View,0,0,0,18,2,2025-02-02
8631,American Dream,246,246,0,8.0,Very good,518.0,2.0,0,"Gramercy, New York",3.2,9.3,1 bunk bed,Twin Room with Shared Bathroom,0,0,0,18,2,2025-02-02
8632,Hotel Stanford,487,415,0,7.9,Good,136.0,3.0,0,"Manhattan, New York",2.3,9.4,1 double bed,Superior Queen Room,0,0,0,18,2,2025-02-02
8633,Fairfield Inn by Marriott New York Manhattan/Financial District,327,327,0,7.8,Good,1.0,3.0,0,"Manhattan, New York",7.2,1.0,1 extra-large double bed,King Room,0,0,0,18,2,2025-02-02
8634,AC Hotel by Marriott New York Downtown,337,337,0,8.4,Very good,1.0,4.0,0,"Manhattan, New York",7.2,1.0,1 extra-large double bed,King Guest Room - One King Bed - Non-Smoking,0,0,0,18,2,2025-02-02
8635,Renaissance New York Midtown Hotel,676,542,0,8.7,Fabulous,1.0,4.0,0,"Manhattan, New York",2.0,9.3,1 extra-large double bed,Standard King Room with Transfer Shower - Mobility Accessible,0,0,0,18,2,2025-02-02
8636,Chambers powered by Sonder,630,630,0,8.1,Very good,685.0,4.0,0,"Manhattan, New York",0.8,9.6,1 large double bed,Queen Room - Disability Access,0,0,0,18,2,2025-02-02
8637,BeHome by LuxUrban,365,304,0,6.5,Review score,1.0,3.0,0,"Hell's Kitchen, New York",1.0,9.3,1 large double bed,Queen Room - Non-Smoking,0,0,0,18,2,2025-02-02
8638,Residence Inn New York Downtown Manhattan/Financial District,321,321,0,8.2,Very good,712.0,4.0,0,"Manhattan, New York",7.1,1.0,1 extra-large double bed,"Studio, 1 King",0,0,0,18,2,2025-02-02
8639,"InterContinental New York Barclay Hotel, an IHG Hotel",590,590,0,8.1,Very good,1.0,5.0,0,"Midtown East, New York",1.5,1.0,1.0,Classic Room,0,0,0,18,2,2025-02-02
8640,Eurostars Wall Street,419,337,0,7.9,Good,1.0,4.0,0,"Manhattan, New York",7.3,1.0,1 large double bed,Queen Room,0,0,0,18,2,2025-02-02
8641,Hilton Garden Inn West 35th Street,398,398,0,8.2,Very good,1.0,3.0,0,"Manhattan, New York",2.0,9.5,1 extra-large double bed,King Room,0,0,0,18,2,2025-02-02
8642,Hotel Mimosa,337,337,0,8.3,Very good,1.0,3.0,0,"Chinatown, New York",6.1,1.0,1 large double bed,Superior Queen Room,0,0,0,18,2,2025-02-02
8643,Aura Hotel Times Square Newly Renovated,390,390,0,7.6,Good,447.0,4.0,0,"Manhattan, New York",1.3,9.3,1 single bed,Standard Full,0,0,0,18,2,2025-02-02
8644,Motto by Hilton New York City Chelsea,454,454,0,8.5,Very good,1.0,4.0,0,"Chelsea, New York",2.8,9.4,1 extra-large double bed,King Room,0,0,0,18,2,2025-02-02
8645,Heritage Hotel New York City,317,317,0,7.4,Good,1.0,3.0,0,"Flatiron District, New York",2.8,9.4,1 extra-large double bed,King Room - Non-Smoking,0,0,0,18,2,2025-02-02
8646,Hotel AKA NoMad,569,569,0,8.3,Very good,663.0,4.0,0,"NoMad, New York",2.5,9.3,1 large double bed,Double Room,0,0,0,18,2,2025-02-02
8647,Four Points by Sheraton New York Downtown,432,432,0,7.8,Good,1.0,3.0,0,"Manhattan, New York",7.0,1.0,1 large double bed,"Guest room, 1 Queen",0,0,0,18,2,2025-02-02
8648,"voco Times Square South New York, an IHG Hotel",498,498,0,8.1,Very good,1.0,4.0,0,"Hell's Kitchen, New York",1.8,1.0,1 double bed,Standard Room with Full Bed and Tub - Mobility Accessible,0,0,0,18,2,2025-02-02
8649,Ink 48 Hotel,483,444,0,7.5,Good,1.0,4.0,0,"Hell's Kitchen, New York",1.2,1.0,1 extra-large double bed,King Room,0,0,0,18,2,2025-02-02
8650,UNTITLED at 3 Freeman Alley,535,488,0,8.4,Very good,565.0,4.0,0,"Lower East Side, New York",5.2,1.0,1 double bed,Studio Mini,0,0,0,18,2,2025-02-02
8651,Courtyard New York Manhattan/Midtown East,406,406,0,8.0,Very good,1.0,4.0,0,"Midtown East, New York",1.6,1.0,1 extra-large double bed,King Room,0,0,0,18,2,2025-02-02
8652,Refinery Hotel - New York,706,706,0,8.6,Fabulous,600.0,5.0,0,"Manhattan, New York",1.8,9.4,1 large double bed,Studio Queen Room,0,0,0,18,2,2025-02-02
8653,70 Park Avenue Hotel,401,401,0,8.3,Very good,1.0,4.0,0,"Murray Hill, New York",2.0,9.5,1 large double bed,Essential Queen Room,0,0,0,18,2,2025-02-02
8654,"EVEN Hotel New York - Midtown East, an IHG Hotel",444,444,0,8.1,Very good,1.0,4.0,0,"Midtown East, New York",2.0,9.3,1 extra-large double bed,Standard King Room,0,0,0,18,2,2025-02-02
8655,Courtyard by Marriott New York World Trade Center Area,316,316,0,8.3,Very good,1.0,3.0,0,"Manhattan, New York",7.2,1.0,1 extra-large double bed,King Room - Hearing Accessible,0,0,0,18,2,2025-02-02
8656,Executive Hotel Le Soleil New York,549,549,0,8.6,Fabulous,1.0,4.0,0,"Manhattan, New York",2.0,9.5,1 large double bed,Executive Queen Room,0,0,0,18,2,2025-02-02
8657,Royalton New York,439,439,0,7.5,Good,1.0,4.0,0,"Manhattan, New York",1.4,9.4,1 large double bed,Standard Queen Room,0,0,0,18,2,2025-02-02
8658,The Washington by LuxUrban,516,430,0,7.7,Good,1.0,4.0,0,"Manhattan, New York",7.1,9.4,1 extra-large double bed,King Room - Non-Smoking,0,0,0,18,2,2025-02-02
8659,Hyatt Centric Midtown 5th Avenue New York,589,589,0,8.0,Very good,1.0,4.0,0,"Manhattan, New York",1.9,1.0,1 extra-large double bed,King Room with Roll-In Shower - Disability Access,0,0,0,18,2,2025-02-02
8660,"Hotel 50 Bowery, part of JdV by Hyatt",455,455,0,8.5,Very good,961.0,4.0,0,"Chinatown, New York",5.9,1.0,1 extra-large double bed,King Room,0,0,0,18,2,2025-02-02
8661,DoubleTree by Hilton New York Times Square South,418,418,0,8.2,Very good,1.0,4.0,0,"Hell's Kitchen, New York",1.8,1.0,1 extra-large double bed,King Room,0,0,0,18,2,2025-02-02
8662,SoHo 54,360,360,0,7.6,Good,1.0,3.0,0,"SoHo, New York",5.3,1.0,1 extra-large double bed,SoHo King,0,0,0,18,2,2025-02-02
8663,citizenM New York Times Square,521,521,0,8.7,Fabulous,1.0,4.0,0,"Manhattan, New York",0.8,9.6,1 extra-large double bed,King Room,0,0,0,18,2,2025-02-02
8664,Hyatt Place New York Chelsea,514,514,0,7.9,Good,1.0,4.0,0,"Chelsea, New York",2.8,1.0,2 double beds,Double Room with Two Double Beds,0,0,0,18,2,2025-02-02
8665,Renaissance New York Chelsea Hotel,487,487,0,8.1,Very good,1.0,4.0,0,"Chelsea, New York",2.8,1.0,1 extra-large double bed,"Guest Room, 1 King",0,0,0,18,2,2025-02-02
8666,NoMo SoHo,557,557,0,7.7,Good,1.0,4.0,0,"SoHo, New York",5.6,1.0,1 large double bed,Classic Queen,0,0,0,18,2,2025-02-02
8667,Pod Times Square,361,361,0,8.2,Very good,1.0,3.0,0,"Hell's Kitchen, New York",1.4,9.4,1 double bed,Full Pod ADA,0,0,0,18,2,2025-02-02
8668,Virgin Hotels New York City,682,682,0,8.3,Very good,1.0,4.0,0,"NoMad, New York",2.5,1.0,1 extra-large double bed,Chamber King ADA,0,0,0,18,2,2025-02-02
8669,Sofitel New York,622,622,0,7.8,Good,1.0,4.0,0,"Manhattan, New York",1.4,9.3,1 large double bed,Superior Queen Room,0,0,0,18,2,2025-02-02
8670,SpringHill Suites by Marriott New York Manhattan/Times Square South,434,434,0,8.2,Very good,1.0,4.0,0,"Hell's Kitchen, New York",1.9,1.0,1 large double bed,Queen Room - Non-Smoking,0,0,0,18,2,2025-02-02
8671,Hilton Garden Inn New York/Midtown Park Avenue,420,420,0,8.1,Very good,1.0,3.0,0,"Manhattan, New York",2.4,9.3,1 extra-large double bed,King Bed with City View,0,0,0,18,2,2025-02-02
8672,Radio Hotel,269,269,0,7.7,Good,1.0,4.0,0,"Washington Heights, New York",9.8,1.0,1.0,Studio - Disability Access,0,0,0,18,2,2025-02-02
8673,NH Collection New York Madison Avenue,543,543,0,8.5,Very good,1.0,4.0,0,"Murray Hill, New York",2.0,9.5,1 large double bed,Superior Room,0,0,0,18,2,2025-02-02
8674,"Staypineapple, An Artful Hotel, Midtown New York",365,365,0,8.6,Fabulous,1.0,4.0,0,"Hell's Kitchen, New York",1.8,1.0,1 extra-large double bed,Fashionista King,0,0,0,18,2,2025-02-02
8675,"The Historic Blue Angel Hotel Lexington Ave, Ascend Hotel Collection",403,403,0,8.7,Fabulous,1.0,3.0,0,"Midtown East, New York",1.5,9.5,1 large double bed,Queen Room - Non-Smoking,0,0,0,18,2,2025-02-02
8676,Hampton Inn by Hilton New York Times Square,507,507,0,7.8,Good,1.0,3.0,0,"Manhattan, New York",1.0,9.5,1 extra-large double bed,King Room,0,0,0,18,2,2025-02-02
8677,The Benjamin Royal Sonesta New York,605,605,0,8.1,Very good,844.0,5.0,0,"Midtown East, New York",1.5,1.0,1 extra-large double bed,Deluxe King Studio,0,0,0,18,2,2025-02-02
8678,"Holiday Inn Express New York City Chelsea, an IHG Hotel",498,411,0,7.8,Good,1.0,3.0,0,"Chelsea, New York",2.4,1.0,1 extra-large double bed,Standard King Room with Mobility Accessible Tub,0,0,0,18,2,2025-02-02
8679,Courtyard by Marriott New York Manhattan/Chelsea,424,424,0,8.2,Very good,1.0,4.0,0,"Chelsea, New York",2.4,9.3,1 extra-large double bed,King Room - Hearing Accessible,0,0,0,18,2,2025-02-02
8680,Leon Hotel LES,381,381,0,8.0,Very good,1.0,3.0,0,"Lower East Side, New York",5.9,1.0,1 extra-large double bed,Deluxe King Room,0,0,0,18,2,2025-02-02
8681,The Knickerbocker,842,842,0,8.6,Fabulous,1.0,5.0,0,"Manhattan, New York",1.4,9.5,1 extra-large double bed,Deluxe Room with One King Bed,0,0,0,18,2,2025-02-02
8682,Hampton Inn Manhattan-35th St Empire State Bldg,434,434,0,8.2,Very good,1.0,3.0,0,"Manhattan, New York",2.0,9.6,1 extra-large double bed,King Room - Non-Smoking,0,0,0,18,2,2025-02-02
8683,Courtyard by Marriott Times Square West,542,435,0,8.3,Very good,1.0,3.0,0,"Hell's Kitchen, New York",1.8,1.0,1 extra-large double bed,King Room,0,0,0,18,2,2025-02-02
8684,DoubleTree by Hilton Hotel New York City - Chelsea,375,375,0,7.1,Good,1.0,4.0,0,"Chelsea, New York",2.5,1.0,1 extra-large double bed,King Room - Non-Smoking,0,0,0,18,2,2025-02-02
8685,Courtyard New York Downtown Manhattan/Financial District,395,395,0,7.7,Good,1.0,3.0,0,"Manhattan, New York",7.1,1.0,1 extra-large double bed,"Deluxe 1 King Bedded Room, Larger Guest room, 1 King",0,0,0,18,2,2025-02-02
8686,Moxy NYC Downtown,414,414,0,8.1,Very good,1.0,4.0,0,"Manhattan, New York",6.7,1.0,1 large double bed,Queen Room,0,0,0,18,2,2025-02-02
8687,MOXY NYC Times Square,475,475,0,8.1,Very good,1.0,4.0,0,"Manhattan, New York",1.9,9.4,1 large double bed,Queen Room,0,0,0,18,2,2025-02-02
8688,"InterContinental New York Times Square, an IHG Hotel",636,636,0,7.9,Good,1.0,4.0,0,"Hell's Kitchen, New York",1.2,1.0,1 extra-large double bed,Classic King Room with Roll In Shower - Mobility Accessible,0,0,0,18,2,2025-02-02
8689,"Kimpton Hotel Eventi, an IHG Hotel",613,613,0,8.4,Very good,507.0,5.0,0,"Chelsea, New York",2.4,1.0,1 extra-large double bed,King Room,0,0,0,18,2,2025-02-02
8690,Four Points by Sheraton Midtown - Times Square,464,464,0,8.1,Very good,1.0,4.0,0,"Hell's Kitchen, New York",1.6,1.0,1 extra-large double bed,King Room,0,0,0,18,2,2025-02-02
8691,ModernHaus SoHo,1011,876,0,8.2,Very good,1.0,5.0,0,"SoHo, New York",5.4,1.0,1 large double bed,Standard Queen Room,0,0,0,18,2,2025-02-02
8692,Moxy NYC Chelsea,484,484,0,8.3,Very good,1.0,4.0,0,"Chelsea, New York",2.5,9.3,1 extra-large double bed,King Room,0,0,0,18,2,2025-02-02
8693,La Quinta by Wyndham Time Square South,473,473,0,8.5,Very good,1.0,3.0,0,"Hell's Kitchen, New York",1.7,9.3,1 extra-large double bed,King Room - Non-Smoking,0,0,0,18,2,2025-02-02
8694,Aloft New York Chelsea,415,415,0,8.3,Very good,160.0,4.0,0,"Chelsea, New York",2.5,1.0,1 extra-large double bed,King Room,0,0,0,18,2,2025-02-02
8695,"Le Méridien New York, Fifth Avenue",515,515,0,7.8,Good,63.0,4.0,0,"NoMad, New York",2.4,9.4,1 extra-large double bed,Classic King Room,0,0,0,18,2,2025-02-02
8696,Shoreham Hotel,369,369,0,7.3,Good,1.0,4.0,0,"Manhattan, New York",0.8,9.4,1 large double bed,Deluxe Queen Room,0,0,0,18,2,2025-02-02
8697,"Club Quarters Hotel Grand Central, New York",446,446,0,8.3,Very good,1.0,4.0,0,"Midtown East, New York",1.8,9.4,1 large double bed,Small Queen Room,0,0,0,18,2,2025-02-02
8698,Fairfield Inn & Suites by Marriott New York Midtown Manhattan/Penn Station,451,451,0,7.9,Good,1.0,4.0,0,"Hell's Kitchen, New York",2.1,9.5,1 extra-large double bed,King Room,0,0,0,18,2,2025-02-02
8699,"Holiday Inn Manhattan 6th Ave - Chelsea, an IHG Hotel",418,418,0,7.6,Good,1.0,4.0,0,"Chelsea, New York",2.7,1.0,1 large double bed,Standard Queen Room with Communications Accessible Roll-In Shower,0,0,0,18,2,2025-02-02
8700,Iroquois New York Times Square,1012,749,0,8.5,Very good,1.0,5.0,0,"Manhattan, New York",1.0,9.7,1 large double bed,Superior 1 Queen Bed,0,0,0,18,3,2025-02-02
8701,Grayson Hotel,774,774,0,8.5,Very good,1.0,4.0,0,"Manhattan, New York",1.0,9.5,1 extra-large double bed,King Room - High Floor,0,0,0,18,3,2025-02-02
8702,The Chelsean New York,638,533,0,7.0,Good,1.0,3.0,0,"Chelsea, New York",1.0,1.0,1 extra-large double bed,"Guest room, 1 King, High floor",0,0,0,18,3,2025-02-02
8703,"The Mayfair Hotel Times Square, Ascend Hotel Collection",601,601,0,8.6,Fabulous,1.0,3.0,0,"Manhattan, New York",1.0,9.6,1 double bed,Deluxe Double Room - Non Smoking,0,0,0,18,3,2025-02-02
8704,Romer Hell's Kitchen,776,744,0,8.6,Fabulous,1.0,4.0,0,"Hell's Kitchen, New York",1.0,9.5,1 extra-large double bed,Deluxe King,0,0,0,18,3,2025-02-02
8705,Hyatt House New York/Chelsea,646,646,0,8.4,Very good,1.0,3.0,0,"Chelsea, New York",1.0,9.5,1 extra-large double bed,Den King Room,0,0,0,18,3,2025-02-02
8706,Archer Hotel New York,761,761,0,8.8,Fabulous,1.0,4.0,0,"Manhattan, New York",1.0,9.5,1 large double bed,Classic Queen Mobility- and Hearing-Accessible Guest Room With Roll-In Shower,0,0,0,18,3,2025-02-02
8707,Riverside Tower Hotel,500,500,0,8.5,Very good,1.0,2.0,0,"Upper West Side, New York",1.0,1.0,1 double bed,River View Double,0,0,0,18,3,2025-02-02
8708,"Hotel Indigo NYC Financial District, an IHG Hotel",541,541,0,8.8,Fabulous,1.0,3.0,0,"Manhattan, New York",1.0,9.5,1 extra-large double bed,Standard King Room,0,0,0,18,3,2025-02-02
8709,"The Cloud One New York-Downtown, by the Motel One Group",604,604,0,8.6,Fabulous,1.0,4.0,0,"Manhattan, New York",1.0,9.4,1 extra-large double bed,Standard King Room,0,0,0,18,3,2025-02-02
8710,Doubletree By Hilton New York Times Square West,593,593,0,6.8,Review score,1.0,4.0,0,"Hell's Kitchen, New York",1.0,1.0,1 extra-large double bed,One King Bed Hearing Accessible,0,0,0,18,3,2025-02-02
8711,Cambria Hotel New York - Chelsea,618,618,0,7.9,Good,1.0,4.0,0,"Chelsea, New York",1.0,1.0,1 extra-large double bed,King Room - Disability Access,0,0,0,18,3,2025-02-02
8712,SpringHill Suites by Marriott New York Manhattan/Times Square South,671,671,0,8.2,Very good,1.0,4.0,0,"Hell's Kitchen, New York",1.0,1.0,1 large double bed,Queen Room - Non-Smoking,0,0,0,18,3,2025-02-02
8713,SpringHill Suites by Marriott New York Manhattan Times Square,671,671,0,8.1,Very good,305.0,3.0,0,"Manhattan, New York",1.0,9.4,1 extra-large double bed,King Room,0,0,0,18,3,2025-02-02
8714,Courtyard New York Manhattan/Midtown West,752,752,0,8.6,Fabulous,1.0,4.0,0,"Hudson Yards, New York",1.0,1.0,1 extra-large double bed,Midtown King,0,0,0,18,3,2025-02-02
8715,Best Walking Score APT in Heart of City with a GYM,1302,1302,0,9.0,Superb,2.0,3.0,0,"Manhattan, New York",1.0,1.0,1.0,Apartment,0,0,0,18,3,2025-02-02
8716,414 Hotel,431,389,0,7.0,Good,7.0,1.0,0,"Hell's Kitchen, New York",1.0,1.0,Private suite,Deluxe Queen Suite,0,0,0,18,3,2025-02-02
8717,Four Points by Sheraton New York Downtown,569,569,0,7.8,Good,1.0,3.0,0,"Manhattan, New York",1.0,1.0,1 large double bed,"Guest room, 1 Queen",0,0,0,18,3,2025-02-02
