,name,original_price,discounted_price,discount,review_score,review_title,number_of_reviews,star_rating,is_apartment,neighborhood,kms_from_centre,location_score,bed_type,room_type,breakfast_included,free_cancellation,prepayment_needed,time_to_travel,length_of_stay,snapshot_date
4010,Hotel 57 by LuxUrban,208,157,0,7.0,Good,2.7,4.0,0,"Midtown East, New York",1.3,2.7,1 double bed,Double Room - Non-Smoking,0,0,0,9,1,2025-02-04
4011,Arlo Midtown,223,223,0,8.6,Fabulous,2.7,4.0,0,"Hell's Kitchen, New York",1.7,2.7,1 extra-large double bed,King Room,0,0,0,9,1,2025-02-04
4012,Residence Inn by Marriott New York Manhattan/Times Square,326,326,0,8.1,Very good,2.7,4.0,0,"Manhattan, New York",1.7,9.6,"2 beds (1 sofa bed, 1 large double)",Queen Studio with Sofa Bed,0,0,0,9,1,2025-02-04
4013,Hyatt Centric Midtown 5th Avenue New York,294,294,0,8.0,Very good,2.7,4.0,0,"Manhattan, New York",1.9,2.7,1 extra-large double bed,King Room with Roll-In Shower - Disability Access,0,0,0,9,1,2025-02-04
4014,Hyatt Centric Times Square New York,324,324,0,8.4,Very good,2.7,4.0,0,"Manhattan, New York",1.2,9.5,1 extra-large double bed,King Room with Accessible Shower - Disability Access,0,0,0,9,1,2025-02-04
4015,Fairfield Inn by Marriott New York Manhattan/Financial District,140,140,0,7.8,Good,2.7,3.0,0,"Manhattan, New York",7.2,2.7,1 large double bed,Queen Room,0,0,0,9,1,2025-02-04
4016,Renaissance New York Times Square by Marriott,277,277,0,8.4,Very good,2.7,4.0,0,"Manhattan, New York",1.0,9.6,2 double beds,Room with Two Double Beds - City View,0,0,0,9,1,2025-02-04
4017,Element Times Square West,131,131,0,8.1,Very good,2.7,4.0,0,"Hell's Kitchen, New York",1.6,2.7,1 extra-large double bed,King Room - Hearing Accessible,0,0,0,9,1,2025-02-04
4018,LUMA Hotel - Times Square,273,273,0,8.9,Fabulous,2.7,4.0,0,"Manhattan, New York",1.5,9.7,1 extra-large double bed,Urban King Bed Studio - Accessible Bathtub,0,0,0,9,1,2025-02-04
4019,Hyatt House New York/Chelsea,308,308,0,8.4,Very good,2.7,3.0,0,"Chelsea, New York",2.5,9.5,1 extra-large double bed,Den King Room,0,0,0,9,1,2025-02-04
4020,"Holiday Inn Express - Times Square South, an IHG Hotel",161,161,0,8.1,Very good,2.7,3.0,0,"Manhattan, New York",2.0,9.5,1 extra-large double bed,Standard King Room,0,0,0,9,1,2025-02-04
4021,citizenM New York Times Square,209,209,0,8.7,Fabulous,2.7,4.0,0,"Manhattan, New York",0.8,9.6,1 extra-large double bed,King Room,0,0,0,9,1,2025-02-04
4022,Doubletree By Hilton New York Times Square West,129,129,0,6.8,Review score,2.7,4.0,0,"Hell's Kitchen, New York",1.6,2.7,1 extra-large double bed,Standard King Room,0,0,0,9,1,2025-02-04
4023,Homewood Suites Midtown Manhattan Times Square South,161,161,0,8.3,Very good,2.7,3.0,0,"Hell's Kitchen, New York",1.8,2.7,1 extra-large double bed,Efficiency King Studio,0,0,0,9,1,2025-02-04
4024,Hilton Club The Central at 5th New York,373,373,0,9.0,Superb,802.0,3.0,0,"Midtown East, New York",1.3,9.8,1 extra-large double bed,King Studio,0,0,0,9,1,2025-02-04
4025,SpringHill Suites by Marriott New York Manhattan/Times Square South,159,159,0,8.2,Very good,2.7,4.0,0,"Hell's Kitchen, New York",1.9,2.7,1 large double bed,Queen Room - Non-Smoking,0,0,0,9,1,2025-02-04
4026,Hilton New York Times Square,158,158,0,7.2,Good,2.7,4.0,0,"Manhattan, New York",1.4,2.7,1 extra-large double bed,King Room,0,0,0,9,1,2025-02-04
4027,Hotel St. James,160,160,0,8.1,Very good,2.7,2.0,0,"Manhattan, New York",1.2,9.7,1 large double bed,One Queen Bed Room,0,0,0,9,1,2025-02-04
4028,City Club Hotel,186,186,0,7.3,Good,2.7,4.0,0,"Manhattan, New York",1.4,2.7,1 double bed,Petite Room,0,0,0,9,1,2025-02-04
4029,Hilton Garden Inn West 35th Street,149,149,0,8.2,Very good,2.7,3.0,0,"Manhattan, New York",2.0,9.5,1 extra-large double bed,King Room,0,0,0,9,1,2025-02-04
4030,Courtyard New York Manhattan/Midtown West,280,280,0,8.6,Fabulous,2.7,4.0,0,"Hudson Yards, New York",2.1,2.7,2 large double beds,Primary Queen Room with Two Queen Beds - Hearing Accessible,0,0,0,9,1,2025-02-04
4031,Hilton Garden Inn New York Times Square South,159,159,0,8.2,Very good,2.7,3.0,0,"Hell's Kitchen, New York",1.8,2.7,1 extra-large double bed,King Room - Hearing Access,0,0,0,9,1,2025-02-04
4032,Comfort Inn Manhattan - Midtown West,126,126,0,7.0,Good,2.7,3.0,0,"Hell's Kitchen, New York",1.1,2.7,1 extra-large double bed,King Room - Non-Smoking,0,0,0,9,1,2025-02-04
4033,Hotel Hayden New York,171,171,0,7.1,Good,2.7,4.0,0,"Chelsea, New York",2.5,2.7,1 extra-large double bed,Superior King Room,0,0,0,9,1,2025-02-04
4034,Romer Hell's Kitchen,266,266,0,8.6,Fabulous,2.7,4.0,0,"Hell's Kitchen, New York",0.6,9.5,1 extra-large double bed,Deluxe King,0,0,0,9,1,2025-02-04
4035,Motto by Hilton New York City Chelsea,179,179,0,8.5,Very good,2.7,4.0,0,"Chelsea, New York",2.8,9.4,1 extra-large double bed,King Room,0,0,0,9,1,2025-02-04
4036,Best Western Premier Herald Square,130,130,0,7.8,Good,674.0,3.0,0,"Manhattan, New York",2.0,2.7,1 extra-large double bed,King Room - Non-Smoking,0,0,0,9,1,2025-02-04
4037,Hyatt Place New York Chelsea,178,178,0,7.9,Good,2.7,4.0,0,"Chelsea, New York",2.8,2.7,1 extra-large double bed,King Room with Roll-In Shower - Disability Access,0,0,0,9,1,2025-02-04
4038,AC Hotel by Marriott New York Downtown,137,137,0,8.4,Very good,2.7,4.0,0,"Manhattan, New York",7.2,2.7,2 double beds,Double Room with Two Double Beds - Hearing Accessible,0,0,0,9,1,2025-02-04
4039,The Ridge,135,135,0,7.6,Good,2.7,3.0,0,"Lower East Side, New York",5.1,2.7,1 large double bed,Standard Queen Room,0,0,0,9,1,2025-02-04
4040,Hyatt Place New York/Midtown-South,155,155,0,8.3,Very good,2.7,4.0,0,"Manhattan, New York",2.0,9.5,1 extra-large double bed,King Room with Roll-In Shower - Disability Access,0,0,0,9,1,2025-02-04
4041,Millennium Hotel Broadway Times Square,210,193,0,7.4,Good,2.7,4.0,0,"Manhattan, New York",1.3,9.4,1 large double bed,Standard Queen Room,0,0,0,9,1,2025-02-04
4042,The Gregorian New York City,230,230,0,8.3,Very good,2.7,4.0,0,"Manhattan, New York",2.1,9.4,1 double bed,Double Room,0,0,0,9,1,2025-02-04
4043,Fairfield Inn & Suites by Marriott New York Manhattan/Times Square South,149,149,0,8.4,Very good,2.7,4.0,0,"Hell's Kitchen, New York",1.9,2.7,1 extra-large double bed,1 King Bed,0,0,0,9,1,2025-02-04
4044,Hilton Garden Inn NYC Financial Center/Manhattan Downtown,131,131,0,8.3,Very good,2.7,3.0,0,"Manhattan, New York",7.7,2.7,1 extra-large double bed,King Room,0,0,0,9,1,2025-02-04
4045,Hotel Mulberry,152,152,0,8.5,Very good,784.0,3.0,0,"Chinatown, New York",6.1,2.7,1 extra-large double bed,Deluxe King Room,0,0,0,9,1,2025-02-04
4046,"Hotel Indigo NYC Financial District, an IHG Hotel",177,177,0,8.9,Fabulous,2.7,3.0,0,"Manhattan, New York",7.2,9.5,1 extra-large double bed,Standard King Room,0,0,0,9,1,2025-02-04
4047,Courtyard by Marriott Times Square West,209,168,0,8.4,Very good,2.7,3.0,0,"Hell's Kitchen, New York",1.8,2.7,1 extra-large double bed,King Room with Roll-in Shower - Mobility and Hearing Accessible,0,0,0,9,1,2025-02-04
4048,Life Hotel New York,167,167,0,8.0,Very good,802.0,4.0,0,"NoMad, New York",2.4,9.4,1 double bed,Classic Queen Room,0,0,0,9,1,2025-02-04
4049,CIVILIAN Hotel,209,199,0,8.6,Fabulous,2.7,4.0,0,"Hell's Kitchen, New York",0.9,9.6,1 large double bed,Double Room,0,0,0,9,1,2025-02-04
4050,Courtyard by Marriott New York Manhattan/Central Park,219,219,0,8.2,Very good,2.7,4.0,0,"Manhattan, New York",2.7,9.5,1 large double bed,King or Queen Room with City View,0,0,0,9,1,2025-02-04
4051,SoHo 54,147,147,0,7.6,Good,2.7,3.0,0,"SoHo, New York",5.3,2.7,1 extra-large double bed,SoHo King,0,0,0,9,1,2025-02-04
4052,Cambria Hotel New York - Chelsea,167,167,0,7.9,Good,2.7,4.0,0,"Chelsea, New York",2.5,2.7,1 double bed,King Bed Room,0,0,0,9,1,2025-02-04
4053,Park Central,186,186,0,7.3,Good,2.7,4.0,0,"Manhattan, New York",2.7,9.4,1 extra-large double bed,Classic King Room,0,0,0,9,1,2025-02-04
4054,DoubleTree by Hilton Hotel New York City - Chelsea,151,151,0,7.1,Good,2.7,4.0,0,"Chelsea, New York",2.5,2.7,1 extra-large double bed,King Room - Non-Smoking,0,0,0,9,1,2025-02-04
4055,Moderne Hotel,181,174,0,8.1,Very good,2.7,4.0,0,"Manhattan, New York",2.7,9.5,1 extra-large double bed,Deluxe Room,0,0,0,9,1,2025-02-04
4056,The Belvedere Hotel,154,139,0,7.9,Good,2.7,3.0,0,"Hell's Kitchen, New York",0.9,9.4,1 extra-large double bed,Standard King Room,0,0,0,9,1,2025-02-04
4057,Grayson Hotel,305,305,0,8.5,Very good,2.7,4.0,0,"Manhattan, New York",1.8,9.5,1 extra-large double bed,King Room,0,0,0,9,1,2025-02-04
4058,"Staypineapple, An Artful Hotel, Midtown New York",145,145,0,8.6,Fabulous,2.7,4.0,0,"Hell's Kitchen, New York",1.8,2.7,1 extra-large double bed,Fashionista King,0,0,0,9,1,2025-02-04
4059,"The Historic Blue Angel Hotel Lexington Ave, Ascend Hotel Collection",164,164,0,8.7,Fabulous,2.7,3.0,0,"Midtown East, New York",1.5,9.5,1 large double bed,Queen Room - Non-Smoking,0,0,0,9,1,2025-02-04
4060,The Blakely by LuxUrban,243,183,0,7.4,Good,2.7,2.7,0,"Manhattan, New York",0.5,9.4,1 extra-large double bed,King Room - Non-Smoking,0,0,0,9,1,2025-02-04
4061,Hotel AKA NoMad,267,267,0,8.3,Very good,663.0,4.0,0,"NoMad, New York",2.5,9.3,1 large double bed,NoMad Queen,0,0,0,9,1,2025-02-04
4062,Hilton Garden Inn New York Manhattan Midtown East,166,166,0,7.4,Good,2.7,3.0,0,"Midtown East, New York",1.6,2.7,1 extra-large double bed,King Room,0,0,0,9,1,2025-02-04
4063,Executive Hotel Le Soleil New York,257,257,0,8.7,Fabulous,2.7,4.0,0,"Manhattan, New York",2.0,9.5,1 large double bed,Executive Queen Room,0,0,0,9,1,2025-02-04
4064,Leon Hotel LES,162,162,0,8.0,Very good,2.7,3.0,0,"Lower East Side, New York",5.9,2.7,1 extra-large double bed,Deluxe King Room,0,0,0,9,1,2025-02-04
4065,Renaissance New York Midtown Hotel,335,269,0,8.7,Fabulous,2.7,4.0,0,"Manhattan, New York",2.0,9.3,1 extra-large double bed,Standard King Room,0,0,0,9,1,2025-02-04
4066,Fairfield Inn & Suites by Marriott New York Midtown Manhattan/Penn Station,199,199,0,7.9,Good,2.7,4.0,0,"Hell's Kitchen, New York",2.1,9.5,1 extra-large double bed,King Room,0,0,0,9,1,2025-02-04
4067,"voco Times Square South New York, an IHG Hotel",180,180,0,8.1,Very good,2.7,4.0,0,"Hell's Kitchen, New York",1.8,2.7,1 double bed,Standard Double Room,0,0,0,9,1,2025-02-04
4068,Eurostars Wall Street,164,132,0,7.9,Good,2.7,4.0,0,"Manhattan, New York",7.3,2.7,1 large double bed,Queen Room,0,0,0,9,1,2025-02-04
4069,Millennium Downtown New York,215,215,0,7.1,Good,2.7,4.0,0,"Manhattan, New York",6.8,2.7,1 extra-large double bed,Superior King Room,0,0,0,9,1,2025-02-04
4070,La Quinta by Wyndham Time Square South,173,173,0,8.5,Very good,2.7,3.0,0,"Hell's Kitchen, New York",1.7,9.3,1 extra-large double bed,King Room - Non-Smoking,0,0,0,9,1,2025-02-04
4071,Moxy NYC Chelsea,222,222,0,8.3,Very good,2.7,4.0,0,"Chelsea, New York",2.5,9.3,1 extra-large double bed,King Room,0,0,0,9,1,2025-02-04
4072,"U Hotel Fifth Avenue, Empire State Building",147,147,0,7.9,Good,2.7,3.0,0,"Manhattan, New York",2.1,9.5,1 double bed,Double Room,0,0,0,9,1,2025-02-04
4073,"EVEN Hotel New York - Midtown East, an IHG Hotel",200,200,0,8.1,Very good,2.7,4.0,0,"Midtown East, New York",2.0,9.3,1 extra-large double bed,Standard King Room with Accessible Tub - Mobility Access,0,0,0,9,1,2025-02-04
4074,"Club Quarters Hotel Grand Central, New York",178,178,0,8.3,Very good,2.7,4.0,0,"Midtown East, New York",1.8,9.4,1 large double bed,Small Queen Room,0,0,0,9,1,2025-02-04
4075,Fairfield Inn & Suites by Marriott New York Manhattan/Chelsea,140,140,0,8.0,Very good,2.7,3.0,0,"Chelsea, New York",2.6,2.7,1 extra-large double bed,King Room,0,0,0,9,1,2025-02-04
4076,Hampton Inn Manhattan Grand Central,159,159,0,8.0,Very good,2.7,3.0,0,"Midtown East, New York",2.1,2.7,1 extra-large double bed,King Room - Non-Smoking,0,0,0,9,1,2025-02-04
4077,DoubleTree by Hilton New York Times Square South,159,159,0,8.2,Very good,2.7,4.0,0,"Hell's Kitchen, New York",1.8,2.7,1 extra-large double bed,King Room,0,0,0,9,1,2025-02-04
4078,Aloft New York Chelsea,137,137,0,8.3,Very good,162.0,4.0,0,"Chelsea, New York",2.5,2.7,1 extra-large double bed,King Room,0,0,0,9,1,2025-02-04
4079,Courtyard New York Manhattan/Times Square,230,230,0,8.1,Very good,2.7,3.0,0,"Manhattan, New York",1.6,9.6,2 double beds,Double Room with Two Double Beds and Roll-in Shower - Mobility and Hearing Accessible,0,0,0,9,1,2025-02-04
4080,"InterContinental New York Barclay Hotel, an IHG Hotel",329,329,0,8.1,Very good,2.7,5.0,0,"Midtown East, New York",1.5,2.7,1 large double bed,Classic Queen Room,0,0,0,9,1,2025-02-04
4081,Hilton Garden Inn New York/Tribeca,158,158,0,7.5,Good,662.0,3.0,0,"Tribeca, New York",5.6,2.7,1 extra-large double bed,King Room,0,0,0,9,1,2025-02-04
4082,Hilton Garden Inn New York/Midtown Park Avenue,165,165,0,8.1,Very good,2.7,3.0,0,"Manhattan, New York",2.4,9.3,2 double beds,Double Room with Two Double Beds - Hearing Access,0,0,0,9,1,2025-02-04
4083,Pod 51,118,118,0,7.9,Good,2.7,3.0,0,"Midtown East, New York",1.7,9.3,2 single beds,Standard Bunk Bed Room with Shared Bathroom,0,0,0,9,1,2025-02-04
4084,Renaissance New York Chelsea Hotel,243,243,0,8.1,Very good,2.7,4.0,0,"Chelsea, New York",2.8,2.7,1 extra-large double bed,"Guest Room, 1 King",0,0,0,9,1,2025-02-04
4085,Arlo SoHo,243,243,0,8.1,Very good,2.7,4.0,0,"SoHo, New York",5.3,2.7,1 large double bed,Urban Queen Courtyard,0,0,0,9,1,2025-02-04
4086,Moxy NYC Downtown,197,197,0,8.1,Very good,2.7,4.0,0,"Manhattan, New York",6.7,2.7,1 large double bed,Queen Room,0,0,0,9,1,2025-02-04
4087,Four Points by Sheraton Manhattan Midtown West,164,164,0,8.3,Very good,2.7,4.0,0,"Hudson Yards, New York",2.0,2.7,1 large double bed,Queen Room,0,0,0,9,1,2025-02-04
4088,DoubleTree by Hilton New York Midtown Fifth Ave,203,203,0,7.6,Good,2.7,4.0,0,"Manhattan, New York",1.0,9.4,1 large double bed,Queen Room,0,0,0,9,1,2025-02-04
4089,Hotel Belleclaire Central Park,219,219,0,8.1,Very good,2.7,4.0,0,"Upper West Side, New York",1.6,9.3,1 large double bed,Deluxe 1 Queen Bed Accessible,0,0,0,9,1,2025-02-04
4090,Courtyard by Marriott New York Manhattan/ Fifth Avenue,157,157,0,7.8,Good,2.7,4.0,0,"Manhattan, New York",1.8,9.6,2 double beds,Double Room with Two Double Beds,0,0,0,9,1,2025-02-04
4091,MOXY NYC Times Square,192,192,0,8.1,Very good,2.7,4.0,0,"Manhattan, New York",1.9,9.4,1 double bed,Double Room,0,0,0,9,1,2025-02-04
4092,Virgin Hotels New York City,369,369,0,8.3,Very good,2.7,4.0,0,"NoMad, New York",2.5,2.7,1 extra-large double bed,Chamber King ADA,0,0,0,9,1,2025-02-04
4093,Embassy Suites By Hilton New York Manhattan Times Square,185,185,0,7.7,Good,2.7,4.0,0,"Manhattan, New York",1.9,9.3,1 extra-large double bed,King Room,0,0,0,9,1,2025-02-04
4094,Home2 Suites By Hilton New York Times Square,198,198,0,7.7,Good,2.7,3.0,0,"Manhattan, New York",1.0,9.5,1 large double bed,Queen Studio Suite,0,0,0,9,1,2025-02-04
4095,Arthouse Hotel,231,231,0,7.9,Good,2.7,4.0,0,"Upper West Side, New York",1.6,2.7,1 large double bed,Superior Queen,0,0,0,9,1,2025-02-04
4096,Fairfield By Marriott New York Manhattan Times Square,203,203,0,8.3,Very good,2.7,4.0,0,"Hell's Kitchen, New York",1.6,2.7,1 extra-large double bed,King Room with View,0,0,0,9,1,2025-02-04
4097,Hilton Garden Inn New York Times Square North,188,188,0,8.1,Very good,2.7,3.0,0,"Manhattan, New York",1.3,9.3,1 extra-large double bed,King Room,0,0,0,9,1,2025-02-04
4098,"Kimpton Hotel Eventi, an IHG Hotel",328,328,0,8.4,Very good,505.0,5.0,0,"Chelsea, New York",2.4,2.7,1 extra-large double bed,Essential Room,0,0,0,9,1,2025-02-04
4099,"Holiday Inn Manhattan 6th Ave - Chelsea, an IHG Hotel",139,139,0,7.6,Good,2.7,4.0,0,"Chelsea, New York",2.7,2.7,1 large double bed,Standard Queen Room with Communications Accessible Roll-In Shower,0,0,0,9,1,2025-02-04
4100,Royalton New York,632,583,0,7.5,Good,2.7,4.0,0,"Manhattan, New York",2.7,9.4,1 large double bed,Standard Queen Room,0,0,0,9,2,2025-02-04
4101,Aura Hotel Times Square Newly Renovated,540,540,0,7.6,Good,450.0,4.0,0,"Manhattan, New York",2.7,9.3,1 single bed,Standard Full,0,0,0,9,2,2025-02-04
4102,Riu Plaza Manhattan Times Square,1021,756,0,8.6,Fabulous,2.7,4.0,0,"Manhattan, New York",2.7,9.6,1 extra-large double bed,Deluxe King,0,0,0,9,2,2025-02-04
4103,"33 Hotel, New York City, Seaport",957,957,0,8.8,Fabulous,671.0,5.0,0,"Manhattan, New York",2.7,9.3,1 extra-large double bed,Deluxe Peck Slip King,0,0,0,9,2,2025-02-04
4104,Tempo By Hilton New York Times Square,981,981,0,8.5,Very good,851.0,4.0,0,"Manhattan, New York",2.7,9.5,1 extra-large double bed,King Room with City View,0,0,0,9,2,2025-02-04
4105,"The New Yorker, A Wyndham Hotel",387,387,0,7.7,Good,2.7,4.0,0,"Hell's Kitchen, New York",2.7,9.4,1 large double bed,Standard Queen Room with View,0,0,0,9,2,2025-02-04
4106,NH Collection New York Madison Avenue,656,656,0,8.4,Very good,2.7,4.0,0,"Murray Hill, New York",2.7,9.5,1 large double bed,Superior Room,0,0,0,9,2,2025-02-04
4107,Pod Times Square,339,339,0,8.2,Very good,2.7,3.0,0,"Hell's Kitchen, New York",2.7,9.4,2 single beds,Bunk Pod,0,0,0,9,2,2025-02-04
4108,SpringHill Suites by Marriott New York Manhattan Chelsea,464,464,0,8.3,Very good,2.7,4.0,0,"Chelsea, New York",2.7,9.4,2.7,Studio King Room,0,0,0,9,2,2025-02-04
4109,Hotel 57 by LuxUrban,746,511,0,7.0,Good,2.7,4.0,0,"Midtown East, New York",2.7,2.7,1 large double bed,Queen Room - Non-Smoking,0,0,0,9,2,2025-02-04
4110,Arlo Midtown,621,621,0,8.6,Fabulous,2.7,4.0,0,"Hell's Kitchen, New York",2.7,2.7,1 extra-large double bed,King Urban,0,0,0,9,2,2025-02-04
4111,Residence Inn by Marriott New York Manhattan/Times Square,835,835,0,8.1,Very good,2.7,4.0,0,"Manhattan, New York",2.7,9.6,"2 beds (1 sofa bed, 1 large double)",Queen Studio with Sofa Bed,0,0,0,9,2,2025-02-04
4112,Hyatt Centric Times Square New York,803,803,0,8.4,Very good,2.7,4.0,0,"Manhattan, New York",2.7,9.5,1 extra-large double bed,King Room,0,0,0,9,2,2025-02-04
4113,Element Times Square West,404,404,0,8.1,Very good,2.7,4.0,0,"Hell's Kitchen, New York",2.7,2.7,1 extra-large double bed,King Room - Hearing Accessible,0,0,0,9,2,2025-02-04
4114,LUMA Hotel - Times Square,753,753,0,8.9,Fabulous,2.7,4.0,0,"Manhattan, New York",2.7,9.7,2 large double beds,Urban Room With Two Queen Beds,0,0,0,9,2,2025-02-04
4115,Sanctuary NYC Retreats,487,487,0,8.7,Fabulous,917.0,4.0,0,"Lower East Side, New York",2.7,2.7,Private suite,King Suite,0,0,0,9,2,2025-02-04
4116,Hyatt House New York/Chelsea,615,615,0,8.4,Very good,2.7,3.0,0,"Chelsea, New York",2.7,9.5,1 extra-large double bed,Den King Room,0,0,0,9,2,2025-02-04
4117,Hotel Edison Times Square,516,516,0,7.7,Good,2.7,4.0,0,"Manhattan, New York",2.7,9.4,1 large double bed,Signature 1 Queen Bed,0,0,0,9,2,2025-02-04
4118,New York Marriott Marquis,1126,1126,0,8.3,Very good,2.7,5.0,0,"Manhattan, New York",2.7,9.5,1 extra-large double bed,King Room with Sofa Bed (Upon Request),0,0,0,9,2,2025-02-04
4119,"Holiday Inn Express - Times Square South, an IHG Hotel",459,459,0,8.1,Very good,2.7,3.0,0,"Manhattan, New York",2.7,9.5,1 extra-large double bed,Standard King Room,0,0,0,9,2,2025-02-04
4120,citizenM New York Times Square,645,645,0,8.7,Fabulous,2.7,4.0,0,"Manhattan, New York",2.7,9.6,1 extra-large double bed,King Room,0,0,0,9,2,2025-02-04
4121,Doubletree By Hilton New York Times Square West,385,385,0,6.8,Review score,2.7,4.0,0,"Hell's Kitchen, New York",2.7,2.7,1 extra-large double bed,Standard King Room,0,0,0,9,2,2025-02-04
4122,Homewood Suites Midtown Manhattan Times Square South,629,629,0,8.3,Very good,2.7,3.0,0,"Hell's Kitchen, New York",2.7,2.7,1 extra-large double bed,Premium King Studio - Non-Smoking,0,0,0,9,2,2025-02-04
4123,Hilton Club The Central at 5th New York,784,784,0,9.0,Superb,802.0,3.0,0,"Midtown East, New York",2.7,9.8,1 extra-large double bed,King Studio,0,0,0,9,2,2025-02-04
4124,The Blakely by LuxUrban,629,528,0,7.4,Good,2.7,2.7,0,"Manhattan, New York",2.7,9.4,1 extra-large double bed,King Room - Non-Smoking,0,0,0,9,2,2025-02-04
4125,"Holiday Inn Express - Wall Street, an IHG Hotel",416,416,0,7.8,Good,2.7,3.0,0,"Manhattan, New York",2.7,2.7,1 extra-large double bed,Standard Room,0,0,0,9,2,2025-02-04
4126,Motto by Hilton New York City Chelsea,517,517,0,8.5,Very good,2.7,4.0,0,"Chelsea, New York",2.7,9.4,1 extra-large double bed,King Room,0,0,0,9,2,2025-02-04
4127,Courtyard by Marriott Times Square West,567,455,0,8.4,Very good,2.7,3.0,0,"Hell's Kitchen, New York",2.7,2.7,1 extra-large double bed,King Room with Roll-in Shower - Mobility and Hearing Accessible,0,0,0,9,2,2025-02-04
4128,City Club Hotel,568,523,0,7.3,Good,2.7,4.0,0,"Manhattan, New York",2.7,2.7,1 large double bed,Queen Luxe Room,0,0,0,9,2,2025-02-04
4129,Wingate by Wyndham New York Midtown South/5th Ave,454,454,0,8.4,Very good,2.7,3.0,0,"Manhattan, New York",2.7,9.5,1 large double bed,Queen Room - Non-Smoking,0,0,0,9,2,2025-02-04
4130,Hotel Hayden New York,480,480,0,7.1,Good,2.7,4.0,0,"Chelsea, New York",2.7,2.7,1 extra-large double bed,Superior King Room,0,0,0,9,2,2025-02-04
4131,"voco Times Square South New York, an IHG Hotel",510,510,0,8.1,Very good,2.7,4.0,0,"Hell's Kitchen, New York",2.7,2.7,1 double bed,Standard Double Room,0,0,0,9,2,2025-02-04
4132,Hyatt Centric Midtown 5th Avenue New York,627,627,0,8.0,Very good,2.7,4.0,0,"Manhattan, New York",2.7,2.7,1 extra-large double bed,King Room with Roll-In Shower - Disability Access,0,0,0,9,2,2025-02-04
4133,Hilton Garden Inn New York/Tribeca,399,399,0,7.5,Good,662.0,3.0,0,"Tribeca, New York",2.7,2.7,1 extra-large double bed,King Room with City View,0,0,0,9,2,2025-02-04
4134,Executive Hotel Le Soleil New York,606,606,0,8.7,Fabulous,2.7,4.0,0,"Manhattan, New York",2.7,9.5,1 large double bed,Executive Queen Room,0,0,0,9,2,2025-02-04
4135,Moxy NYC Chelsea,545,545,0,8.3,Very good,2.7,4.0,0,"Chelsea, New York",2.7,9.3,1 extra-large double bed,King Room,0,0,0,9,2,2025-02-04
4136,"Kimpton Hotel Eventi, an IHG Hotel",716,716,0,8.4,Very good,505.0,5.0,0,"Chelsea, New York",2.7,2.7,1 extra-large double bed,King Room,0,0,0,9,2,2025-02-04
4137,Hampton Inn Manhattan-35th St Empire State Bldg,458,458,0,8.2,Very good,2.7,3.0,0,"Manhattan, New York",2.7,9.6,1 extra-large double bed,King Room - Non-Smoking,0,0,0,9,2,2025-02-04
4138,Fairfield By Marriott New York Manhattan Times Square,469,469,0,8.3,Very good,2.7,4.0,0,"Hell's Kitchen, New York",2.7,2.7,1 extra-large double bed,King Room,0,0,0,9,2,2025-02-04
4139,Moxy NYC Lower East Side,631,631,0,8.0,Very good,2.7,4.0,0,"Lower East Side, New York",2.7,2.7,1 extra-large double bed,King Room with Partial View,0,0,0,9,2,2025-02-04
4140,Renaissance New York Chelsea Hotel,601,601,0,8.1,Very good,2.7,4.0,0,"Chelsea, New York",2.7,2.7,1 extra-large double bed,"Guest Room, 1 King",0,0,0,9,2,2025-02-04
4141,Hampton Inn Manhattan Grand Central,415,415,0,8.0,Very good,2.7,3.0,0,"Midtown East, New York",2.7,2.7,1 extra-large double bed,King Room - Non-Smoking,0,0,0,9,2,2025-02-04
4142,Renaissance New York Midtown Hotel,796,639,0,8.7,Fabulous,2.7,4.0,0,"Manhattan, New York",2.7,9.3,1 extra-large double bed,Standard King Room,0,0,0,9,2,2025-02-04
4143,Virgin Hotels New York City,812,812,0,8.3,Very good,2.7,4.0,0,"NoMad, New York",2.7,2.7,1 extra-large double bed,Chamber King,0,0,0,9,2,2025-02-04
4144,"Hotel Indigo NYC Financial District, an IHG Hotel",484,484,0,8.9,Fabulous,2.7,3.0,0,"Manhattan, New York",2.7,9.5,1 extra-large double bed,Standard King Room,0,0,0,9,2,2025-02-04
4145,MOXY NYC Times Square,466,466,0,8.1,Very good,2.7,4.0,0,"Manhattan, New York",2.7,9.4,1 double bed,Double Room,0,0,0,9,2,2025-02-04
4146,Courtyard by Marriott New York Manhattan/Central Park,658,658,0,8.2,Very good,2.7,4.0,0,"Manhattan, New York",2.7,9.5,1 large double bed,King or Queen Room with City View,0,0,0,9,2,2025-02-04
4147,"Kimpton Theta New York - Times Square, an IHG Hotel",616,565,0,8.1,Very good,2.7,5.0,0,"Manhattan, New York",2.7,2.7,2 large double beds,Queen Room with Two Queen Beds,0,0,0,9,2,2025-02-04
4148,Aloft New York Chelsea,449,449,0,8.3,Very good,162.0,4.0,0,"Chelsea, New York",2.7,2.7,1 extra-large double bed,King Room,0,0,0,9,2,2025-02-04
4149,Freehand New York,503,503,0,8.0,Very good,2.7,4.0,0,"Gramercy, New York",2.7,2.7,1 extra-large double bed,Premium King,0,0,0,9,2,2025-02-04
