name,discounted_price,original_price,star_rating,review_score,review_title,number_of_reviews,neighborhood,distance_from_center,free_cancellation,prepayment_needed,breakfast_included,time_to_travel,length_of_stay,snapshot_date
Hampton Inn NY-JFK,234.0,574.0,5.0,7.8,Very good,5827.0,John F. Kennedy International Airport,16.7,True,False,True,1,1,2025-03-09
Hard Rock Hotel New York,485.0,485.0,4.0,8.9,Excellent,427.0,Times Square,0.0,False,True,True,1,1,2025-03-09
INNSiDE by Meliá New York Nomad,332.0,889.0,5.0,8.6,Excellent,1065.0,Chelsea,0.0,False,True,True,1,1,2025-03-09
YOTEL New York Times Square,179.0,962.0,4.0,8.0,Excellent,836.0,Times Square,0.0,False,True,True,1,1,2025-03-09
Hyatt Herald Square New York,318.0,318.0,4.0,8.3,Excellent,1603.0,Gramercy,0.0,False,True,True,1,1,2025-03-09
Hampton Inn New York - LaGuardia Airport,209.0,636.0,3.0,8.4,Excellent,71.0,LaGuardia Airport,7.7,True,False,True,1,1,2025-03-09
SpringHill Suites by Marriott New York Midtown Manhattan/Fifth Avenue,427.0,679.0,5.0,8.7,Excellent,15.0,Times Square,0.0,False,False,True,1,1,2025-03-09
Phoenix Hotel Brooklyn Sunset Park,81.0,326.0,5.0,6.1,Good,190.0,Brooklyn,9.7,False,True,False,1,1,2025-03-09
Hilton Garden Inn New York Times Square North,393.0,867.0,4.0,8.6,Excellent,271.0,Times Square,0.0,True,False,True,1,1,2025-03-09
The Knickerbocker Hotel,570.0,1090.0,5.0,8.7,Excellent,2822.0,Times Square,0.0,False,True,False,1,1,2025-03-09
DoubleTree by Hilton New York JFK Airport,248.0,428.0,4.0,7.2,Very good,77.0,John F. Kennedy International Airport,16.5,True,False,True,1,1,2025-03-09
The Westin New York at Times Square,531.0,531.0,5.0,8.4,Excellent,2829.0,Times Square,0.0,False,True,False,1,1,2025-03-09
HOTEL ROSE,123.0,200.0,5.0,8.6,Excellent,34.0,Bronx,7.5,False,True,False,1,1,2025-03-09
Night Hotel Broadway,125.0,498.0,5.0,7.0,Very good,1236.0,Upper West Side,2.8,False,True,False,1,1,2025-03-09
Hotel Hayden,194.0,541.0,4.0,7.5,Very good,3877.0,Chelsea,0.0,False,False,False,1,1,2025-03-09
The Manhattan At Times Square an IHG Hotel,138.0,698.0,4.0,6.5,Good,2210.0,Times Square,0.0,False,True,True,1,1,2025-03-09
La Quinta Inn & Suites by Wyndham New York City Central Park,253.0,554.0,5.0,7.0,Very good,5096.0,Upper West Side,0.9,False,True,True,1,1,2025-03-09
Hotel Alameda High Line,200.0,788.0,5.0,7.9,Very good,121.0,Chelsea,0.0,False,False,True,1,1,2025-03-09
Hotel TREMONT Bronx Yankee Stadium,142.0,491.0,5.0,7.3,Very good,140.0,Bronx,11.2,False,False,False,1,1,2025-03-09
The Baltic Hotel,141.0,442.0,3.0,7.3,Very good,221.0,Brooklyn,6.0,False,False,True,1,1,2025-03-09
Paramount Times Square,193.0,398.0,4.0,7.3,Very good,6892.0,Times Square,0.0,False,True,False,1,1,2025-03-09
Hyatt Regency Times Square,,,4.0,8.1,Excellent,1250.0,Times Square,0.0,False,True,False,1,1,2025-03-09
"Public, an Ian Schrager Hotel",350.0,476.0,4.0,8.3,Excellent,329.0,Lower East Side,2.0,False,True,False,1,1,2025-03-09
HI New York City Hostel,247.0,449.0,2.0,8.6,Excellent,4232.0,Upper West Side,3.5,False,False,False,1,1,2025-03-09
Pod Times Square,181.0,181.0,3.0,8.5,Excellent,1827.0,Times Square,0.0,False,False,False,1,1,2025-03-09
THE VINE HOTEL BRAND NEW,108.0,176.0,2.0,7.8,Very good,7.0,Bronx,15.8,False,True,False,1,1,2025-03-09
The Gallivant Times Square,150.0,278.0,5.0,6.7,Good,1768.0,Times Square,0.0,False,True,False,1,1,2025-03-09
U Hotel Fifth Avenue,150.0,652.0,3.0,8.2,Excellent,4227.0,Times Square,0.0,False,False,False,1,1,2025-03-09
Hotel Pergola Jamaica JFK,149.0,368.0,3.0,6.0,Good,354.0,John F. Kennedy International Airport,16.3,False,True,False,1,1,2025-03-09
Serenity Room JFK,80.0,135.0,5.0,7.9,Very good,98.0,John F. Kennedy International Airport,22.6,False,True,False,1,1,2025-03-09
Hotel Edison,219.0,219.0,4.0,7.8,Very good,12865.0,Times Square,0.0,False,False,True,1,1,2025-03-09
Americana Inn,144.0,144.0,2.0,7.7,Very good,456.0,Times Square,0.0,False,True,False,1,1,2025-03-09
hotel365,130.0,565.0,5.0,8.0,Excellent,419.0,Bronx,6.7,False,False,False,1,1,2025-03-09
Hotel Le Bleu,132.0,506.0,3.0,7.8,Very good,308.0,Brooklyn,7.0,False,True,False,1,1,2025-03-09
TRYP by Wyndham New York City Times Square / Midtown,151.0,551.0,5.0,7.8,Very good,1526.0,Times Square,0.0,False,False,True,1,1,2025-03-09
City Club Hotel,235.0,392.0,4.0,7.9,Very good,897.0,Times Square,0.0,False,False,True,1,1,2025-03-09
"The New Yorker, A Wyndham Hotel",187.0,749.0,4.0,7.8,Very good,14729.0,Times Square,0.0,False,True,False,1,1,2025-03-09
Pod 51,174.0,174.0,3.0,8.0,Excellent,12226.0,Midtown East,0.0,False,False,False,1,1,2025-03-09
,,,,,,,,0.0,False,True,False,1,1,2025-03-09
The Parc Hotel,117.0,313.0,5.0,7.9,Very good,236.0,LaGuardia Airport,10.4,False,False,True,1,1,2025-03-09
Essence hotel,127.0,509.0,5.0,7.4,Very good,16.0,Brooklyn,6.3,False,True,False,1,1,2025-03-09
Westgate New York Grand Central,305.0,305.0,4.0,8.1,Excellent,190.0,Midtown East,0.0,False,True,False,1,1,2025-03-09
Royalton New York,222.0,887.0,4.0,8.2,Excellent,493.0,Times Square,0.0,False,True,False,1,1,2025-03-09
Hotel Mint JFK Airport,95.0,230.0,3.0,5.5,Review score,538.0,John F. Kennedy International Airport,23.5,False,True,False,1,1,2025-03-09
Quality Inn JFK Airport Rockaway Blvd,140.0,338.0,2.0,5.8,Review score,258.0,John F. Kennedy International Airport,17.7,False,True,True,1,1,2025-03-09
Carnegie Hotel,289.0,536.0,4.0,8.8,Excellent,2656.0,Midtown West,0.0,False,True,True,1,1,2025-03-09
Voyage Hotel,89.0,221.0,2.0,5.3,Review score,400.0,Long Island City,1.5,False,True,False,1,1,2025-03-09
Ink 48 Hotel,327.0,581.0,5.0,8.0,Excellent,388.0,Midtown West,0.0,False,True,False,1,1,2025-03-09
Flushing Central Hotel 88,96.0,295.0,2.0,7.8,Very good,377.0,LaGuardia Airport,10.7,False,True,False,1,1,2025-03-09
"EVEN Hotel Brooklyn, an IHG Hotel",268.0,464.0,4.0,8.2,Excellent,277.0,Brooklyn,5.4,False,True,True,1,1,2025-03-09
John Hotel,119.0,119.0,5.0,8.1,Excellent,304.0,LaGuardia Airport,10.5,False,False,True,1,1,2025-03-09
Hudson Yards Hotel,187.0,399.0,2.0,7.4,Very good,16.0,Midtown West,0.0,False,False,False,1,1,2025-03-09
The Wall Street Hotel,524.0,524.0,5.0,9.6,Exceptional,37.0,Financial District,4.4,False,True,False,1,1,2025-03-09
Radio Hotel,117.0,468.0,4.0,8.5,Excellent,56.0,Harlem,9.8,False,True,False,1,1,2025-03-09
Arlo NoMad,280.0,280.0,4.0,8.5,Excellent,2997.0,Gramercy,0.0,False,True,True,1,1,2025-03-09
Central Park West Hostel,132.0,132.0,2.0,5.7,Review score,1219.0,Upper West Side,2.2,False,True,False,1,1,2025-03-09
,,,,,,,,0.0,False,False,False,1,1,2025-03-09
West Side YMCA Hostel,93.0,244.0,2.0,7.4,Very good,1553.0,Upper West Side,0.4,False,False,False,1,1,2025-03-09
Casa Blanca Hotel Brooklyn,116.0,312.0,3.0,7.1,Very good,342.0,Brooklyn,4.3,False,True,False,1,1,2025-03-09
Rockaway Hotel,130.0,199.0,3.0,6.9,Good,218.0,Brooklyn,9.2,False,False,False,1,1,2025-03-09
7 Days Hotel,114.0,209.0,3.0,7.6,Very good,115.0,Bronx,12.2,False,False,False,1,1,2025-03-09
The Brooklyn,175.0,437.0,5.0,6.9,Good,414.0,Brooklyn,6.5,False,True,False,1,1,2025-03-09
Hotel Park Ave,296.0,296.0,5.0,7.9,Very good,1470.0,Gramercy,0.0,False,True,False,1,1,2025-03-09
The FIDI Hotel,179.0,283.0,4.0,8.3,Excellent,1658.0,Financial District,0.0,False,False,False,1,1,2025-03-09
Flushing Hotel,117.0,250.0,2.0,6.2,Good,267.0,LaGuardia Airport,10.7,False,False,False,1,1,2025-03-09
NOMO SOHO Hotel,320.0,557.0,5.0,8.5,Excellent,273.0,Soho,2.7,False,False,False,1,1,2025-03-09
InterContinental New York Barclay Hotel,628.0,914.0,5.0,8.3,Excellent,2589.0,Midtown East,0.0,False,True,True,1,1,2025-03-09
Pestana CR7 Times Square,308.0,308.0,4.0,8.7,Excellent,2909.0,Times Square,0.0,False,True,False,1,1,2025-03-09
Arlo SoHo,210.0,339.0,4.0,8.5,Excellent,314.0,Soho,2.5,False,True,True,1,1,2025-03-09
Hilton New York Times Square,351.0,1110.0,4.0,8.0,Excellent,953.0,Times Square,0.0,False,False,True,1,1,2025-03-09
The One Boutique Hotel,97.0,168.0,3.0,7.3,Very good,1128.0,LaGuardia Airport,11.0,False,True,False,1,1,2025-03-09
Ramada by Wyndham Flushing Queens,129.0,395.0,5.0,7.9,Very good,424.0,LaGuardia Airport,10.6,False,False,True,1,1,2025-03-09
Da Vinci Hotel,130.0,130.0,3.0,8.2,Excellent,352.0,Midtown West,0.0,False,True,False,1,1,2025-03-09
Motto by Hilton New York City Times Square,262.0,806.0,3.0,8.4,Excellent,2093.0,Times Square,0.0,True,False,False,1,1,2025-03-09
Hilton Garden Inn NYC Financial Center/Manhattan Downtown,324.0,653.0,4.0,8.5,Excellent,5571.0,Financial District,4.8,True,True,True,1,1,2025-03-09
DoubleTree by Hilton Hotel New York Times Square West,177.0,689.0,4.0,7.4,Very good,13213.0,Times Square,0.0,False,False,True,1,1,2025-03-09
Hyatt Place New York City / Times Square,249.0,249.0,4.0,8.2,Excellent,378.0,Times Square,0.0,False,False,True,1,1,2025-03-09
Warwick New York Hotel,356.0,619.0,5.0,8.4,Excellent,8031.0,Midtown West,0.0,False,False,False,1,1,2025-03-09
Hilton Garden Inn Queens JFK Airport,232.0,641.0,3.0,7.5,Very good,108.0,John F. Kennedy International Airport,16.0,True,False,True,1,1,2025-03-09
The Shelburne Sonesta New York​,350.0,681.0,4.0,8.4,Excellent,3129.0,Midtown East,0.0,False,False,False,1,1,2025-03-09
"Insignia Hotel Brooklyn, Ascend Hotel Collection",174.0,698.0,5.0,8.4,Excellent,276.0,Brooklyn,11.6,False,False,True,1,1,2025-03-09
Holiday Inn New York City - Times Square,174.0,635.0,5.0,8.1,Excellent,860.0,Times Square,0.0,False,False,True,1,1,2025-03-09
Holiday Inn Express Manhattan Midtown West,167.0,167.0,3.0,7.9,Very good,196.0,Midtown West,0.0,False,True,False,1,1,2025-03-09
Marco LaGuardia Hotel & Suites,123.0,329.0,5.0,8.6,Excellent,1314.0,LaGuardia Airport,10.8,False,False,True,1,1,2025-03-09
Hyatt Grand Central New York,461.0,461.0,4.0,7.8,Very good,5143.0,Midtown East,0.0,False,True,True,1,1,2025-03-09
"Ravel Hotel, A Trademark Collection Hotel",137.0,547.0,4.0,7.8,Very good,3409.0,Long Island City,0.9,False,False,False,1,1,2025-03-09
NY Moore Hostel,174.0,174.0,2.0,8.3,Excellent,3059.0,Brooklyn,4.5,False,True,False,1,1,2025-03-09
Pod 39,192.0,192.0,3.0,8.5,Excellent,711.0,Midtown East,0.0,False,False,False,1,1,2025-03-09
JG Sohotel,208.0,603.0,2.0,8.2,Excellent,173.0,Soho,2.8,False,True,False,1,1,2025-03-09
OYO Times Square,188.0,751.0,4.0,7.5,Very good,463.0,Times Square,0.0,False,True,False,1,1,2025-03-09
The William Vale,548.0,763.0,5.0,8.8,Excellent,182.0,Brooklyn,1.9,False,True,False,1,1,2025-03-09
Fairfield Inn New York JFK Airport,232.0,515.0,3.0,8.3,Excellent,109.0,John F. Kennedy International Airport,17.9,False,False,True,1,1,2025-03-09
Five Towns Inn,174.0,219.0,2.0,8.1,Excellent,701.0,John F. Kennedy International Airport,22.7,False,True,True,1,1,2025-03-09
Floral Park Motor Lodge - Adults Only,180.0,287.0,2.0,7.8,Very good,453.0,John F. Kennedy International Airport,21.1,False,True,False,1,1,2025-03-09
The Queens Hotel,129.0,172.0,3.0,7.7,Very good,448.0,LaGuardia Airport,5.3,False,False,False,1,1,2025-03-09
Days Inn by Wyndham Staten Island,138.0,315.0,2.0,7.9,Very good,29.0,Staten Island,16.1,False,False,True,1,1,2025-03-09
Ly New York Hotel,110.0,279.0,5.0,8.4,Excellent,693.0,LaGuardia Airport,10.3,False,False,False,1,1,2025-03-09
Hotel Hugo SoHo,314.0,774.0,5.0,8.4,Excellent,151.0,Soho,2.3,False,True,False,1,1,2025-03-09
DoubleTree by Hilton New York Downtown,220.0,784.0,4.0,7.8,Very good,499.0,Financial District,4.7,True,False,True,1,1,2025-03-09
The Muse New York,287.0,287.0,5.0,8.8,Excellent,395.0,Times Square,0.0,False,True,False,1,1,2025-03-09
Red Roof PLUS+ Long Island - Garden City,145.0,520.0,5.0,7.6,Very good,461.0,John F. Kennedy International Airport,30.0,False,True,False,1,1,2025-03-09
KAMA CENTRAL PARK,65.0,65.0,1.0,7.9,Very good,3982.0,Upper West Side,3.7,False,True,False,1,1,2025-03-09
Sheraton Brooklyn New York Hotel,152.0,606.0,4.0,7.7,Very good,3692.0,Brooklyn,5.0,False,False,False,1,1,2025-03-09
Hotel Mirage Brooklyn,128.0,329.0,3.0,7.1,Very good,196.0,Brooklyn,6.8,False,True,False,1,1,2025-03-09
Knights Inn Brooklyn Sunset Park,98.0,441.0,2.0,7.1,Very good,249.0,Brooklyn,10.1,False,False,False,1,1,2025-03-09
Arlo Midtown,285.0,886.0,4.0,8.7,Excellent,6786.0,Times Square,0.0,False,True,True,1,1,2025-03-09
Extended Stay America Suites - New York City - LaGuardia Airport,143.0,430.0,5.0,7.9,Very good,117.0,LaGuardia Airport,11.6,False,False,True,1,1,2025-03-09
Holiday Inn Express Long Island City E New York,152.0,436.0,5.0,8.9,Excellent,3.0,Long Island City,2.1,True,False,True,1,1,2025-03-09
Residence Inn New York Queens,186.0,656.0,3.0,7.9,Very good,375.0,Long Island City,1.2,False,False,True,1,1,2025-03-09
The Luxury Collection Hotel Manhattan Midtown,777.0,1902.0,5.0,8.2,Excellent,621.0,Midtown West,0.0,False,False,False,1,1,2025-03-09
Aloft New York Brooklyn,129.0,514.0,3.0,8.2,Excellent,145.0,Brooklyn,5.0,False,False,True,1,1,2025-03-09
Park Central Hotel,247.0,247.0,4.0,7.7,Very good,8858.0,Midtown West,0.0,False,True,False,1,1,2025-03-09
Moxy NYC East Village,377.0,955.0,4.0,8.4,Excellent,2082.0,Lower East Side,1.1,False,False,False,1,1,2025-03-09
Feather Factory Hotel,127.0,179.0,3.0,8.1,Excellent,2587.0,LaGuardia Airport,2.0,False,True,True,1,1,2025-03-09
Shoreham Hotel,158.0,158.0,4.0,7.9,Very good,773.0,Midtown West,0.0,False,True,False,1,1,2025-03-09
Hotel Hendricks,249.0,995.0,4.0,8.2,Excellent,179.0,Times Square,0.0,False,True,False,1,1,2025-03-09
Hilton Garden Inn New York/Times Square Central,358.0,771.0,3.0,8.1,Excellent,2402.0,Times Square,0.0,False,False,True,1,1,2025-03-09
Comfort Inn JFK Airport,199.0,448.0,5.0,7.6,Very good,4504.0,John F. Kennedy International Airport,16.0,False,False,True,1,1,2025-03-09
Four Points by Sheraton New York Downtown,197.0,790.0,5.0,8.1,Excellent,2374.0,Financial District,4.2,True,False,True,1,1,2025-03-09
Sky Hotel Flushing/Laguardia Airport,104.0,347.0,4.0,6.5,Good,46.0,LaGuardia Airport,10.5,True,True,False,1,1,2025-03-09
The Solita Soho Hotel,134.0,396.0,3.0,7.9,Very good,1426.0,Chinatown,2.6,False,False,False,1,1,2025-03-09
Holiday Inn Lower East Side,152.0,152.0,4.0,8.1,Excellent,1874.0,Lower East Side,2.2,False,True,False,1,1,2025-03-09
Wingate by Wyndham New York Midtown South/5th Ave,253.0,724.0,5.0,8.6,Excellent,2813.0,Times Square,0.0,False,False,True,1,1,2025-03-09
Freehand New York,256.0,508.0,4.0,8.2,Excellent,2552.0,Gramercy,0.0,False,True,False,1,1,2025-03-09
Holiday Inn Express Maspeth Hotel,180.0,453.0,5.0,8.7,Excellent,69.0,Queens,5.6,False,False,True,1,1,2025-03-09
The Westin New York Grand Central,576.0,1460.0,5.0,8.5,Excellent,1692.0,Midtown East,0.0,True,True,False,1,1,2025-03-09
Super 8 By Wyndham Long Island City Lga Hotel,133.0,381.0,2.0,6.6,Good,54.0,LaGuardia Airport,2.3,False,False,True,1,1,2025-03-09
Aiden by Best Western Long Island City New York,141.0,449.0,5.0,7.5,Very good,327.0,Long Island City,1.3,False,False,False,1,1,2025-03-09
Quality Inn JFK Airport Rockaway Blvd,140.0,259.0,2.0,6.9,Good,45.0,John F. Kennedy International Airport,17.7,False,False,True,1,1,2025-03-09
TownePlace Suites by Marriott New York Long Island City/Manhattan View,142.0,568.0,3.0,8.4,Excellent,82.0,Long Island City,1.3,True,False,True,1,1,2025-03-09
Nap York Central Park Sleep Station,107.0,107.0,1.0,8.5,Excellent,454.0,Midtown West,0.0,False,True,False,1,1,2025-03-09
Marriott New York JFK Airport,335.0,636.0,5.0,8.4,Excellent,1007.0,John F. Kennedy International Airport,16.6,False,False,True,1,1,2025-03-09
Fairfield Inn by Marriott New York Manhattan/Financial District,140.0,560.0,3.0,8.0,Excellent,3895.0,Financial District,4.2,False,False,True,1,1,2025-03-09
Truss Hotel Times Square,188.0,220.0,4.0,8.1,Excellent,169.0,Times Square,0.0,False,True,False,1,1,2025-03-09
"Avion Inn Near LGA Airport, Ascend Hotel Collection",139.0,427.0,5.0,7.6,Very good,277.0,LaGuardia Airport,6.1,False,True,True,1,1,2025-03-09
New York Hilton Midtown Hotel,421.0,915.0,4.0,7.9,Very good,944.0,Midtown West,0.0,False,True,True,1,1,2025-03-09
BKWAY Hotel near JFK Airport,100.0,150.0,3.0,,,,Brooklyn,10.1,False,True,False,1,1,2025-03-09
Hotel 27 by LuxUrban,185.0,662.0,3.0,7.5,Very good,1388.0,Gramercy,0.0,False,True,False,1,1,2025-03-09
Holiday Inn Brooklyn Downtown,140.0,698.0,5.0,7.7,Very good,5110.0,Brooklyn,5.4,False,False,True,1,1,2025-03-09
Ace Hotel Brooklyn,410.0,410.0,4.0,8.8,Excellent,2010.0,Brooklyn,0.0,False,False,False,1,1,2025-03-09
Ramada by Wyndham Bronx,171.0,506.0,3.0,8.0,Excellent,1462.0,Bronx,17.2,False,False,True,1,1,2025-03-09
The Wall Street Inn,124.0,548.0,3.0,8.7,Excellent,299.0,Financial District,4.5,False,False,True,1,1,2025-03-09
Madison LES Hotel,191.0,191.0,3.0,8.0,Excellent,452.0,Chinatown,3.1,False,True,False,1,1,2025-03-09
SoHo 54,232.0,232.0,3.0,7.9,Very good,4327.0,Soho,2.5,False,False,False,1,1,2025-03-09
Fitzpatrick Grand Central,282.0,627.0,4.0,8.7,Excellent,915.0,Midtown East,0.0,False,False,False,1,1,2025-03-09
Global Luxury Suites at The Arches,201.0,325.0,4.0,6.9,Good,29.0,Bronx,6.1,False,True,False,1,1,2025-03-09
The Hotel @ Fifth Avenue,181.0,403.0,5.0,8.1,Excellent,4518.0,Gramercy,0.0,False,True,False,1,1,2025-03-09
Holiday Inn Express NYC Brooklyn - Sunset Park,140.0,516.0,5.0,8.4,Excellent,176.0,Brooklyn,10.1,False,False,True,1,1,2025-03-09
414 Hotel,158.0,158.0,2.0,6.9,Good,14.0,Times Square,0.0,False,True,False,1,1,2025-03-09
Renaissance New York Harlem Hotel,199.0,813.0,4.0,8.3,Excellent,30.0,Harlem,5.4,False,False,False,1,1,2025-03-09
Pod Brooklyn,163.0,163.0,3.0,8.8,Excellent,744.0,Brooklyn,2.5,False,False,False,1,1,2025-03-09
Arthouse Hotel,224.0,897.0,4.0,8.4,Excellent,245.0,Upper West Side,1.4,False,True,True,1,1,2025-03-09
Wingate by Wyndham Long Island City,148.0,363.0,5.0,8.3,Excellent,2706.0,Long Island City,1.3,False,False,True,1,1,2025-03-09
Tempo by Hilton New York Times Square,382.0,1006.0,4.0,8.6,Excellent,1212.0,Times Square,0.0,False,True,True,1,1,2025-03-09
Bay Ridge ApartHotel,155.0,390.0,2.0,7.1,Very good,313.0,Brooklyn,13.9,False,True,False,1,1,2025-03-09
"Staypineapple, An Artful Hotel, Midtown",232.0,633.0,3.0,8.7,Excellent,2049.0,Times Square,0.0,False,False,False,1,1,2025-03-09
Hotel Indigo: Flushing - LaGuardia,152.0,550.0,5.0,8.1,Excellent,809.0,LaGuardia Airport,10.6,False,False,True,1,1,2025-03-09
Adria Hotel and Conference Center,149.0,382.0,3.0,8.1,Excellent,198.0,LaGuardia Airport,16.8,False,False,True,1,1,2025-03-09
"The Bernic Hotel New York City,Tapestry Collection by Hilton",327.0,327.0,4.0,8.5,Excellent,43.0,Midtown East,0.0,False,True,False,1,1,2025-03-09
45 Times Square Hotel,288.0,506.0,5.0,8.5,Excellent,3175.0,Times Square,0.0,False,True,False,1,1,2025-03-09
Embassy Suites by Hilton New York Manhattan Times Square,285.0,821.0,4.0,8.1,Excellent,418.0,Times Square,0.0,False,False,True,1,1,2025-03-09
The Dominick Hotel,742.0,742.0,5.0,8.6,Excellent,1074.0,Soho,2.3,False,True,True,1,1,2025-03-09
LIC Hotel,130.0,130.0,3.0,8.6,Excellent,366.0,Long Island City,1.4,False,True,True,1,1,2025-03-09
Hampton Inn Manhattan/Times Square Central,243.0,884.0,5.0,8.7,Excellent,756.0,Times Square,0.0,False,False,True,1,1,2025-03-09
Even Hotel New York - Midtown East,324.0,749.0,4.0,8.6,Excellent,186.0,Midtown East,0.0,False,True,True,1,1,2025-03-09
Ramada by Wyndham Rockville Centre,147.0,330.0,5.0,7.4,Very good,264.0,John F. Kennedy International Airport,30.5,False,True,True,1,1,2025-03-09
Conrad New York Downtown,555.0,1077.0,5.0,9.1,Exceptional,1796.0,Financial District,3.8,False,False,True,1,1,2025-03-09
Hampton Inn by Hilton New York Times Square,289.0,289.0,5.0,8.0,Excellent,2645.0,Times Square,0.0,False,True,False,1,1,2025-03-09
U.S. Pacific Hotel,129.0,129.0,1.0,6.6,Good,198.0,Chinatown,2.7,False,True,False,1,1,2025-03-09
"Red Roof PLUS+ Jamaica, NY - JFK Airport",131.0,321.0,5.0,7.8,Very good,21.0,John F. Kennedy International Airport,14.7,False,False,False,1,1,2025-03-09
Millennium Hotel Broadway Times Square,243.0,695.0,4.0,7.7,Very good,429.0,Times Square,0.0,False,False,False,1,1,2025-03-09
Hotel 32 32,187.0,394.0,4.0,7.4,Very good,79.0,Gramercy,0.0,False,True,False,1,1,2025-03-09
SpringHill Suites by Marriott New York Queens,155.0,542.0,5.0,8.0,Excellent,55.0,Long Island City,1.2,False,True,True,1,1,2025-03-09
Courtyard New York JFK Airport,301.0,519.0,3.0,8.0,Excellent,2092.0,John F. Kennedy International Airport,16.8,False,False,True,1,1,2025-03-09
Renaissance New York Flushing Hotel at Tangram,243.0,702.0,4.0,8.5,Excellent,30.0,LaGuardia Airport,10.5,False,False,True,1,1,2025-03-09
The Essence Hotel at JFK,157.0,281.0,3.0,6.4,Good,103.0,John F. Kennedy International Airport,14.5,False,False,True,1,1,2025-03-09
Hudson River Hotel,319.0,450.0,5.0,7.0,Very good,411.0,Times Square,0.0,False,False,False,1,1,2025-03-09
"The Algonquin Hotel Times Square, Autograph Collection",489.0,489.0,4.0,8.9,Excellent,7.0,Times Square,0.0,False,True,False,1,1,2025-03-09
Aura Hotel Times Square,301.0,444.0,4.0,7.8,Very good,443.0,Times Square,0.0,False,True,True,1,1,2025-03-09
Hotel Indigo Lower East Side,239.0,978.0,5.0,8.1,Excellent,187.0,Lower East Side,2.0,False,False,True,1,1,2025-03-09
Arlo Williamsburg,321.0,760.0,4.0,8.1,Excellent,116.0,Brooklyn,1.9,False,True,True,1,1,2025-03-09
Residence Inn By Marriott New York Jfk Airport,324.0,352.0,3.0,8.7,Excellent,815.0,John F. Kennedy International Airport,16.6,False,False,True,1,1,2025-03-09
NU Hotel,142.0,675.0,5.0,8.6,Excellent,251.0,Brooklyn,5.3,False,False,True,1,1,2025-03-09
Hotel 57 by LuxUrban,221.0,714.0,4.0,7.7,Very good,207.0,Midtown East,0.0,False,True,False,1,1,2025-03-09
Trump International Hotel and Tower New York,688.0,1018.0,5.0,8.9,Excellent,1240.0,Upper West Side,0.0,False,False,False,1,1,2025-03-09
The Tillary Hotel,173.0,468.0,4.0,7.6,Very good,189.0,Brooklyn,4.4,False,True,False,1,1,2025-03-09
The Standard - East Village,484.0,566.0,4.0,8.6,Excellent,55.0,Lower East Side,1.5,False,True,True,1,1,2025-03-09
Morris Guest House - Adults Only,112.0,376.0,3.0,6.8,Good,276.0,Bronx,11.1,False,True,False,1,1,2025-03-09
Kimpton Hotel Eventi,366.0,1198.0,4.0,8.6,Excellent,1168.0,Chelsea,0.0,False,True,False,1,1,2025-03-09
Laguardia Plaza Hotel,197.0,607.0,4.0,8.2,Excellent,60.0,LaGuardia Airport,7.8,True,False,True,1,1,2025-03-09
RIU Plaza Manhattan Times Square,272.0,840.0,4.0,8.9,Excellent,195.0,Times Square,0.0,False,True,True,1,1,2025-03-09
Moxy Brooklyn Williamsburg,245.0,854.0,4.0,8.8,Excellent,12.0,Brooklyn,2.8,False,False,True,1,1,2025-03-09
The Chelsean New York,156.0,625.0,3.0,7.4,Very good,28.0,Chelsea,0.0,False,True,False,1,1,2025-03-09
Hampton Inn NY-JFK,235.0,574.0,5.0,7.8,Very good,5827.0,John F. Kennedy International Airport,16.7,False,True,True,1,2,2025-03-09
YOTEL New York Times Square,183.0,1039.0,4.0,8.0,Excellent,836.0,Times Square,0.0,False,True,True,1,2,2025-03-09
Hyatt Herald Square New York,436.0,436.0,4.0,8.3,Excellent,1603.0,Gramercy,0.0,False,True,True,1,2,2025-03-09
INNSiDE by Meliá New York Nomad,414.0,889.0,5.0,8.6,Excellent,1065.0,Chelsea,0.0,False,True,True,1,2,2025-03-09
SpringHill Suites by Marriott New York Midtown Manhattan/Fifth Avenue,519.0,637.0,5.0,8.7,Excellent,15.0,Times Square,0.0,False,True,True,1,2,2025-03-09
Hard Rock Hotel New York,528.0,943.0,4.0,8.9,Excellent,427.0,Times Square,0.0,False,True,True,1,2,2025-03-09
Thompson Central Park New York By Hyatt,848.0,848.0,5.0,8.4,Excellent,1621.0,Midtown West,0.0,False,True,True,1,2,2025-03-09
W New York – Union Square,823.0,1101.0,5.0,8.4,Excellent,367.0,Gramercy,0.5,False,True,False,1,2,2025-03-09
The Knickerbocker Hotel,798.0,1543.0,5.0,8.7,Excellent,2822.0,Times Square,0.0,False,True,False,1,2,2025-03-09
Phoenix Hotel Brooklyn Sunset Park,99.0,395.0,5.0,6.1,Good,190.0,Brooklyn,9.7,False,True,False,1,2,2025-03-09
Hilton Garden Inn New York/Times Square Central,481.0,897.0,3.0,8.1,Excellent,2402.0,Times Square,0.0,False,True,True,1,2,2025-03-09
The Westin New York at Times Square,531.0,531.0,5.0,8.4,Excellent,2829.0,Times Square,0.0,False,True,False,1,2,2025-03-09
La Quinta Inn & Suites by Wyndham New York City Central Park,252.0,666.0,5.0,7.0,Very good,5096.0,Upper West Side,0.9,False,True,True,1,2,2025-03-09
Hotel Hayden,263.0,541.0,4.0,7.5,Very good,3877.0,Chelsea,0.0,False,True,False,1,2,2025-03-09
