name,original_price,discounted_price,discount,review_score,review_title,number_of_reviews,star_rating,is_apartment,neighborhood,kms_from_centre,location_score,bed_type,room_type,breakfast_included,free_cancellation,prepayment_needed,time_to_travel,length_of_stay,snapshot_date
The FIDI Hotel,186,186,False,8.1,Very good,"1,489",4.0,False,"Manhattan, New York",7.6,,1 large double bed,Standard Queen,False,False,True,1,1,2025-03-09
Holiday Inn Manhattan 6th Ave - Chelsea by IHG,186,186,False,7.7,Good,"2,853",4.0,False,"Chelsea, New York",2.7,,1 extra-large double bed,Standard King Room with City View,False,False,True,1,1,2025-03-09
Element Times Square West,234,234,False,8.0,Very good,"7,647",4.0,False,"Hell's Kitchen, New York",,,1 extra-large double bed,"Guest Room, 1 King",True,False,True,1,1,2025-03-09
Executive Hotel Le Soleil New York,292,292,False,8.7,Fabulous,"4,587",4.0,False,"Manhattan, New York",2.0,9.5,1 large double bed,Executive Queen Room,False,False,True,1,1,2025-03-09
Romer Hell's Kitchen,332,332,False,8.6,Fabulous,"2,557",4.0,False,"Hell's Kitchen, New York",,9.5,2 large double beds,Premier Two Queen Beds Hearing Accessible,False,False,True,1,1,2025-03-09
Homewood Suites Midtown Manhattan Times Square South,234,234,False,8.3,Very good,"4,422",3.0,False,"Hell's Kitchen, New York",,,1 extra-large double bed,Efficiency King Studio with Sofa Bed,True,False,True,1,1,2025-03-09
Hotel Hayden New York,194,194,False,7.1,Good,"3,177",4.0,False,"Chelsea, New York",2.5,,1 extra-large double bed,Superior King Room,False,False,True,1,1,2025-03-09
Freehand New York,262,262,False,8.0,Very good,"2,276",4.0,False,"Gramercy, New York",3.1,9.3,"2 beds (1 bunk bed, 1 large double)",Three's Company,False,False,True,1,1,2025-03-09
Courtyard by Marriott Times Square West,243,243,False,8.4,Very good,"3,080",3.0,False,"Hell's Kitchen, New York",,,1 extra-large double bed,King Room with Roll-in Shower - Mobility and Hearing Accessible,False,False,True,1,1,2025-03-09
Courtyard New York Downtown Manhattan/Financial District,197,197,False,7.8,Good,"2,238",3.0,False,"Manhattan, New York",7.1,,2 double beds,"Guest room, 2 Double, City view",False,False,True,1,1,2025-03-09
The Ridge,181,181,False,7.6,Good,"1,371",3.0,False,"Lower East Side, New York",5.1,,1 double bed,Standard Double Room,False,False,True,1,1,2025-03-09
Hyatt Place New York City - Times Square,249,249,False,7.8,Good,"21,766",4.0,False,"Hell's Kitchen, New York",,,"2 beds (1 extra-large double, 1 sofa bed)",King Room with Sofa Bed - High Floor,True,False,True,1,1,2025-03-09
Kimpton Theta New York - Times Square by IHG,303,303,False,8.2,Very good,"1,586",5.0,False,"Manhattan, New York",,,1 extra-large double bed,Essential King Room,False,False,True,1,1,2025-03-09
Hotel 57 by LuxUrban,192,192,False,7.0,Good,"5,142",4.0,False,"Midtown East, New York",,,1 double bed,Double Room - Non-Smoking,False,False,True,1,1,2025-03-09
voco Times Square South New York by IHG,226,226,False,8.1,Very good,"3,855",4.0,False,"Hell's Kitchen, New York",,,1 double bed,Standard Double Room,False,False,True,1,1,2025-03-09
SpringHill Suites by Marriott New York Manhattan/Times Square South,243,243,False,8.2,Very good,"7,772",4.0,False,"Hell's Kitchen, New York",,,1 large double bed,Queen Room - Non-Smoking,True,False,True,1,1,2025-03-09
The Flat NYC,193,165,True,7.9,Good,"2,518",3.0,False,"Flatiron District, New York",2.9,9.5,2 bunk beds,Double Room with Shared Bathroom,False,False,True,1,1,2025-03-09
"Hotel Shocard Broadway, Times Square",158,158,False,7.0,Good,"2,780",3.0,False,"Manhattan, New York",,9.3,1 double bed,Standard Double Room,False,False,True,1,1,2025-03-09
Best Western Premier Herald Square,196,196,False,7.9,Good,657,3.0,False,"Manhattan, New York",2.0,,1 extra-large double bed,King Room - Non-Smoking,False,False,True,1,1,2025-03-09
Aloft New York Chelsea,232,232,False,8.3,Very good,198,4.0,False,"Chelsea, New York",2.5,,1 extra-large double bed,King Room,False,False,True,1,1,2025-03-09
Holiday Inn Express New York City Chelsea by IHG,226,226,False,7.8,Good,"3,605",3.0,False,"Chelsea, New York",2.4,,1 double bed,Standard Room,True,False,True,1,1,2025-03-09
Life Hotel New York,211,211,False,8.0,Very good,844,4.0,False,"NoMad, New York",2.4,9.5,1 extra-large double bed,Standard King Room,False,False,True,1,1,2025-03-09
Crowne Plaza HY36 Midtown Manhattan by IHG,226,226,False,8.4,Very good,558,4.0,False,"Hell's Kitchen, New York",,,1 extra-large double bed,King Room - Disability Access/Hearing Accessible,False,False,True,1,1,2025-03-09
Hotel Indigo Lower East Side New York by IHG,239,239,False,7.4,Good,535,4.0,False,"Lower East Side, New York",5.2,,1 large double bed,Premium Queen Room with City View,False,False,True,1,1,2025-03-09
SoHo 54,232,232,False,7.7,Good,"4,019",3.0,False,"SoHo, New York",5.3,,1 extra-large double bed,SoHo King,False,False,True,1,1,2025-03-09
Motto By Hilton New York City Times Square,267,267,False,8.0,Very good,"1,183",3.0,False,"Manhattan, New York",,9.5,1 large double bed,Flex Room with Wall Bed,False,True,False,1,1,2025-03-09
DoubleTree by Hilton New York Downtown,220,220,False,7.5,Good,"3,961",4.0,False,"Manhattan, New York",7.6,,1 double bed,Double Room with Roll in Shower - Hearing Accessible,False,True,False,1,1,2025-03-09
Fairfield Inn & Suites by Marriott New York Manhattan/Central Park,209,209,False,7.9,Good,"1,185",3.0,False,"Hell's Kitchen, New York",,,1 extra-large double bed,King Room,True,False,True,1,1,2025-03-09
Nolitan Hotel SoHo - New York,279,279,False,7.8,Good,"1,520",4.0,False,"SoHo, New York",5.4,,1 large double bed,Deluxe Queen Room,False,False,True,1,1,2025-03-09
Cambria Hotel New York - Chelsea,198,198,False,8.0,Very good,"3,982",4.0,False,"Chelsea, New York",2.5,,1 extra-large double bed,King Room - Disability Access,False,False,True,1,1,2025-03-09
Kimpton Hotel Eventi by IHG,358,358,False,8.5,Very good,481,5.0,False,"Chelsea, New York",2.4,,1 extra-large double bed,Essential Room,False,False,True,1,1,2025-03-09
Renaissance New York Harlem Hotel,203,203,False,7.9,Good,"1,125",3.0,False,"Harlem, New York",5.4,,1 extra-large double bed,King Room,False,False,True,1,1,2025-03-09
Holiday Inn New York City - Times Square by IHG,174,174,False,7.9,Good,"1,998",3.0,False,"Hell's Kitchen, New York",,,1 extra-large double bed,Standard King Room with Roll-In Shower - Communications Access,False,False,True,1,1,2025-03-09
70 Park Avenue Hotel,318,318,False,8.3,Very good,"2,331",4.0,False,"Murray Hill, New York",,9.5,1 large double bed,Essential Queen Room,False,False,True,1,1,2025-03-09
The Pearl Hotel,243,243,False,8.7,Fabulous,"2,142",4.0,False,"Manhattan, New York",,9.7,1 large double bed,Superior Queen Room,True,False,True,1,1,2025-03-09
Hotel Lucerne,220,220,False,8.5,Very good,"2,178",4.0,False,"Upper West Side, New York",1.7,9.5,1 large double bed,Deluxe Queen Room,False,False,True,1,1,2025-03-09
Virgin Hotels New York City,386,386,False,8.3,Very good,"1,430",4.0,False,"NoMad, New York",2.5,,1 extra-large double bed,Chamber King,False,False,True,1,1,2025-03-09
MOXY NYC Times Square,324,281,True,8.1,Very good,"5,799",4.0,False,"Manhattan, New York",1.9,9.4,1 double bed,Double Room,True,False,True,1,1,2025-03-09
Hotel St. James,230,230,False,8.1,Very good,"3,243",2.0,False,"Manhattan, New York",,9.7,1 large double bed,One Queen Bed Room,False,False,True,1,1,2025-03-09
DoubleTree by Hilton Hotel New York City - Chelsea,255,255,False,7.2,Good,"3,755",4.0,False,"Chelsea, New York",2.5,,1 extra-large double bed,King Room - Non-Smoking,False,True,False,1,1,2025-03-09
"Hotel 50 Bowery, part of JdV by Hyatt",255,255,False,8.6,Fabulous,955,4.0,False,"Chinatown, New York",5.9,,1 extra-large double bed,King Room,False,False,True,1,1,2025-03-09
Sixty LES,311,311,False,7.7,Good,844,4.0,False,"Lower East Side, New York",5.2,,1 large double bed,Queen Studio,False,False,True,1,1,2025-03-09
Madison LES Hotel,186,162,True,7.3,Good,"1,639",3.0,False,"Lower East Side, New York",6.3,,1 large double bed,Standard Queen Room,False,False,True,1,1,2025-03-09
Warwick New York,318,318,False,8.2,Very good,"6,602",4.0,False,"Manhattan, New York",,9.6,1 extra-large double bed,Premier City View King Bed,False,False,True,1,1,2025-03-09
"33 Hotel, New York City, Seaport",620,620,False,8.8,Fabulous,677,5.0,False,"Manhattan, New York",6.9,9.3,2 large double beds,Deluxe Front Street Two Queens,False,False,True,1,1,2025-03-09
City Club Hotel,238,238,False,7.3,Good,"2,554",4.0,False,"Manhattan, New York",,,1 double bed,Petite Room,False,False,True,1,1,2025-03-09
Pod 39,197,197,False,8.3,Very good,"12,845",3.0,False,"Murray Hill, New York",,9.5,2 single beds,Twin Pod,False,False,True,1,1,2025-03-09
Fairfield Inn & Suites New York Manhattan/Downtown East,226,226,False,8.3,Very good,"1,268",3.0,False,"Chinatown, New York",6.2,,1 extra-large double bed,King Room,True,False,True,1,1,2025-03-09
"Club Quarters Hotel World Trade Center, New York",608,608,False,8.3,Very good,"4,121",4.0,False,"Manhattan, New York",7.0,9.4,1 large double bed,Standard Queen Room,False,False,False,1,2,2025-03-09
Holiday Inn Wall Street by IHG,464,337,True,7.3,Good,"1,090",3.0,False,"Manhattan, New York",7.0,,1 double bed,Standard Room,False,False,False,1,2,2025-03-09
Roxy Hotel New York,1118,1016,True,8.6,Fabulous,"1,151",4.0,False,"Tribeca, New York",5.8,9.3,1 extra-large double bed,Deluxe King Room,False,False,True,1,2,2025-03-09
The Belvedere Hotel,410,357,True,7.9,Good,"5,893",3.0,False,"Hell's Kitchen, New York",,9.4,1 extra-large double bed,Standard King Room,False,False,True,1,2,2025-03-09
citizenM New York Bowery,530,452,True,8.7,Fabulous,"3,290",4.0,False,"Lower East Side, New York",5.4,,1 extra-large double bed,King Room,False,False,True,1,2,2025-03-09
"The New Yorker, A Wyndham Hotel",378,378,False,7.7,Good,"15,579",4.0,False,"Hell's Kitchen, New York",,9.4,1 large double bed,Standard Queen Room,False,False,True,1,2,2025-03-09
Riverside Tower Hotel,337,337,False,8.5,Very good,"2,497",2.0,False,"Upper West Side, New York",1.9,,1 double bed,Park View Double,False,False,False,1,2,2025-03-09
The Manhattan at Times Square,370,370,False,5.5,Review score,"7,619",4.0,False,"Manhattan, New York",,,,Standard Room,False,False,True,1,2,2025-03-09
Hotel Lucerne,521,470,True,8.5,Very good,"2,178",4.0,False,"Upper West Side, New York",1.7,9.5,1 large double bed,Deluxe Queen Room,False,False,True,1,2,2025-03-09
The Chelsean New York,429,359,True,7.0,Good,"2,891",3.0,False,"Chelsea, New York",2.8,,2 double beds,Double Room - Disability Access,False,False,True,1,2,2025-03-09
Doubletree By Hilton New York Times Square West,521,521,False,6.8,Review score,"10,996",4.0,False,"Hell's Kitchen, New York",,,1 extra-large double bed,King Bed with City View,False,False,False,1,2,2025-03-09
The Pearl Hotel,624,624,False,8.7,Fabulous,"2,142",4.0,False,"Manhattan, New York",,9.7,1 large double bed,Superior Queen Room,True,False,True,1,2,2025-03-09
Pod Times Square,416,416,False,8.3,Very good,"23,141",3.0,False,"Hell's Kitchen, New York",,9.4,2 single beds,Bunk Pod,False,False,False,1,2,2025-03-09
Hotel Edison Times Square,516,516,False,7.7,Good,"13,152",4.0,False,"Manhattan, New York",,9.4,1 large double bed,Signature 1 Queen Bed,True,False,False,1,2,2025-03-09
"The Mayfair Hotel Times Square, Ascend Hotel Collection",441,441,False,8.6,Fabulous,"2,066",3.0,False,"Manhattan, New York",,9.6,1 double bed,Deluxe Double Room - Non Smoking,False,False,True,1,2,2025-03-09
Wingate by Wyndham New York Midtown South/5th Ave,561,561,False,8.4,Very good,"2,388",3.0,False,"Manhattan, New York",1.9,9.5,1 large double bed,Queen Room - Non-Smoking,True,False,False,1,2,2025-03-09
Park Lane New York,1230,1064,True,7.9,Good,"5,056",5.0,False,"Manhattan, New York",,9.6,1 extra-large double bed,Park Lane King,False,False,False,1,2,2025-03-09
Riu Plaza New York Times Square,1067,789,True,8.6,Fabulous,"7,184",4.0,False,"Hell's Kitchen, New York",,9.5,"3 beds (2 doubles, 1 sofa bed)",Deluxe Family Double Beds,True,False,True,1,2,2025-03-09
Carnegie Hotel,693,693,False,8.6,Fabulous,"2,281",4.0,False,"Manhattan, New York",,9.6,1 large double bed,Superior Queen Room,True,False,True,1,2,2025-03-09
"Hotel Shocard Broadway, Times Square",453,453,False,7.0,Good,"2,780",3.0,False,"Manhattan, New York",,9.3,1 double bed,Standard Double Room,False,False,True,1,2,2025-03-09
Madison LES Hotel,347,347,False,7.3,Good,"1,639",3.0,False,"Lower East Side, New York",6.3,,1 large double bed,Standard Queen Room,False,False,True,1,2,2025-03-09
YOTEL New York Times Square,341,341,False,7.7,Good,"6,417",4.0,False,"Hell's Kitchen, New York",,,1 large double bed,Premium Queen,False,False,True,1,2,2025-03-09
Kimpton Theta New York - Times Square by IHG,732,732,False,8.2,Very good,"1,586",5.0,False,"Manhattan, New York",,,1 extra-large double bed,Essential King Room,False,False,False,1,2,2025-03-09
citizenM New York Times Square,737,627,True,8.7,Fabulous,"3,982",4.0,False,"Manhattan, New York",,9.6,1 extra-large double bed,King Room,False,False,True,1,2,2025-03-09
Virgin Hotels New York City,881,881,False,8.3,Very good,"1,430",4.0,False,"NoMad, New York",2.5,,1 extra-large double bed,Chamber King,False,False,True,1,2,2025-03-09
Holiday Inn Express - Times Square by IHG,573,440,True,6.9,Review score,"2,224",3.0,False,"Hell's Kitchen, New York",,,1 extra-large double bed,Standard Room,True,False,False,1,2,2025-03-09
Sixty LES,611,611,False,7.7,Good,844,4.0,False,"Lower East Side, New York",5.2,,1 large double bed,Queen Studio,False,False,False,1,2,2025-03-09
SoHo 54,464,464,False,7.7,Good,"4,019",3.0,False,"SoHo, New York",5.3,,1 extra-large double bed,SoHo King,False,False,False,1,2,2025-03-09
"U Hotel Fifth Avenue, Empire State Building",488,488,False,7.9,Good,"3,396",3.0,False,"Manhattan, New York",2.1,9.5,1 double bed,Double Room,False,False,True,1,2,2025-03-09
Hotel Indigo Lower East Side New York by IHG,558,558,False,7.4,Good,535,4.0,False,"Lower East Side, New York",5.2,,1 large double bed,Premium Queen Room with City View,False,False,False,1,2,2025-03-09
"Dream Midtown, by Hyatt",565,565,False,7.7,Good,"1,416",4.0,False,"Manhattan, New York",,9.3,1 large double bed,Queen Room - Bronze,False,False,True,1,2,2025-03-09
Nolitan Hotel SoHo - New York,638,638,False,7.8,Good,"1,520",4.0,False,"SoHo, New York",5.4,,1 large double bed,Deluxe Queen Room,False,False,False,1,2,2025-03-09
City Club Hotel,508,508,False,7.3,Good,"2,554",4.0,False,"Manhattan, New York",,,1 large double bed,Queen Luxe Room,True,False,True,1,2,2025-03-09
Motto by Hilton New York City Chelsea,821,821,False,8.5,Very good,"3,178",4.0,False,"Chelsea, New York",2.8,9.4,1 extra-large double bed,King Room,False,False,False,1,2,2025-03-09
Hotel 27 by LuxUrban,398,398,False,7.0,Good,889,3.0,False,"NoMad, New York",2.8,,1 double bed,Standard,False,False,True,1,2,2025-03-09
Leon Hotel LES,449,449,False,8.1,Very good,"2,570",3.0,False,"Chinatown, New York",5.9,,,Studio with Two Double Beds,False,False,False,1,2,2025-03-09
Hyatt House New York/Chelsea,630,630,False,8.5,Very good,"1,798",3.0,False,"Chelsea, New York",2.5,9.5,1 extra-large double bed,Den King Room,True,False,False,1,2,2025-03-09
CIVILIAN Hotel,762,649,True,8.7,Fabulous,"4,826",4.0,False,"Hell's Kitchen, New York",,9.6,1 large double bed,Double Room,False,False,True,1,2,2025-03-09
Lex Hotel NYC,599,599,False,8.3,Very good,"1,525",3.0,False,"Kips Bay, New York",3.0,,1 large double bed,Queen Room,False,False,True,1,2,2025-03-09
M Social Hotel Times Square New York,936,878,True,8.4,Very good,"11,942",4.0,False,"Manhattan, New York",,9.6,1 extra-large double bed,Social Superior Hudson River View King,False,False,False,1,2,2025-03-09
"The Time New York, part of JdV by Hyatt",613,613,False,7.7,Good,"1,762",4.0,False,"Manhattan, New York",,9.3,1 double bed,Double Room,False,False,True,1,2,2025-03-09
DoubleTree by Hilton New York Times Square South,666,666,False,8.2,Very good,"6,507",4.0,False,"Hell's Kitchen, New York",,,1 extra-large double bed,King Room,False,True,False,1,2,2025-03-09
Heritage Hotel New York City,365,365,False,7.4,Good,"3,796",3.0,False,"Flatiron District, New York",2.8,9.4,1 extra-large double bed,King Room - Non-Smoking,False,False,True,1,2,2025-03-09
Romer Hell's Kitchen,923,923,False,8.6,Fabulous,"2,557",4.0,False,"Hell's Kitchen, New York",,9.5,1 extra-large double bed,Deluxe Corner King,False,False,False,1,2,2025-03-09
Courtyard by Marriott Times Square West,687,687,False,8.4,Very good,"3,080",3.0,False,"Hell's Kitchen, New York",,,1 extra-large double bed,King Room with Roll-in Shower - Mobility and Hearing Accessible,False,False,False,1,2,2025-03-09
Archer Hotel New York,862,862,False,8.8,Fabulous,"1,038",4.0,False,"Manhattan, New York",,9.5,1 double bed,Room Type Selected by Hotel,False,False,False,1,2,2025-03-09
The Dominick Hotel,1485,1485,False,8.7,Fabulous,"1,148",5.0,False,"SoHo, New York",5.1,9.4,1 extra-large double bed,Hudson Square King Room,False,False,True,1,2,2025-03-09
Motto By Hilton New York City Times Square,648,648,False,8.0,Very good,"1,183",3.0,False,"Manhattan, New York",,9.5,1 large double bed,Flex Room with Wall Bed,False,True,False,1,2,2025-03-09
Margaritaville Resort Times Square,773,676,True,8.6,Fabulous,"4,017",4.0,False,"Manhattan, New York",,9.5,1 large double bed,Standard Room one queen Bed,False,False,True,1,2,2025-03-09
The FIDI Hotel,466,466,False,8.1,Very good,"1,489",4.0,False,"Manhattan, New York",7.6,,1 large double bed,Superior Corner Queen,False,False,False,1,2,2025-03-09
Executive Hotel Le Soleil New York,709,709,False,8.7,Fabulous,"4,587",4.0,False,"Manhattan, New York",2.0,9.5,1 extra-large double bed,Executive King Room,False,False,True,1,2,2025-03-09
