name,original_price,discounted_price,discount,review_score,review_title,number_of_reviews,star_rating,is_apartment,neighborhood,kms_from_centre,location_score,bed_type,room_type,breakfast_included,free_cancellation,prepayment_needed,time_to_travel,length_of_stay,snapshot_date
"InterContinental New York Times Square, an IHG Hotel",261,261,False,7.9,Good,"1,787",4.0,False,"Hell's Kitchen, New York",1.2,,1 extra-large double bed,Classic King Room - Low Floor,False,True,False,6,1,2025-02-03
Park Central,186,186,False,7.3,Good,"7,465",4.0,False,"Manhattan, New York",,9.4,1 extra-large double bed,Classic King Room,False,True,True,6,1,2025-02-03
Park Lane New York,449,406,True,7.9,Good,"5,019",5.0,False,"Manhattan, New York",0.6,9.6,1 extra-large double bed,Park Lane King,False,False,True,6,1,2025-02-03
Hotel Edison Times Square,220,169,True,7.7,Good,"13,405",4.0,False,"Manhattan, New York",1.0,9.4,1 extra-large double bed,Classic 1 King Bed,True,True,False,6,1,2025-02-03
The Gregorian New York City,230,230,False,8.3,Very good,"1,085",4.0,False,"Manhattan, New York",2.1,9.4,1 double bed,Double Room,False,True,True,6,1,2025-02-03
"Holiday Inn Express - Wall Street, an IHG Hotel",164,164,False,7.8,Good,"1,893",3.0,False,"Manhattan, New York",7.3,,1 extra-large double bed,Superior King Room,True,False,True,6,1,2025-02-03
AC Hotel by Marriott New York Downtown,152,152,False,8.4,Very good,"1,628",4.0,False,"Manhattan, New York",7.2,,2 double beds,Double Room with Two Double Beds - Non-Smoking,False,True,False,6,1,2025-02-03
"voco Times Square South New York, an IHG Hotel",157,157,False,8.1,Very good,"3,806",4.0,False,"Hell's Kitchen, New York",1.8,,1 double bed,Standard Double Room,False,True,False,6,1,2025-02-03
"EVEN Hotel New York - Midtown East, an IHG Hotel",176,176,False,8.1,Very good,"1,308",4.0,False,"Midtown East, New York",2.0,9.3,1 extra-large double bed,Standard King Room,False,False,True,6,1,2025-02-03
Hampton Inn Manhattan-35th St Empire State Bldg,164,164,False,8.2,Very good,"6,699",3.0,False,"Manhattan, New York",2.0,9.6,1 extra-large double bed,King Room - Non-Smoking,True,True,False,6,1,2025-02-03
Hilton Garden Inn New York Times Square North,159,159,False,8.1,Very good,"2,560",3.0,False,"Manhattan, New York",1.3,9.3,1 extra-large double bed,King Room,False,True,False,6,1,2025-02-03
Four Points by Sheraton Manhattan SoHo Village,129,129,False,7.9,Good,890,3.0,False,"SoHo, New York",5.0,,1 extra-large double bed,"Guest Room, 1 King",False,True,False,6,1,2025-02-03
"Kimpton Hotel Eventi, an IHG Hotel",274,274,False,8.4,Very good,506,5.0,False,"Chelsea, New York",2.4,,1 extra-large double bed,Essential Room,False,False,True,6,1,2025-02-03
Moxy NYC Downtown,168,168,False,8.1,Very good,"2,004",4.0,False,"Manhattan, New York",6.7,,1 large double bed,Queen Room,False,False,True,6,1,2025-02-03
Element Times Square West,128,128,False,8.1,Very good,"7,510",4.0,False,"Hell's Kitchen, New York",1.6,,1 extra-large double bed,"Guest Room, 1 King",True,True,False,6,1,2025-02-03
DoubleTree by Hilton New York Times Square South,147,147,False,8.2,Very good,"6,586",4.0,False,"Hell's Kitchen, New York",1.8,,1 extra-large double bed,King Room,False,True,False,6,1,2025-02-03
Pod 39,129,129,False,8.3,Very good,"12,814",3.0,False,"Murray Hill, New York",2.1,9.5,2 single beds,Twin Room,False,False,True,6,1,2025-02-03
"Marriott Vacation Club®, New York City ",168,168,False,8.7,Fabulous,382,4.0,False,"Manhattan, New York",1.9,9.5,1 extra-large double bed,King Room,False,True,False,6,1,2025-02-03
The Allen Hotel,150,150,False,7.9,Good,"1,696",4.0,False,"Lower East Side, New York",5.6,,1 extra-large double bed,King Room with Balcony,False,True,False,6,1,2025-02-03
Riu Plaza Manhattan Times Square,352,264,True,8.6,Fabulous,"13,243",4.0,False,"Manhattan, New York",1.0,9.6,1 extra-large double bed,Deluxe King,True,False,True,6,1,2025-02-03
Renaissance New York Chelsea Hotel,243,243,False,8.1,Very good,"1,199",4.0,False,"Chelsea, New York",2.8,,1 extra-large double bed,"Guest Room, 1 King",False,True,False,6,1,2025-02-03
Moxy NYC Chelsea,222,222,False,8.3,Very good,"3,098",4.0,False,"Chelsea, New York",2.5,9.3,1 extra-large double bed,King Room,False,False,True,6,1,2025-02-03
Moderne Hotel,174,174,False,8.1,Very good,"1,009",4.0,False,"Manhattan, New York",,9.5,1 extra-large double bed,Deluxe Room,False,True,True,6,1,2025-02-03
LUMA Hotel - Times Square,239,239,False,8.9,Fabulous,"4,173",4.0,False,"Manhattan, New York",1.5,9.7,2 large double beds,Urban Room With Two Queen Beds,False,True,False,6,1,2025-02-03
Sixty LES,239,239,False,7.7,Good,848,4.0,False,"Lower East Side, New York",5.2,,1 large double bed,Queen Studio,False,False,True,6,1,2025-02-03
SpringHill Suites by Marriott New York Manhattan/Times Square South,188,188,False,8.2,Very good,"7,738",4.0,False,"Hell's Kitchen, New York",1.9,,1 large double bed,Queen Room - Non-Smoking,True,False,True,6,1,2025-02-03
DoubleTree by Hilton Hotel New York City - Chelsea,143,143,False,7.1,Good,"3,607",4.0,False,"Chelsea, New York",2.5,,1 extra-large double bed,King Room - Non-Smoking,False,True,False,6,1,2025-02-03
Hotel AKA NoMad,279,279,False,8.3,Very good,663,4.0,False,"NoMad, New York",2.5,9.3,1 large double bed,Double Room,False,True,False,6,1,2025-02-03
Arthouse Hotel,203,203,False,7.9,Good,"2,269",4.0,False,"Upper West Side, New York",1.6,,,Superior Queen,False,True,False,6,1,2025-02-03
Archer Hotel New York,511,511,False,8.8,Fabulous,"1,025",4.0,False,"Manhattan, New York",1.8,9.5,1 extra-large double bed,Archer King Guest Room,False,True,False,6,2,2025-02-03
Hampton Inn by Hilton New York Times Square,300,300,False,7.8,Good,"2,432",3.0,False,"Manhattan, New York",1.0,9.5,1 extra-large double bed,King Bed with City View,True,False,True,6,2,2025-02-03
The Washington by LuxUrban,339,282,True,7.7,Good,"9,443",4.0,False,"Manhattan, New York",7.1,9.4,1 extra-large double bed,King Room - Non-Smoking,False,False,True,6,2,2025-02-03
"The Mayfair Hotel Times Square, Ascend Hotel Collection",282,282,False,8.6,Fabulous,"1,902",3.0,False,"Manhattan, New York",0.8,9.6,1 double bed,Deluxe Double Room - Non Smoking,False,True,False,6,2,2025-02-03
The Chelsean New York,280,239,True,7.0,Good,"2,730",3.0,False,"Chelsea, New York",2.8,,1 extra-large double bed,"Guest Room, 1 King",False,True,True,6,2,2025-02-03
Riverside Tower Hotel,257,257,False,8.5,Very good,"2,272",2.0,False,"Upper West Side, New York",1.9,,1 double bed,Park View Double,False,True,False,6,2,2025-02-03
"Holiday Inn New York City - Times Square, an IHG Hotel",234,234,False,7.8,Good,"1,938",3.0,False,"Hell's Kitchen, New York",1.6,,1 extra-large double bed,Standard King Room,False,False,True,6,2,2025-02-03
Doubletree By Hilton New York Times Square West,296,296,False,6.8,Review score,"11,269",4.0,False,"Hell's Kitchen, New York",1.6,,1 extra-large double bed,King Bed with City View,False,True,False,6,2,2025-02-03
American Dream Guest House,368,368,False,6.8,Review score,13,,,"Hell's Kitchen, New York",1.1,,1 double bed,Double Room with Terrace,False,False,True,6,2,2025-02-03
Chambers powered by Sonder,391,391,False,8.1,Very good,685,4.0,False,"Manhattan, New York",0.8,9.6,1 large double bed,Queen Room,False,True,True,6,2,2025-02-03
The Knickerbocker,682,682,False,8.6,Fabulous,"2,311",5.0,False,"Manhattan, New York",1.4,9.5,1 extra-large double bed,Superior Room with One King Bed,False,False,True,6,2,2025-02-03
"The Cloud One New York-Downtown, by the Motel One Group",326,326,False,8.6,Fabulous,"6,374",4.0,False,"Manhattan, New York",7.0,9.4,1 extra-large double bed,Standard King Room,False,True,False,6,2,2025-02-03
Hotel St. James,227,227,False,8.1,Very good,"3,208",2.0,False,"Manhattan, New York",1.2,9.7,1 double bed,One Full Bed Room,False,False,True,6,2,2025-02-03
Cambria Hotel New York - Chelsea,315,315,False,7.9,Good,"4,002",4.0,False,"Chelsea, New York",2.5,,1 extra-large double bed,King Room - Disability Access,False,True,False,6,2,2025-02-03
Da Vinci Hotel,186,186,False,7.4,Good,"1,467",3.0,False,"Manhattan, New York",,9.4,1 large double bed,Standard Queen Room,False,True,True,6,2,2025-02-03
The Herald by LuxUrban,376,313,True,7.7,Good,"8,956",3.0,False,"Manhattan, New York",2.0,9.6,1 extra-large double bed,King Room with Roll-in Shower - Mobility Access/Non-Smoking,False,False,True,6,2,2025-02-03
Hyatt Place New York City - Times Square,326,326,False,7.8,Good,"21,900",4.0,False,"Hell's Kitchen, New York",1.7,,1 extra-large double bed,Standard King Room,True,True,False,6,2,2025-02-03
M Social Hotel Times Square New York,510,481,True,8.4,Very good,"11,798",4.0,False,"Manhattan, New York",0.6,9.6,2 double beds,Social City View Doubles,False,True,False,6,2,2025-02-03
Hotel 57 by LuxUrban,264,264,False,7.0,Good,"5,034",4.0,False,"Midtown East, New York",1.3,,1 double bed,Double Room - Non-Smoking,False,False,True,6,2,2025-02-03
Pod Times Square,237,237,False,8.2,Very good,"23,078",3.0,False,"Hell's Kitchen, New York",1.4,9.4,2 single beds,Bunk Pod,False,False,True,6,2,2025-02-03
City Club Hotel,332,332,False,7.3,Good,"2,517",4.0,False,"Manhattan, New York",1.4,,1 single bed,Double Room,True,True,True,6,2,2025-02-03
"Hotel Indigo NYC Financial District, an IHG Hotel",303,303,False,8.8,Fabulous,"1,542",3.0,False,"Manhattan, New York",7.2,9.5,1 extra-large double bed,Standard King Room,False,True,False,6,2,2025-02-03
The Gotham Hotel,473,473,False,8.5,Very good,"1,709",4.0,False,"Midtown East, New York",1.4,9.5,1 extra-large double bed,Metro king,False,False,True,6,2,2025-02-03
Romer Hell's Kitchen,487,487,False,8.6,Fabulous,"2,425",4.0,False,"Hell's Kitchen, New York",0.6,9.5,2 large double beds,Queen Room with Two Queen Beds,False,True,False,6,2,2025-02-03
Wingate by Wyndham New York Midtown South/5th Ave,310,310,False,8.4,Very good,"2,384",3.0,False,"Manhattan, New York",1.9,9.5,1 large double bed,Queen Room - Non-Smoking,True,True,False,6,2,2025-02-03
The Belvedere Hotel,284,257,True,7.9,Good,"5,920",3.0,False,"Hell's Kitchen, New York",0.9,9.4,1 extra-large double bed,Standard King Room,False,False,True,6,2,2025-02-03
Grayson Hotel,596,596,False,8.5,Very good,"1,053",4.0,False,"Manhattan, New York",1.8,9.5,1 extra-large double bed,King Room - High Floor,False,False,True,6,2,2025-02-03
Home2 Suites By Hilton New York Times Square,332,332,False,7.7,Good,"1,215",3.0,False,"Manhattan, New York",1.0,9.5,1 large double bed,Queen Studio Suite,True,False,True,6,2,2025-02-03
Moxy NYC Lower East Side,452,452,False,8.0,Very good,"1,241",4.0,False,"Lower East Side, New York",5.6,,1 extra-large double bed,King Room  - No View,True,True,False,6,2,2025-02-03
Artezen Hotel,319,319,False,9.2,Superb,"1,286",4.0,False,"Manhattan, New York",6.9,9.6,1 extra-large double bed,Deluxe King Room,False,True,True,6,2,2025-02-03
citizenM New York Times Square,362,362,False,8.7,Fabulous,"3,999",4.0,False,"Manhattan, New York",0.8,9.6,1 extra-large double bed,King Room,False,True,True,6,2,2025-02-03
Aloft New York Chelsea,294,294,False,8.3,Very good,160,4.0,False,"Chelsea, New York",2.5,,1 extra-large double bed,King Room,False,True,False,6,2,2025-02-03
Four Points by Sheraton New York Downtown,337,337,False,7.8,Good,"1,990",3.0,False,"Manhattan, New York",7.0,,2 double beds,"Guest room, 2 Double",False,True,False,6,2,2025-02-03
"voco Times Square South New York, an IHG Hotel",326,326,False,8.1,Very good,"3,806",4.0,False,"Hell's Kitchen, New York",1.8,,1 double bed,Standard Double Room,False,True,False,6,2,2025-02-03
Aura Hotel Times Square Newly Renovated,374,331,True,7.6,Good,447,4.0,False,"Manhattan, New York",1.3,9.3,1 single bed,Standard Full,False,True,True,6,2,2025-02-03
Hilton New York Times Square,358,358,False,7.2,Good,"1,176",4.0,False,"Manhattan, New York",1.4,,2 large double beds,Queen Room with Two Queen Beds,False,False,True,6,2,2025-02-03
Fairfield Inn & Suites by Marriott New York Midtown Manhattan/Penn Station,346,346,False,7.9,Good,"4,898",4.0,False,"Hell's Kitchen, New York",2.1,9.5,1 extra-large double bed,King Room,True,True,False,6,2,2025-02-03
DoubleTree by Hilton New York Downtown,268,268,False,7.5,Good,"3,935",4.0,False,"Manhattan, New York",7.6,,1 extra-large double bed,King Room,False,False,True,6,2,2025-02-03
Tempo By Hilton New York Times Square,545,545,False,8.5,Very good,848,4.0,False,"Manhattan, New York",1.0,9.5,1 extra-large double bed,King Room,False,False,True,6,2,2025-02-03
LUMA Hotel - Times Square,489,489,False,8.9,Fabulous,"4,173",4.0,False,"Manhattan, New York",1.5,9.7,2 large double beds,Urban Room With Two Queen Beds,False,True,False,6,2,2025-02-03
SpringHill Suites by Marriott New York Manhattan Chelsea,364,364,False,8.3,Very good,"10,944",4.0,False,"Chelsea, New York",2.5,9.4,,Studio King Room with City View,True,False,True,6,2,2025-02-03
Hilton Garden Inn New York Times Square South,366,366,False,8.2,Very good,"4,030",3.0,False,"Hell's Kitchen, New York",1.8,,1 extra-large double bed,King Room with Roll-In Shower - Mobility/Hearing Accessible,False,True,False,6,2,2025-02-03
Executive Hotel Le Soleil New York,491,491,False,8.6,Fabulous,"4,537",4.0,False,"Manhattan, New York",2.0,9.5,1 extra-large double bed,Executive King Room,False,True,True,6,2,2025-02-03
Courtyard by Marriott New York Manhattan/Central Park,468,468,False,8.2,Very good,"5,517",4.0,False,"Manhattan, New York",,9.5,1 large double bed,King or Queen Room with City View,False,False,True,6,2,2025-02-03
Riu Plaza New York Times Square,563,426,True,8.5,Very good,"7,245",4.0,False,"Hell's Kitchen, New York",1.0,9.5,1 large double bed,Deluxe Queen Room,True,False,True,6,2,2025-02-03
Hotel Belleclaire Central Park,335,335,False,8.1,Very good,"5,083",4.0,False,"Upper West Side, New York",1.6,9.3,1 large double bed,Deluxe 1 Queen Bed,False,True,True,6,2,2025-02-03
"Holiday Inn Express - Times Square South, an IHG Hotel",300,300,False,8.2,Very good,"2,977",3.0,False,"Manhattan, New York",2.0,9.6,1 extra-large double bed,Standard King Room,True,False,True,6,2,2025-02-03
Hyatt House New York/Chelsea,413,413,False,8.4,Very good,"1,738",3.0,False,"Chelsea, New York",2.5,9.5,1 extra-large double bed,Den King Room,True,False,True,6,2,2025-02-03
La Quinta by Wyndham Time Square South,335,335,False,8.5,Very good,"4,318",3.0,False,"Hell's Kitchen, New York",1.7,9.3,1 extra-large double bed,King Room - Non-Smoking,True,True,False,6,2,2025-02-03
Park Central,372,372,False,7.3,Good,"7,465",4.0,False,"Manhattan, New York",,9.4,1 extra-large double bed,Classic King Room,False,True,True,6,2,2025-02-03
"InterContinental New York Times Square, an IHG Hotel",544,544,False,7.9,Good,"1,787",4.0,False,"Hell's Kitchen, New York",1.2,,1 extra-large double bed,Classic King Room - Low Floor,False,True,False,6,2,2025-02-03
Hampton Inn Manhattan-35th St Empire State Bldg,361,361,False,8.2,Very good,"6,699",3.0,False,"Manhattan, New York",2.0,9.6,1 extra-large double bed,King Room - Non-Smoking,True,True,False,6,2,2025-02-03
Park Lane New York,1058,861,True,7.9,Good,"5,019",5.0,False,"Manhattan, New York",0.6,9.6,1 extra-large double bed,City View King,False,False,True,6,2,2025-02-03
CIVILIAN Hotel,418,397,True,8.6,Fabulous,"4,738",4.0,False,"Hell's Kitchen, New York",0.9,9.6,1 large double bed,Double Room,False,True,True,6,2,2025-02-03
Hotel Edison Times Square,455,348,True,7.7,Good,"13,405",4.0,False,"Manhattan, New York",1.0,9.4,1 large double bed,Signature 1 Queen Bed,True,True,False,6,2,2025-02-03
Courtyard by Marriott Times Square West,521,418,True,8.4,Very good,"3,098",3.0,False,"Hell's Kitchen, New York",1.8,,1 extra-large double bed,King Room,False,True,False,6,2,2025-02-03
Freehand New York,304,304,False,8.0,Very good,"2,235",4.0,False,"Gramercy, New York",3.1,,1 large double bed,Premium Queen,False,False,True,6,2,2025-02-03
Hilton Garden Inn New York/Midtown Park Avenue,298,298,False,8.1,Very good,"2,214",3.0,False,"Manhattan, New York",2.4,9.3,1 extra-large double bed,King Room,False,False,True,6,2,2025-02-03
Royalton New York,344,344,False,7.5,Good,"3,095",4.0,False,"Manhattan, New York",1.4,9.4,1 large double bed,Standard Queen Room,False,True,True,6,2,2025-02-03
Riu Plaza Manhattan Times Square,689,517,True,8.6,Fabulous,"13,243",4.0,False,"Manhattan, New York",1.0,9.6,1 extra-large double bed,Deluxe King,True,False,True,6,2,2025-02-03
DoubleTree by Hilton New York Times Square South,315,315,False,8.2,Very good,"6,586",4.0,False,"Hell's Kitchen, New York",1.8,,1 extra-large double bed,King Room,False,True,False,6,2,2025-02-03
NoMo SoHo,596,596,False,7.7,Good,"1,410",4.0,False,"SoHo, New York",5.6,,1 large double bed,Classic Queen,False,True,False,6,2,2025-02-03
"Holiday Inn Express - Wall Street, an IHG Hotel",334,334,False,7.8,Good,"1,893",3.0,False,"Manhattan, New York",7.3,,1 extra-large double bed,Standard King Room,True,False,True,6,2,2025-02-03
"The Historic Blue Angel Hotel Lexington Ave, Ascend Hotel Collection",298,298,False,8.7,Fabulous,"1,176",3.0,False,"Midtown East, New York",1.5,9.5,1 large double bed,Queen Room - Non-Smoking,False,True,False,6,2,2025-02-03
Moderne Hotel,349,349,False,8.1,Very good,"1,009",4.0,False,"Manhattan, New York",,9.5,1 extra-large double bed,Deluxe Room,False,True,True,6,2,2025-02-03
Hyatt Place New York Chelsea,434,434,False,7.9,Good,"18,010",4.0,False,"Chelsea, New York",2.8,,2 double beds,Double Room with Two Double Beds,True,True,False,6,2,2025-02-03
Hilton Garden Inn New York Times Square North,345,345,False,8.1,Very good,"2,560",3.0,False,"Manhattan, New York",1.3,9.3,1 extra-large double bed,King Room,False,True,False,6,2,2025-02-03
Sheraton Tribeca New York Hotel,276,276,False,7.9,Good,"3,273",4.0,False,"Tribeca, New York",5.6,,1 extra-large double bed,Standard King Room,False,False,True,6,2,2025-02-03
Radio Hotel,171,171,False,7.7,Good,"1,716",4.0,False,"Washington Heights, New York",9.8,,,Studio - Disability Access,False,True,True,6,2,2025-02-03
Hotel Hayden New York,317,317,False,7.1,Good,"3,146",4.0,False,"Chelsea, New York",2.5,,1 extra-large double bed,King Room - Disability Access,False,True,True,6,2,2025-02-03
"Kimpton Theta New York - Times Square, an IHG Hotel",468,432,True,8.1,Very good,"1,492",5.0,False,"Manhattan, New York",0.9,,1 extra-large double bed,King Room,False,True,False,6,2,2025-02-03
Courtyard New York Manhattan/Times Square,471,471,False,8.1,Very good,"3,033",3.0,False,"Manhattan, New York",1.6,9.6,2 double beds,Double Room with Two Double Beds and Roll-in Shower - Mobility and Hearing Accessible,False,False,True,6,2,2025-02-03
Hilton Garden Inn West 35th Street,353,353,False,8.2,Very good,"3,056",3.0,False,"Manhattan, New York",2.0,9.5,1 extra-large double bed,King Room,False,False,True,6,2,2025-02-03
Hampton Inn Times Square Central,307,307,False,8.3,Very good,"2,830",3.0,False,"Manhattan, New York",1.5,9.5,1 extra-large double bed,King Room - Non-Smoking,True,False,True,6,2,2025-02-03
Millennium Downtown New York,510,510,False,7.1,Good,"5,544",4.0,False,"Manhattan, New York",6.8,,1 extra-large double bed,RENOVATED Panoramic Corner King - Brooklyn Bridge View - High Floor,False,True,False,6,2,2025-02-03
DoubleTree by Hilton New York Midtown Fifth Ave,405,405,False,7.6,Good,"1,703",4.0,False,"Manhattan, New York",1.0,9.4,1 extra-large double bed,King Room,False,True,False,6,2,2025-02-03
"Marriott Vacation Club®, New York City ",354,354,False,8.7,Fabulous,382,4.0,False,"Manhattan, New York",1.9,9.5,1 extra-large double bed,King Room,False,True,False,6,2,2025-02-03
W New York - Times Square,562,562,False,7.9,Good,"1,372",4.0,False,"Manhattan, New York",1.0,9.3,1 extra-large double bed,"Wonderful Guest room, 1 King, City view",False,False,True,6,2,2025-02-03
Motto by Hilton New York City Chelsea,500,500,False,8.5,Very good,"3,144",4.0,False,"Chelsea, New York",2.8,9.4,1 extra-large double bed,King Room,False,True,False,6,2,2025-02-03
"Club Quarters Hotel Grand Central, New York",342,342,False,8.3,Very good,"4,792",4.0,False,"Midtown East, New York",1.8,9.4,1 double bed,CLUB Room,False,False,True,6,2,2025-02-03
Arlo SoHo,353,353,False,8.1,Very good,"2,085",4.0,False,"SoHo, New York",5.3,,1 large double bed,Urban Queen Courtyard,False,True,True,6,2,2025-02-03
"Club Quarters Hotel World Trade Center, New York",278,278,False,8.3,Very good,"4,091",4.0,False,"Manhattan, New York",7.0,9.4,1 large double bed,Small Queen Room,False,False,True,6,2,2025-02-03
SoHo 54,280,280,False,7.6,Good,"3,964",3.0,False,"SoHo, New York",5.3,,1 extra-large double bed,TriBeCa King,False,True,False,6,2,2025-02-03
"Holiday Inn Express New York City Chelsea, an IHG Hotel",372,310,True,7.8,Good,"3,630",3.0,False,"Chelsea, New York",2.4,,1 extra-large double bed,Standard King Room with Mobility Accessible Roll-In Shower,True,True,False,6,2,2025-02-03
Sixty LES,481,481,False,7.7,Good,848,4.0,False,"Lower East Side, New York",5.2,,1 large double bed,Queen Studio,False,False,True,6,2,2025-02-03
SpringHill Suites by Marriott New York Manhattan/Times Square South,468,468,False,8.2,Very good,"7,738",4.0,False,"Hell's Kitchen, New York",1.9,,1 large double bed,Queen Room - Non-Smoking,True,False,True,6,2,2025-02-03
Pod 39,257,257,False,8.3,Very good,"12,814",3.0,False,"Murray Hill, New York",2.1,9.5,2 single beds,Twin Room,False,False,True,6,2,2025-02-03
Millennium Hilton New York One UN Plaza,544,544,False,7.4,Good,"2,101",4.0,False,"Midtown East, New York",2.2,,2 single beds,Room with Two Twin Beds - City View,False,False,True,6,2,2025-02-03
Four Points by Sheraton Midtown - Times Square,360,360,False,8.1,Very good,"3,148",4.0,False,"Hell's Kitchen, New York",1.6,,2 double beds,Double Room,False,True,False,6,2,2025-02-03
Best Western Premier Herald Square,271,271,False,7.8,Good,675,3.0,False,"Manhattan, New York",2.0,,1 extra-large double bed,King Room - Non-Smoking,False,True,False,6,2,2025-02-03
Hampton Inn Manhattan Grand Central,339,339,False,8.0,Very good,"1,085",3.0,False,"Midtown East, New York",2.1,,1 extra-large double bed,King Room - Non-Smoking,True,True,False,6,2,2025-02-03
Nolitan Hotel SoHo - New York,397,397,False,7.8,Good,"1,512",4.0,False,"SoHo, New York",5.4,,1 large double bed,Deluxe Queen Room,False,True,False,6,2,2025-02-03
Courtyard New York Downtown Manhattan/Financial District,257,257,False,7.7,Good,"2,168",3.0,False,"Manhattan, New York",7.1,,1 extra-large double bed,"Guest room, 1 King, City view",False,True,False,6,2,2025-02-03
Leon Hotel LES,303,303,False,8.0,Very good,"2,561",3.0,False,"Lower East Side, New York",5.9,,1 extra-large double bed,Deluxe King Room,False,False,True,6,2,2025-02-03
Arlo NoMad,452,379,True,8.4,Very good,"2,275",4.0,False,"NoMad, New York",2.4,9.4,2 single beds,Bunk Room,False,False,True,6,2,2025-02-03
Hyatt Centric Midtown 5th Avenue New York,624,624,False,8.0,Very good,"1,129",4.0,False,"Manhattan, New York",1.9,,2 large double beds,Standard Queen Room with Two Queen Beds,False,True,False,6,2,2025-02-03
DoubleTree by Hilton Hotel New York City - Chelsea,329,329,False,7.1,Good,"3,607",4.0,False,"Chelsea, New York",2.5,,1 extra-large double bed,King Room with View,False,True,False,6,2,2025-02-03
"InterContinental New York Barclay Hotel, an IHG Hotel",848,848,False,8.1,Very good,"1,590",5.0,False,"Midtown East, New York",1.5,,1 extra-large double bed,Classic King Room,False,True,False,6,2,2025-02-03
Hilton Garden Inn NYC Financial Center/Manhattan Downtown,285,285,False,8.3,Very good,"5,045",3.0,False,"Manhattan, New York",7.7,,1 extra-large double bed,King Room with Roll-In Shower - Mobility Access,False,True,False,6,2,2025-02-03
Hotel AKA NoMad,604,604,False,8.3,Very good,663,4.0,False,"NoMad, New York",2.5,9.3,1 large double bed,Double Room,False,True,False,6,2,2025-02-03
Riverside Tower Hotel,386,386,False,8.5,Very good,"2,272",2.0,False,"Upper West Side, New York",,,1 double bed,Park View Double,False,True,False,6,3,2025-02-03
"Holiday Inn New York City - Times Square, an IHG Hotel",368,368,False,7.8,Good,"1,938",3.0,False,"Hell's Kitchen, New York",,,1 extra-large double bed,Standard King Room,False,False,True,6,3,2025-02-03
Hampton Inn by Hilton New York Times Square,453,453,False,7.8,Good,"2,432",3.0,False,"Manhattan, New York",,9.5,1 extra-large double bed,King Bed with City View,True,False,True,6,3,2025-02-03
"The Mayfair Hotel Times Square, Ascend Hotel Collection",423,423,False,8.6,Fabulous,"1,902",3.0,False,"Manhattan, New York",,9.6,1 double bed,Deluxe Double Room - Non Smoking,False,True,False,6,3,2025-02-03
Chambers powered by Sonder,632,632,False,8.1,Very good,685,4.0,False,"Manhattan, New York",,9.6,1 large double bed,Queen Room,False,True,True,6,3,2025-02-03
The Washington by LuxUrban,531,427,True,7.7,Good,"9,443",4.0,False,"Manhattan, New York",,9.4,1 extra-large double bed,King Room - Non-Smoking,False,False,True,6,3,2025-02-03
The Chelsean New York,420,359,True,7.0,Good,"2,730",3.0,False,"Chelsea, New York",,,1 extra-large double bed,"Guest Room, 1 King",False,True,True,6,3,2025-02-03
The Herald by LuxUrban,562,452,True,7.7,Good,"8,956",3.0,False,"Manhattan, New York",,9.6,1 extra-large double bed,King Room - Non-Smoking,False,False,True,6,3,2025-02-03
Da Vinci Hotel,290,290,False,7.4,Good,"1,467",3.0,False,"Manhattan, New York",,9.4,1 large double bed,Standard Queen Room,False,True,True,6,3,2025-02-03
Archer Hotel New York,885,885,False,8.8,Fabulous,"1,025",4.0,False,"Manhattan, New York",,9.5,1 double bed,Room Type Selected by Hotel,False,True,False,6,3,2025-02-03
Riu Plaza New York Times Square,870,657,True,8.5,Very good,"7,245",4.0,False,"Hell's Kitchen, New York",,9.5,1 extra-large double bed,Deluxe King Room,True,False,True,6,3,2025-02-03
M Social Hotel Times Square New York,764,703,True,8.4,Very good,"11,798",4.0,False,"Manhattan, New York",,9.6,2 double beds,Social City View Doubles,False,True,False,6,3,2025-02-03
Romer Hell's Kitchen,719,690,True,8.6,Fabulous,"2,425",4.0,False,"Hell's Kitchen, New York",,9.5,2 large double beds,Queen Room with Two Queen Beds,False,True,False,6,3,2025-02-03
Cambria Hotel New York - Chelsea,476,476,False,7.9,Good,"4,002",4.0,False,"Chelsea, New York",,,1 extra-large double bed,King Room - Non-Smoking,False,True,True,6,3,2025-02-03
Hotel St. James,355,355,False,8.1,Very good,"3,208",2.0,False,"Manhattan, New York",,9.7,1 double bed,One Full Bed Room,False,False,True,6,3,2025-02-03
citizenM New York Bowery,599,540,True,8.7,Fabulous,"3,313",4.0,False,"Lower East Side, New York",,,1 extra-large double bed,King Room,False,True,True,6,3,2025-02-03
Stunning Condo in Heart of New York with GYM & MORE,629,629,False,1.0,Review score,1,3.0,True,"Manhattan, New York",,,,Apartment,False,False,True,6,3,2025-02-03
Doubletree By Hilton New York Times Square West,460,460,False,6.8,Review score,"11,269",4.0,False,"Hell's Kitchen, New York",,,1 extra-large double bed,King Bed with City View,False,True,False,6,3,2025-02-03
The Manhattan Club,643,643,False,8.2,Very good,"4,222",4.0,False,"Manhattan, New York",,9.6,Private suite,Executive Junior Suite,False,False,True,6,3,2025-02-03
Aura Hotel Times Square Newly Renovated,562,497,True,7.6,Good,447,4.0,False,"Manhattan, New York",,9.3,1 single bed,Standard Full,False,True,True,6,3,2025-02-03
"Holiday Inn Express Manhattan Midtown West, an IHG Hotel",358,358,False,7.3,Good,"1,749",3.0,False,"Hell's Kitchen, New York",,,2 double beds,Executive Double Room - Non-Smoking,True,False,True,6,3,2025-02-03
