name,original_price,discounted_price,discount,review_score,review_title,number_of_reviews,star_rating,is_apartment,neighborhood,kms_from_centre,location_score,bed_type,room_type,breakfast_included,free_cancellation,prepayment_needed,time_to_travel,length_of_stay,snapshot_date
Four Points by Sheraton New York Downtown,157,134,True,7.8,Good,"1,990",3.0,False,"Manhattan, New York",7.0,,1 extra-large double bed,"Guest Room, 1 King",False,True,False,1,1,2025-02-03
"The Mayfair Hotel Times Square, Ascend Hotel Collection",141,141,False,8.6,Fabulous,"1,902",3.0,False,"Manhattan, New York",0.8,9.6,1 large double bed,Queen Room - Non Smoking,False,False,True,1,1,2025-02-03
Riverside Tower Hotel,129,129,False,8.5,Very good,"2,272",2.0,False,"Upper West Side, New York",1.9,,1 double bed,Park View Double,False,False,True,1,1,2025-02-03
Doubletree By Hilton New York Times Square West,152,152,False,6.8,Review score,"11,269",4.0,False,"Hell's Kitchen, New York",1.6,,1 extra-large double bed,Standard King Room,False,False,True,1,1,2025-02-03
M Social Hotel Times Square New York,232,232,False,8.4,Very good,"11,798",4.0,False,"Manhattan, New York",0.6,9.6,2 double beds,Social City View Doubles,False,False,True,1,1,2025-02-03
City Club Hotel,155,155,False,7.3,Good,"2,517",4.0,False,"Manhattan, New York",1.4,,1 large double bed,Queen Luxe Room,False,False,True,1,1,2025-02-03
"The Cloud One New York-Downtown, by the Motel One Group",163,163,False,8.6,Fabulous,"6,374",4.0,False,"Manhattan, New York",7.0,9.4,1 extra-large double bed,Standard King Room,False,False,True,1,1,2025-02-03
The Washington by LuxUrban,183,183,False,7.7,Good,"9,443",4.0,False,"Manhattan, New York",7.1,9.4,1 single bed,Room Assigned on Arrival,False,False,True,1,1,2025-02-03
The Chelsean New York,140,120,True,7.0,Good,"2,730",3.0,False,"Chelsea, New York",2.8,,1 extra-large double bed,King Room - Disability Access,False,False,True,1,1,2025-02-03
Riu Plaza New York Times Square,262,199,True,8.5,Very good,"7,245",4.0,False,"Hell's Kitchen, New York",1.0,9.5,1 extra-large double bed,Deluxe King Room,True,False,True,1,1,2025-02-03
Hotel St. James,140,140,False,8.1,Very good,"3,208",2.0,False,"Manhattan, New York",1.2,9.7,1 large double bed,One Queen Bed Room,False,False,True,1,1,2025-02-03
Aura Hotel Times Square Newly Renovated,187,166,True,7.6,Good,447,4.0,False,"Manhattan, New York",1.3,9.3,1 single bed,Standard Full,False,False,True,1,1,2025-02-03
Radio Hotel,86,86,False,7.7,Good,"1,716",4.0,False,"Washington Heights, New York",9.8,,,Standard Studio,False,False,True,1,1,2025-02-03
Hampton Inn by Hilton New York Times Square,210,210,False,7.8,Good,"2,432",3.0,False,"Manhattan, New York",1.0,9.5,1 extra-large double bed,King Room with Roll-In Shower - Mobility Access,True,False,True,1,1,2025-02-03
citizenM New York Bowery,232,232,False,8.7,Fabulous,"3,313",4.0,False,"Lower East Side, New York",5.4,,1 extra-large double bed,King Room,False,False,True,1,1,2025-02-03
The Belvedere Hotel,142,128,True,7.9,Good,"5,920",3.0,False,"Hell's Kitchen, New York",0.9,9.4,1 extra-large double bed,Standard King Room,False,False,True,1,1,2025-02-03
The Herald by LuxUrban,253,191,True,7.7,Good,"8,956",3.0,False,"Manhattan, New York",2.0,9.6,1 extra-large double bed,King Room - Non-Smoking,False,False,True,1,1,2025-02-03
SoHo 54,140,140,False,7.6,Good,"3,964",3.0,False,"SoHo, New York",5.3,,1 extra-large double bed,TriBeCa King,False,False,True,1,1,2025-02-03
Romer Hell's Kitchen,240,240,False,8.6,Fabulous,"2,425",4.0,False,"Hell's Kitchen, New York",0.6,9.5,2 large double beds,Premier Two Queen Beds Hearing Accessible,False,False,True,1,1,2025-02-03
Hotel Hayden New York,171,171,False,7.1,Good,"3,146",4.0,False,"Chelsea, New York",2.5,,1 extra-large double bed,Superior King Room,False,False,True,1,1,2025-02-03
Royalton New York,199,199,False,7.5,Good,"3,095",4.0,False,"Manhattan, New York",1.4,9.4,1 large double bed,Standard Queen Room,False,False,True,1,1,2025-02-03
Tempo By Hilton New York Times Square,332,332,False,8.5,Very good,848,4.0,False,"Manhattan, New York",1.0,9.5,1 extra-large double bed,King Room,False,False,True,1,1,2025-02-03
The Gregorian New York City,230,230,False,8.3,Very good,"1,085",4.0,False,"Manhattan, New York",2.1,9.4,1 extra-large double bed,King Room,False,False,True,1,1,2025-02-03
Delta Hotels by Marriott New York Times Square,163,163,False,7.8,Good,"4,188",4.0,False,"Hell's Kitchen, New York",1.6,,2 double beds,Double Room with Two Double Beds,False,False,True,1,1,2025-02-03
Hyatt Place New York City - Times Square,177,177,False,7.8,Good,"21,900",4.0,False,"Hell's Kitchen, New York",1.7,,1 extra-large double bed,Standard King Room,True,False,True,1,1,2025-02-03
Hilton Garden Inn New York Times Square South,211,211,False,8.2,Very good,"4,030",3.0,False,"Hell's Kitchen, New York",1.8,,1 extra-large double bed,King Room,False,True,False,1,1,2025-02-03
Eurostars Wall Street,153,123,True,7.9,Good,"1,346",4.0,False,"Manhattan, New York",7.3,,1 large double bed,Queen Room,False,False,True,1,1,2025-02-03
"Holiday Inn Express - Wall Street, an IHG Hotel",186,186,False,7.8,Good,"1,893",3.0,False,"Manhattan, New York",7.3,,1 extra-large double bed,Standard Room,False,False,True,1,1,2025-02-03
Executive Hotel Le Soleil New York,269,269,False,8.6,Fabulous,"4,537",4.0,False,"Manhattan, New York",2.0,9.5,1 large double bed,Executive Queen Room,False,False,True,1,1,2025-02-03
Pod Times Square,140,140,False,8.2,Very good,"23,078",3.0,False,"Hell's Kitchen, New York",1.4,9.4,2 single beds,Bunk Pod,False,False,True,1,1,2025-02-03
Hotel Edison Times Square,239,182,True,7.7,Good,"13,405",4.0,False,"Manhattan, New York",1.0,9.4,1 large double bed,Signature 1 Queen Bed,True,False,True,1,1,2025-02-03
Park Central,186,186,False,7.3,Good,"7,465",4.0,False,"Manhattan, New York",,9.4,1 extra-large double bed,Classic King Room,False,False,True,1,1,2025-02-03
Moderne Hotel,181,181,False,8.1,Very good,"1,009",4.0,False,"Manhattan, New York",,9.5,1 extra-large double bed,Deluxe Room,False,False,True,1,1,2025-02-03
Riu Plaza Manhattan Times Square,352,264,True,8.6,Fabulous,"13,243",4.0,False,"Manhattan, New York",1.0,9.6,1 extra-large double bed,Deluxe King,True,False,True,1,1,2025-02-03
Nolitan Hotel SoHo - New York,199,199,False,7.8,Good,"1,512",4.0,False,"SoHo, New York",5.4,,1 large double bed,Superior Queen Room with Balcony,False,False,True,1,1,2025-02-03
"The New Yorker, A Wyndham Hotel",169,169,False,7.7,Good,"15,627",4.0,False,"Hell's Kitchen, New York",2.0,9.4,1 large double bed,Standard Queen Room,False,False,True,1,1,2025-02-03
Hotel 57 by LuxUrban,177,177,False,7.0,Good,"5,034",4.0,False,"Midtown East, New York",1.3,,1 double bed,Double Room - Non-Smoking,False,False,True,1,1,2025-02-03
DoubleTree by Hilton New York Downtown,186,186,False,7.5,Good,"3,935",4.0,False,"Manhattan, New York",7.6,,1 extra-large double bed,King Room,False,True,False,1,1,2025-02-03
The Allen Hotel,150,150,False,7.9,Good,"1,696",4.0,False,"Lower East Side, New York",5.6,,1 extra-large double bed,King Room - Disability Access,False,False,True,1,1,2025-02-03
NH Collection New York Madison Avenue,305,305,False,8.4,Very good,"1,973",4.0,False,"Murray Hill, New York",2.0,9.5,1 large double bed,Superior Room,False,False,True,1,1,2025-02-03
Element Times Square West,159,159,False,8.1,Very good,"7,510",4.0,False,"Hell's Kitchen, New York",1.6,,1 extra-large double bed,"Guest Room, 1 King",True,False,True,1,1,2025-02-03
The Blakely by LuxUrban,247,186,True,7.4,Good,"6,000",,,"Manhattan, New York",0.5,9.4,1 extra-large double bed,King Room - Non-Smoking,False,False,True,1,1,2025-02-03
Ink 48 Hotel,218,201,True,7.5,Good,"2,559",4.0,False,"Hell's Kitchen, New York",1.2,,2 large double beds,Deluxe Queen Room with Two Queen Beds - Disability Access,False,False,True,1,1,2025-02-03
Hotel Belleclaire Central Park,180,180,False,8.1,Very good,"5,083",4.0,False,"Upper West Side, New York",1.6,9.3,1 extra-large double bed,Premium 1 King Bed,True,False,True,1,1,2025-02-03
Courtyard New York Downtown Manhattan/Financial District,163,163,False,7.7,Good,"2,168",3.0,False,"Manhattan, New York",7.1,,1 extra-large double bed,"Guest room, 1 King, City view",False,False,True,1,1,2025-02-03
The Ridge,150,150,False,7.5,Good,"1,305",3.0,False,"Lower East Side, New York",5.1,,1 double bed,Standard Double Room,False,False,True,1,1,2025-02-03
The FIDI Hotel,179,179,False,8.1,Very good,"1,459",4.0,False,"Manhattan, New York",7.6,,1 large double bed,Standard Queen,False,False,True,1,1,2025-02-03
La Quinta by Wyndham Time Square South,185,185,False,8.5,Very good,"4,318",3.0,False,"Hell's Kitchen, New York",1.7,9.3,1 extra-large double bed,King Room - Non-Smoking,True,False,True,1,1,2025-02-03
"Kimpton Theta New York - Times Square, an IHG Hotel",269,269,False,8.1,Very good,"1,492",5.0,False,"Manhattan, New York",0.9,,1 extra-large double bed,King Room,False,False,True,1,1,2025-02-03
Sanctuary Hotel New York,230,211,True,8.2,Very good,"1,540",4.0,False,"Manhattan, New York",1.1,9.7,1 double bed,Cozy Queen,True,False,True,1,1,2025-02-03
Arthouse Hotel,231,231,False,7.9,Good,"2,269",4.0,False,"Upper West Side, New York",1.6,,1 large double bed,Superior Queen,False,False,True,1,1,2025-02-03
"voco Times Square South New York, an IHG Hotel",197,197,False,8.1,Very good,"3,806",4.0,False,"Hell's Kitchen, New York",1.8,,1 double bed,Standard Room,True,False,True,1,1,2025-02-03
TRYP by Wyndham New York City Times Square - Midtown,153,153,False,7.4,Good,"2,718",4.0,False,"Hell's Kitchen, New York",1.9,,Multiple bed types,King Room,False,False,True,1,1,2025-02-03
DoubleTree by Hilton New York Times Square South,199,199,False,8.2,Very good,"6,586",4.0,False,"Hell's Kitchen, New York",1.8,,1 extra-large double bed,King Room with Roll-In Shower - Mobility Access,False,True,False,1,1,2025-02-03
Cambria Hotel New York - Chelsea,206,206,False,7.9,Good,"4,002",4.0,False,"Chelsea, New York",2.5,,1 double bed,King Bed Room,False,False,True,1,1,2025-02-03
Artezen Hotel,246,246,False,9.2,Superb,"1,286",4.0,False,"Manhattan, New York",6.9,9.6,2 double beds,Deluxe Room with Two Queen Beds,False,False,True,1,1,2025-02-03
Sixty LES,285,285,False,7.7,Good,848,4.0,False,"Lower East Side, New York",5.2,,1 large double bed,Queen Studio,False,False,True,1,1,2025-02-03
Leon Hotel LES,164,164,False,8.0,Very good,"2,561",3.0,False,"Lower East Side, New York",5.9,,1 extra-large double bed,Deluxe King Room,False,False,True,1,1,2025-02-03
"Club Quarters Hotel World Trade Center, New York",203,203,False,8.3,Very good,"4,091",4.0,False,"Manhattan, New York",7.0,9.4,1 large double bed,Small Queen Room,False,False,True,1,1,2025-02-03
"U Hotel Fifth Avenue, Empire State Building",152,152,False,7.9,Good,"3,412",3.0,False,"Manhattan, New York",2.1,9.5,1 large double bed,Queen Room,False,False,True,1,1,2025-02-03
The Knickerbocker,467,467,False,8.6,Fabulous,"2,311",5.0,False,"Manhattan, New York",1.4,9.5,1 extra-large double bed,Superior Room with One King Bed,False,False,True,1,1,2025-02-03
DoubleTree by Hilton Hotel New York City - Chelsea,197,197,False,7.1,Good,"3,607",4.0,False,"Chelsea, New York",2.5,,1 extra-large double bed,King Room - Non-Smoking,False,True,False,1,1,2025-02-03
Lex Hotel NYC,173,173,False,8.2,Very good,"1,531",3.0,False,"Kips Bay, New York",3.0,,1 large double bed,Cozy Queen Room,False,False,True,1,1,2025-02-03
Homewood Suites Midtown Manhattan Times Square South,211,211,False,8.3,Very good,"4,419",3.0,False,"Hell's Kitchen, New York",1.8,,1 extra-large double bed,Efficiency King Studio with Sofa Bed,True,False,True,1,1,2025-02-03
"Holiday Inn Manhattan 6th Ave - Chelsea, an IHG Hotel",152,152,False,7.6,Good,"3,039",4.0,False,"Chelsea, New York",2.7,,1 large double bed,Standard Queen Room with Communications Accessible Roll-In Shower,False,False,True,1,1,2025-02-03
CIVILIAN Hotel,220,210,True,8.6,Fabulous,"4,738",4.0,False,"Hell's Kitchen, New York",0.9,9.6,1 large double bed,Double Room,False,False,True,1,1,2025-02-03
"Holiday Inn Express Manhattan Midtown West, an IHG Hotel",106,106,False,7.3,Good,"1,749",3.0,False,"Hell's Kitchen, New York",1.1,,2 double beds,Standard Double Room with Two Double Beds,True,False,True,1,1,2025-02-03
Millennium Downtown New York,329,329,False,7.1,Good,"5,544",4.0,False,"Manhattan, New York",6.8,,1 extra-large double bed,RENOVATED Premier King - Hudson River View - High Floor,False,False,True,1,1,2025-02-03
Hudson Yards Hotel,107,107,False,6.0,Review score,205,3.0,False,"Hell's Kitchen, New York",1.5,,1 extra-large double bed,Standard King Room,False,False,True,1,1,2025-02-03
Home2 Suites By Hilton New York Times Square,199,199,False,7.7,Good,"1,215",3.0,False,"Manhattan, New York",1.0,9.5,1 large double bed,Queen Studio Suite,True,False,True,1,1,2025-02-03
Hampton Inn Manhattan-35th St Empire State Bldg,266,266,False,8.2,Very good,"6,699",3.0,False,"Manhattan, New York",2.0,9.6,1 extra-large double bed,King Room - Non-Smoking,True,False,True,1,1,2025-02-03
Heritage Hotel New York City,154,154,False,7.4,Good,"3,782",3.0,False,"Flatiron District, New York",2.8,9.4,1 extra-large double bed,King Room - Non-Smoking,False,False,True,1,1,2025-02-03
"Hotel Indigo Lower East Side New York, an IHG Hotel",285,285,False,7.3,Good,534,4.0,False,"Lower East Side, New York",5.2,,1 large double bed,Standard Double Room with View,False,False,True,1,1,2025-02-03
Fairfield Inn by Marriott New York Manhattan/Financial District,152,152,False,7.8,Good,"3,622",3.0,False,"Manhattan, New York",7.2,,1 extra-large double bed,King Room,True,False,True,1,1,2025-02-03
"Hotel Shocard Broadway, Times Square",125,125,False,7.0,Good,"2,758",3.0,False,"Manhattan, New York",1.5,9.3,1 large double bed,Queen Room,False,False,True,1,1,2025-02-03
70 Park Avenue Hotel,249,249,False,8.3,Very good,"2,264",4.0,False,"Murray Hill, New York",2.0,9.5,1 large double bed,Queen Room with mobility Accessible Tub,False,False,True,1,1,2025-02-03
Pod 39,163,163,False,8.3,Very good,"12,814",3.0,False,"Murray Hill, New York",2.1,9.5,2 single beds,Twin Room,False,False,True,1,1,2025-02-03
"The Historic Blue Angel Hotel Lexington Ave, Ascend Hotel Collection",220,220,False,8.7,Fabulous,"1,176",3.0,False,"Midtown East, New York",1.5,9.5,2 double beds,Double Room with Two Double Beds,False,False,True,1,1,2025-02-03
Motto By Hilton New York City Times Square,198,198,False,8.0,Very good,"1,117",3.0,False,"Manhattan, New York",1.0,9.4,1 large double bed,Flex Room with Wall Bed,False,True,False,1,1,2025-02-03
Hotel Lucerne,197,197,False,8.5,Very good,"2,167",4.0,False,"Upper West Side, New York",1.7,9.5,1 large double bed,Deluxe Queen Room,False,False,True,1,1,2025-02-03
Warwick New York,215,215,False,8.2,Very good,"6,567",4.0,False,"Manhattan, New York",0.7,9.6,1 double bed,Basic,False,False,True,1,1,2025-02-03
The Pearl Hotel,220,220,False,8.7,Fabulous,"2,096",4.0,False,"Manhattan, New York",0.8,9.7,1 large double bed,Superior Queen Room,True,False,True,1,1,2025-02-03
Hampton Inn Manhattan Grand Central,324,324,False,8.0,Very good,"1,085",3.0,False,"Midtown East, New York",2.1,,1 extra-large double bed,King Room - Non-Smoking,True,False,True,1,1,2025-02-03
DoubleTree by Hilton New York Midtown Fifth Ave,278,278,False,7.6,Good,"1,703",4.0,False,"Manhattan, New York",1.0,9.4,1 large double bed,Queen Room,False,False,True,1,1,2025-02-03
Hyatt Grand Central New York,241,241,False,7.3,Good,"2,931",4.0,False,"Midtown East, New York",1.9,,1 large double bed,Queen Room with Tub - Disability Access,False,False,True,1,1,2025-02-03
Courtyard by Marriott Times Square West,358,287,True,8.4,Very good,"3,098",3.0,False,"Hell's Kitchen, New York",1.8,,1 extra-large double bed,King Room with Roll-in Shower - Mobility and Hearing Accessible,False,False,True,1,1,2025-02-03
The Flat NYC,150,150,False,7.9,Good,"2,434",3.0,False,"Flatiron District, New York",2.9,9.5,1 large double bed,Queen Room with Shared Bathroom,False,False,True,1,1,2025-02-03
Hilton Garden Inn New York/Tribeca,225,225,False,7.5,Good,662,3.0,False,"Tribeca, New York",5.6,,2 double beds,Double Room with Two Double Beds and City View,False,True,False,1,1,2025-02-03
The Manhattan at Times Square,152,152,False,5.4,Review score,"7,663",4.0,False,"Manhattan, New York",0.7,,1 large double bed,Standard Queen Room,False,False,True,1,1,2025-02-03
Hampton Inn Manhattan/Downtown- Financial District,163,163,False,7.8,Good,643,3.0,False,"Manhattan, New York",7.7,,1 large double bed,Queen Room,True,False,True,1,1,2025-02-03
"Holiday Inn Express - Times Square South, an IHG Hotel",197,197,False,8.2,Very good,"2,977",3.0,False,"Manhattan, New York",2.0,9.6,1 extra-large double bed,Standard King Room,True,False,True,1,1,2025-02-03
citizenM New York Times Square,255,255,False,8.7,Fabulous,"3,999",4.0,False,"Manhattan, New York",0.8,9.6,1 extra-large double bed,King Room,False,False,True,1,1,2025-02-03
Fairfield By Marriott New York Manhattan Times Square,243,243,False,8.3,Very good,"5,635",4.0,False,"Hell's Kitchen, New York",1.6,,2 double beds,Double Room with Two Double Beds,True,False,True,1,1,2025-02-03
Fairfield Inn & Suites by Marriott New York Manhattan/Central Park,215,215,False,7.9,Good,"1,213",3.0,False,"Hell's Kitchen, New York",0.7,,1 extra-large double bed,King Room,True,False,True,1,1,2025-02-03
Arlo NoMad,270,270,False,8.4,Very good,"2,275",4.0,False,"NoMad, New York",2.4,9.4,2 single beds,Accessible Bunk,False,False,True,1,1,2025-02-03
"Club Quarters Hotel Grand Central, New York",249,249,False,8.3,Very good,"4,792",4.0,False,"Midtown East, New York",1.8,9.4,1 large double bed,Small Queen Room,False,False,True,1,1,2025-02-03
Millennium Hilton New York One UN Plaza,416,416,False,7.4,Good,"2,101",4.0,False,"Midtown East, New York",2.2,,2 single beds,Room with Two Twin Beds - City View,False,False,True,1,1,2025-02-03
Hyatt Centric Times Square New York,324,324,False,8.4,Very good,"1,386",4.0,False,"Manhattan, New York",1.2,9.5,1 extra-large double bed,King Room with Accessible Shower - Disability Access,False,False,True,1,1,2025-02-03
Hotel Elysee by Library Hotel Collection,311,311,False,8.6,Fabulous,377,4.0,False,"Midtown East, New York",1.2,9.6,1 extra-large double bed,Deluxe King Room,True,False,True,1,1,2025-02-03
Residence Inn New York Downtown Manhattan/Financial District,199,199,False,8.2,Very good,712,4.0,False,"Manhattan, New York",7.1,,1 extra-large double bed,"Studio, 1 King",True,False,True,1,1,2025-02-03
Doubletree By Hilton New York Times Square West,303,303,False,6.8,Review score,"11,269",4.0,False,"Hell's Kitchen, New York",1.6,,1 extra-large double bed,Standard King Room,False,False,True,1,2,2025-02-03
M Social Hotel Times Square New York,464,438,True,8.4,Very good,"11,798",4.0,False,"Manhattan, New York",0.6,9.6,2 double beds,Social City View Doubles,False,False,True,1,2,2025-02-03
"The Mayfair Hotel Times Square, Ascend Hotel Collection",287,287,False,8.6,Fabulous,"1,902",3.0,False,"Manhattan, New York",0.8,9.6,1 large double bed,Queen Room - Non Smoking,False,False,True,1,2,2025-02-03
Four Points by Sheraton New York Downtown,349,298,True,7.8,Good,"1,990",3.0,False,"Manhattan, New York",7.0,,1 extra-large double bed,"Guest Room, 1 King",False,True,False,1,2,2025-02-03
City Club Hotel,301,301,False,7.3,Good,"2,517",4.0,False,"Manhattan, New York",1.4,,1 large double bed,Queen Luxe Room,True,False,True,1,2,2025-02-03
Hotel St. James,233,233,False,8.1,Very good,"3,208",2.0,False,"Manhattan, New York",1.2,9.7,1 large double bed,One Queen Bed Room,False,False,True,1,2,2025-02-03
"The Cloud One New York-Downtown, by the Motel One Group",326,326,False,8.6,Fabulous,"6,374",4.0,False,"Manhattan, New York",7.0,9.4,1 extra-large double bed,Standard King Room,False,False,True,1,2,2025-02-03
Aura Hotel Times Square Newly Renovated,374,331,True,7.6,Good,447,4.0,False,"Manhattan, New York",1.3,9.3,1 single bed,Standard Full,False,False,True,1,2,2025-02-03
The Chelsean New York,303,258,True,7.0,Good,"2,730",3.0,False,"Chelsea, New York",2.8,,2 double beds,"Guest room, 2 Double",False,False,True,1,2,2025-02-03
Riverside Tower Hotel,280,280,False,8.5,Very good,"2,272",2.0,False,"Upper West Side, New York",1.9,,1 double bed,Accessible Double Room,False,False,True,1,2,2025-02-03
Wingate by Wyndham New York Midtown South/5th Ave,321,321,False,8.4,Very good,"2,384",3.0,False,"Manhattan, New York",1.9,9.5,1 extra-large double bed,King Room - Non-Smoking,True,False,True,1,2,2025-02-03
Delta Hotels by Marriott New York Times Square,315,315,False,7.8,Good,"4,188",4.0,False,"Hell's Kitchen, New York",1.6,,2 double beds,Double Room with Two Double Beds,False,False,True,1,2,2025-02-03
"Holiday Inn Express Manhattan Midtown West, an IHG Hotel",211,211,False,7.3,Good,"1,749",3.0,False,"Hell's Kitchen, New York",1.1,,2 double beds,Standard Double Room with Two Double Beds,True,False,True,1,2,2025-02-03
The Washington by LuxUrban,368,368,False,7.7,Good,"9,443",4.0,False,"Manhattan, New York",7.1,9.4,1 single bed,Room Assigned on Arrival,False,False,True,1,2,2025-02-03
Romer Hell's Kitchen,487,487,False,8.6,Fabulous,"2,425",4.0,False,"Hell's Kitchen, New York",0.6,9.5,2 large double beds,Queen Room with Two Queen Beds,False,False,True,1,2,2025-02-03
The Belvedere Hotel,296,267,True,7.9,Good,"5,920",3.0,False,"Hell's Kitchen, New York",0.9,9.4,1 extra-large double bed,Standard King Room,False,False,True,1,2,2025-02-03
"voco Times Square South New York, an IHG Hotel",326,326,False,8.1,Very good,"3,806",4.0,False,"Hell's Kitchen, New York",1.8,,1 double bed,Standard Room with Full Bed and Tub - Mobility Accessible,False,False,True,1,2,2025-02-03
The Herald by LuxUrban,463,385,True,7.7,Good,"8,956",3.0,False,"Manhattan, New York",2.0,9.6,1 extra-large double bed,King Room with Roll-in Shower - Mobility Access/Non-Smoking,False,False,True,1,2,2025-02-03
citizenM New York Bowery,464,464,False,8.7,Fabulous,"3,313",4.0,False,"Lower East Side, New York",5.4,,1 extra-large double bed,King Room,False,False,True,1,2,2025-02-03
Hyatt Place New York City - Times Square,373,373,False,7.8,Good,"21,900",4.0,False,"Hell's Kitchen, New York",1.7,,"2 beds (1 extra-large double, 1 sofa bed)",Standard King Room with Sofa Bed,True,False,True,1,2,2025-02-03
Hampton Inn by Hilton New York Times Square,476,476,False,7.8,Good,"2,432",3.0,False,"Manhattan, New York",1.0,9.5,1 extra-large double bed,King Room with Roll-In Shower - Mobility Access,True,False,True,1,2,2025-02-03
Hilton Garden Inn New York Times Square South,426,426,False,8.2,Very good,"4,030",3.0,False,"Hell's Kitchen, New York",1.8,,1 extra-large double bed,King Room,False,True,False,1,2,2025-02-03
Riu Plaza New York Times Square,735,550,True,8.5,Very good,"7,245",4.0,False,"Hell's Kitchen, New York",1.0,9.5,"3 beds (2 doubles, 1 sofa bed)",Deluxe Family Double Beds,True,False,True,1,2,2025-02-03
Radio Hotel,182,182,False,7.7,Good,"1,716",4.0,False,"Washington Heights, New York",9.8,,,Standard Studio,False,False,True,1,2,2025-02-03
Royalton New York,372,372,False,7.5,Good,"3,095",4.0,False,"Manhattan, New York",1.4,9.4,1 large double bed,Standard Queen Room,False,False,True,1,2,2025-02-03
The Gregorian New York City,459,459,False,8.3,Very good,"1,085",4.0,False,"Manhattan, New York",2.1,9.4,1 extra-large double bed,King Room,False,False,True,1,2,2025-02-03
Moderne Hotel,363,363,False,8.1,Very good,"1,009",4.0,False,"Manhattan, New York",,9.5,1 extra-large double bed,Deluxe Room,False,False,True,1,2,2025-02-03
"The New Yorker, A Wyndham Hotel",312,312,False,7.7,Good,"15,627",4.0,False,"Hell's Kitchen, New York",2.0,9.4,1 large double bed,Standard Queen Room with View,False,False,True,1,2,2025-02-03
Hotel Hayden New York,331,331,False,7.1,Good,"3,146",4.0,False,"Chelsea, New York",2.5,,1 extra-large double bed,Superior King Room,False,False,True,1,2,2025-02-03
UNTITLED at 3 Freeman Alley,491,447,True,8.4,Very good,565,4.0,False,"Lower East Side, New York",5.2,,1 large double bed,Studio Queen,True,False,True,1,2,2025-02-03
"Holiday Inn Express - Wall Street, an IHG Hotel",372,372,False,7.8,Good,"1,893",3.0,False,"Manhattan, New York",7.3,,1 extra-large double bed,Standard Room,False,False,True,1,2,2025-02-03
SoHo 54,280,280,False,7.6,Good,"3,964",3.0,False,"SoHo, New York",5.3,,1 extra-large double bed,SoHo King,False,False,True,1,2,2025-02-03
Executive Hotel Le Soleil New York,537,537,False,8.6,Fabulous,"4,537",4.0,False,"Manhattan, New York",2.0,9.5,1 large double bed,Executive Queen Room,False,False,True,1,2,2025-02-03
Cambria Hotel New York - Chelsea,418,418,False,7.9,Good,"4,002",4.0,False,"Chelsea, New York",2.5,,1 extra-large double bed,King Room - Non-Smoking,False,False,True,1,2,2025-02-03
Best Western Premier Herald Square,282,282,False,7.8,Good,675,3.0,False,"Manhattan, New York",2.0,,1 extra-large double bed,Executive King Room - Non-Smoking,False,False,True,1,2,2025-02-03
Hotel Belleclaire Central Park,354,354,False,8.1,Very good,"5,083",4.0,False,"Upper West Side, New York",1.6,9.3,1 extra-large double bed,Premium 1 King Bed,True,False,True,1,2,2025-02-03
Park Lane New York,1035,898,True,7.9,Good,"5,019",5.0,False,"Manhattan, New York",0.6,9.6,1 extra-large double bed,Park Lane King,False,False,True,1,2,2025-02-03
La Quinta by Wyndham Time Square South,358,358,False,8.5,Very good,"4,318",3.0,False,"Hell's Kitchen, New York",1.7,9.3,1 extra-large double bed,King Room - Non-Smoking,True,False,True,1,2,2025-02-03
Pod Times Square,293,293,False,8.2,Very good,"23,078",3.0,False,"Hell's Kitchen, New York",1.4,9.4,2 single beds,Bunk Pod,False,False,True,1,2,2025-02-03
DoubleTree by Hilton New York Times Square South,397,397,False,8.2,Very good,"6,586",4.0,False,"Hell's Kitchen, New York",1.8,,1 extra-large double bed,King Room,False,True,False,1,2,2025-02-03
Hotel 57 by LuxUrban,353,353,False,7.0,Good,"5,034",4.0,False,"Midtown East, New York",1.3,,1 double bed,Double Room - Non-Smoking,False,False,True,1,2,2025-02-03
Tempo By Hilton New York Times Square,798,798,False,8.5,Very good,848,4.0,False,"Manhattan, New York",1.0,9.5,1 extra-large double bed,King Room with Roll-In Shower and City View,False,False,True,1,2,2025-02-03
DoubleTree by Hilton New York Downtown,360,360,False,7.5,Good,"3,935",4.0,False,"Manhattan, New York",7.6,,1 extra-large double bed,King Room,False,True,False,1,2,2025-02-03
Homewood Suites Midtown Manhattan Times Square South,410,410,False,8.3,Very good,"4,419",3.0,False,"Hell's Kitchen, New York",1.8,,1 extra-large double bed,Efficiency King Studio with Sofa Bed,True,False,True,1,2,2025-02-03
Park Central,418,418,False,7.3,Good,"7,465",4.0,False,"Manhattan, New York",,9.4,1 extra-large double bed,Classic King Room,False,False,True,1,2,2025-02-03
Riu Plaza Manhattan Times Square,875,595,True,8.6,Fabulous,"13,243",4.0,False,"Manhattan, New York",1.0,9.6,1 extra-large double bed,Deluxe Superior King with views,True,False,True,1,2,2025-02-03
The Knickerbocker,934,934,False,8.6,Fabulous,"2,311",5.0,False,"Manhattan, New York",1.4,9.5,1 extra-large double bed,Superior Room with One King Bed,False,False,True,1,2,2025-02-03
Freehand New York,403,403,False,8.0,Very good,"2,235",4.0,False,"Gramercy, New York",3.1,,"2 beds (1 bunk bed, 1 large double)",Three's Company,False,False,True,1,2,2025-02-03
