name,original_price,discounted_price,discount,review_score,review_title,number_of_reviews,star_rating,is_apartment,neighborhood,kms_from_centre,location_score,bed_type,room_type,breakfast_included,free_cancellation,prepayment_needed,time_to_travel,length_of_stay,snapshot_date
Best Western Premier Herald Square,141,141,False,7.8,Good,674,3.0,False,"Manhattan, New York",,,1 extra-large double bed,King Room - Non-Smoking,False,True,False,8,1,2025-02-04
"Holiday Inn Manhattan 6th Ave - Chelsea, an IHG Hotel",129,129,False,7.6,Good,"3,034",4.0,False,"Chelsea, New York",,,1 large double bed,Standard Queen Room with Communications Accessible Roll-In Shower,False,False,True,8,1,2025-02-04
Comfort Inn Manhattan - Midtown West,126,126,False,7.0,Good,"1,020",3.0,False,"Hell's Kitchen, New York",,,1 extra-large double bed,King Room - Non-Smoking,True,False,True,8,1,2025-02-04
Hyatt Place New York Chelsea,217,217,False,7.9,Good,"18,035",4.0,False,"Chelsea, New York",,,1 extra-large double bed,King Room,True,True,True,8,1,2025-02-04
"Hotel Indigo NYC Financial District, an IHG Hotel",208,208,False,8.9,Fabulous,"1,548",3.0,False,"Manhattan, New York",,9.5,1 extra-large double bed,Standard King Room,False,False,True,8,1,2025-02-04
Artezen Hotel,207,207,False,9.2,Superb,"1,289",4.0,False,"Manhattan, New York",,9.6,1 double bed,Petite Queen Room,False,False,True,8,1,2025-02-04
Millennium Downtown New York,261,239,True,7.1,Good,"5,541",4.0,False,"Manhattan, New York",,,2 double beds,Deluxe Double Room with Two Double Beds,False,False,True,8,1,2025-02-04
Four Points by Sheraton New York Downtown,220,220,False,7.8,Good,"1,993",3.0,False,"Manhattan, New York",,,2 double beds,"Guest room, 2 Double",False,True,False,8,1,2025-02-04
Hampton Inn Manhattan-35th St Empire State Bldg,192,192,False,8.2,Very good,"6,701",3.0,False,"Manhattan, New York",,9.6,1 extra-large double bed,King Room - Non-Smoking,True,False,True,8,1,2025-02-04
Pod 39,151,151,False,8.3,Very good,"12,820",3.0,False,"Murray Hill, New York",,9.5,1 double bed,Double Room,False,False,True,8,1,2025-02-04
Executive Hotel Le Soleil New York,280,280,False,8.7,Fabulous,"4,541",4.0,False,"Manhattan, New York",,9.5,1 large double bed,Executive Queen Room,False,True,True,8,1,2025-02-04
Lex Hotel NYC,173,157,True,8.2,Very good,"1,534",3.0,False,"Kips Bay, New York",,,1 large double bed,Cozy Queen Room,False,False,True,8,1,2025-02-04
Hotel Belleclaire Central Park,219,219,False,8.1,Very good,"5,087",4.0,False,"Upper West Side, New York",,9.3,1 large double bed,Deluxe 1 Queen Bed Accessible,True,True,False,8,1,2025-02-04
Fairfield Inn & Suites New York Manhattan/Downtown East,154,154,False,8.2,Very good,"1,186",3.0,False,"Chinatown, New York",,,1 extra-large double bed,King Room,True,False,True,8,1,2025-02-04
Arthouse Hotel,231,231,False,7.9,Good,"2,271",4.0,False,"Upper West Side, New York",,,1 large double bed,Superior Queen,False,True,False,8,1,2025-02-04
"Club Quarters Hotel World Trade Center, New York",178,178,False,8.3,Very good,"4,094",4.0,False,"Manhattan, New York",,9.4,1 large double bed,Small Queen Room,False,False,True,8,1,2025-02-04
Hilton Garden Inn New York Central Park South-Midtown West,169,136,True,7.6,Good,"8,809",3.0,False,"Manhattan, New York",,9.4,1 extra-large double bed,King Room with Roll-In Shower - Mobility and Hearing Access,False,False,True,8,1,2025-02-04
The Manhattan at Times Square,104,104,False,5.5,Review score,"7,669",4.0,False,"Manhattan, New York",,,,Standard Room,False,False,True,8,1,2025-02-04
Motto by Hilton New York City Chelsea,267,267,False,8.5,Very good,"3,147",4.0,False,"Chelsea, New York",,9.4,1 extra-large double bed,King Room,False,False,True,8,1,2025-02-04
DoubleTree by Hilton New York Midtown Fifth Ave,225,225,False,7.6,Good,"1,707",4.0,False,"Manhattan, New York",,9.4,1 large double bed,Queen Room,False,False,True,8,1,2025-02-04
Pod 51,118,118,False,7.9,Good,"11,276",3.0,False,"Midtown East, New York",,9.3,2 single beds,Standard Bunk Bed Room with Shared Bathroom,False,False,True,8,1,2025-02-04
Hyatt Centric Midtown 5th Avenue New York,313,313,False,8.0,Very good,"1,132",4.0,False,"Manhattan, New York",,,1 extra-large double bed,Standard King Room,False,True,True,8,1,2025-02-04
Home2 Suites By Hilton New York Times Square,198,198,False,7.7,Good,"1,218",3.0,False,"Manhattan, New York",,9.5,1 large double bed,Queen Studio Suite,True,True,False,8,1,2025-02-04
Hilton Garden Inn New York Manhattan Midtown East,185,185,False,7.4,Good,"1,364",3.0,False,"Midtown East, New York",,,1 extra-large double bed,King Room with Roll-In Shower - Mobility and Hearing Access,False,False,True,8,1,2025-02-04
Four Points by Sheraton Midtown - Times Square,186,186,False,8.1,Very good,"3,153",4.0,False,"Hell's Kitchen, New York",,,1 extra-large double bed,King Room,True,True,False,8,1,2025-02-04
Hudson Yards Hotel,152,122,True,6.0,Review score,205,3.0,False,"Hell's Kitchen, New York",,,1 extra-large double bed,Standard King Room,False,True,False,8,1,2025-02-04
The Flat NYC,155,155,False,7.9,Good,"2,439",3.0,False,"Flatiron District, New York",,9.5,1 large double bed,Queen Room with Shared Bathroom,False,False,True,8,1,2025-02-04
NoMo SoHo,321,321,False,7.7,Good,"1,413",4.0,False,"SoHo, New York",,,1 large double bed,Classic Queen,False,False,True,8,1,2025-02-04
The Pearl Hotel,209,209,False,8.7,Fabulous,"2,099",4.0,False,"Manhattan, New York",,9.7,1 large double bed,Superior Queen Room,True,True,True,8,1,2025-02-04
Hampton Inn Manhattan Chelsea,132,132,False,7.2,Good,"1,841",3.0,False,"Chelsea, New York",,,1 large double bed,Queen Room,True,False,True,8,1,2025-02-04
TRYP by Wyndham New York City Times Square - Midtown,159,159,False,7.4,Good,"2,717",4.0,False,"Hell's Kitchen, New York",,,Multiple bed types,King Room,False,True,True,8,1,2025-02-04
Motto By Hilton New York City Times Square,166,166,False,8.0,Very good,"1,118",3.0,False,"Manhattan, New York",,9.4,1 large double bed,Flex Room with Wall Bed,False,False,True,8,1,2025-02-04
Millennium Premier New York Times Square,175,175,False,7.4,Good,"1,141",4.0,False,"Manhattan, New York",,9.3,1 large double bed,Premier Queen Room,True,False,True,8,1,2025-02-04
Hotel AKA NoMad,336,336,False,8.3,Very good,663,4.0,False,"NoMad, New York",,9.3,1 large double bed,Double Room,False,False,True,8,1,2025-02-04
Courtyard New York Manhattan/Times Square,271,271,False,8.1,Very good,"3,036",3.0,False,"Manhattan, New York",,9.6,2 double beds,Double Room with Two Double Beds and Roll-in Shower - Mobility and Hearing Accessible,False,False,True,8,1,2025-02-04
"Kimpton Hotel Eventi, an IHG Hotel",350,350,False,8.4,Very good,505,5.0,False,"Chelsea, New York",,,1 extra-large double bed,Essential Room,False,False,True,8,1,2025-02-04
Concorde Hotel New York,297,297,False,8.7,Fabulous,"1,732",4.0,False,"Midtown East, New York",,9.4,1 large double bed,Deluxe Queen Room,False,True,True,8,1,2025-02-04
Hotel Mulberry,152,152,False,8.5,Very good,784,3.0,False,"Chinatown, New York",,,1 extra-large double bed,Deluxe King Room,False,True,True,8,1,2025-02-04
Moxy NYC Lower East Side,316,316,False,8.0,Very good,"1,241",4.0,False,"Lower East Side, New York",,,2 double beds,Double Room with Two Double Beds,True,False,True,8,1,2025-02-04
citizenM New York Bowery,209,209,False,8.7,Fabulous,"3,312",4.0,False,"Lower East Side, New York",,,1 extra-large double bed,King Room,False,True,True,8,1,2025-02-04
"Hotel Shocard Broadway, Times Square",123,123,False,7.0,Good,"2,761",3.0,False,"Manhattan, New York",,9.3,1 large double bed,Queen Room,False,True,True,8,1,2025-02-04
Sixty LES,250,250,False,7.7,Good,848,4.0,False,"Lower East Side, New York",,,1 large double bed,Queen Studio,False,True,True,8,1,2025-02-04
Hotel Stanford,192,163,True,7.9,Good,140,3.0,False,"Manhattan, New York",,9.5,1 double bed,Budget Double Room,True,True,True,8,1,2025-02-04
Hampton Inn Manhattan Grand Central,198,198,False,8.0,Very good,"1,083",3.0,False,"Midtown East, New York",,,1 extra-large double bed,King Room - Non-Smoking,True,False,True,8,1,2025-02-04
"Club Quarters Hotel Grand Central, New York",230,230,False,8.3,Very good,"4,802",4.0,False,"Midtown East, New York",,9.4,1 large double bed,Standard Queen Room,False,False,True,8,1,2025-02-04
Arlo NoMad,229,229,False,8.4,Very good,"2,274",4.0,False,"NoMad, New York",,9.4,2 single beds,Bunk Room,False,True,True,8,1,2025-02-04
Carnegie Hotel,226,226,False,8.6,Fabulous,"2,254",4.0,False,"Manhattan, New York",,9.6,1 large double bed,Superior Queen Room,True,True,True,8,1,2025-02-04
Royalton New York,456,456,False,7.5,Good,"3,097",4.0,False,"Manhattan, New York",1.4,9.4,1 large double bed,Standard Queen Room,False,True,True,8,2,2025-02-04
UNTITLED at 3 Freeman Alley,528,481,True,8.4,Very good,566,4.0,False,"Lower East Side, New York",5.2,,1 double bed,Studio Mini,True,True,True,8,2,2025-02-04
Night Hotel Broadway,429,282,True,6.6,Review score,"3,447",3.0,False,"Upper West Side, New York",2.9,,1 large double bed,"Bronze, 1 Queen Bed",False,True,True,8,2,2025-02-04
Aura Hotel Times Square Newly Renovated,385,340,True,7.6,Good,450,4.0,False,"Manhattan, New York",1.3,9.3,1 single bed,Standard Full,False,True,True,8,2,2025-02-04
Riu Plaza Manhattan Times Square,735,550,True,8.6,Fabulous,"13,255",4.0,False,"Manhattan, New York",1.0,9.6,1 extra-large double bed,Deluxe King,True,False,True,8,2,2025-02-04
Sonder at One Platt,406,406,False,8.1,Very good,"1,839",4.0,False,"Manhattan, New York",7.0,,,Queen Studio,False,True,True,8,2,2025-02-04
"33 Hotel, New York City, Seaport",934,934,False,8.8,Fabulous,671,5.0,False,"Manhattan, New York",6.9,9.3,1 extra-large double bed,Deluxe Peck Slip King,False,True,True,8,2,2025-02-04
Tempo By Hilton New York Times Square,669,669,False,8.5,Very good,851,4.0,False,"Manhattan, New York",1.0,9.5,1 extra-large double bed,King Room with City View,False,True,False,8,2,2025-02-04
NH Collection New York Madison Avenue,575,575,False,8.4,Very good,"1,970",4.0,False,"Murray Hill, New York",2.0,9.5,1 large double bed,Superior Room,False,False,True,8,2,2025-02-04
Pod Times Square,237,237,False,8.2,Very good,"23,096",3.0,False,"Hell's Kitchen, New York",1.4,9.4,2 single beds,Bunk Pod,False,False,True,8,2,2025-02-04
SpringHill Suites by Marriott New York Manhattan Chelsea,354,354,False,8.3,Very good,"10,960",4.0,False,"Chelsea, New York",2.5,9.4,,Studio King Room,True,False,True,8,2,2025-02-04
Hotel 57 by LuxUrban,369,307,True,7.0,Good,"5,040",4.0,False,"Midtown East, New York",1.3,,1 double bed,Double Room - Non-Smoking,False,False,True,8,2,2025-02-04
Arlo Midtown,487,404,True,8.6,Fabulous,"6,242",4.0,False,"Hell's Kitchen, New York",1.7,,1 extra-large double bed,King Room,False,False,True,8,2,2025-02-04
Residence Inn by Marriott New York Manhattan/Times Square,743,743,False,8.1,Very good,"6,944",4.0,False,"Manhattan, New York",1.7,9.6,"2 beds (1 sofa bed, 1 large double)",Queen Studio with Sofa Bed,True,True,False,8,2,2025-02-04
Fairfield Inn by Marriott New York Manhattan/Financial District,315,315,False,7.8,Good,"3,624",3.0,False,"Manhattan, New York",7.2,,1 extra-large double bed,King Room,True,True,False,8,2,2025-02-04
Renaissance New York Times Square by Marriott,562,562,False,8.4,Very good,"2,171",4.0,False,"Manhattan, New York",1.0,9.6,2 double beds,Room with Two Double Beds - City View,False,False,True,8,2,2025-02-04
Hyatt House New York/Chelsea,523,523,False,8.4,Very good,"1,740",3.0,False,"Chelsea, New York",2.5,9.5,1 extra-large double bed,Den King Room,True,False,True,8,2,2025-02-04
Hotel Edison Times Square,397,397,False,7.7,Good,"13,387",4.0,False,"Manhattan, New York",1.0,9.4,1 large double bed,Signature 1 Queen Bed,True,True,False,8,2,2025-02-04
New York Marriott Marquis,877,877,False,8.3,Very good,"3,048",5.0,False,"Manhattan, New York",1.1,9.5,1 extra-large double bed,King Room with Sofa Bed (Upon Request),False,False,True,8,2,2025-02-04
"Holiday Inn Express - Times Square South, an IHG Hotel",332,332,False,8.1,Very good,"2,979",3.0,False,"Manhattan, New York",2.0,9.5,1 extra-large double bed,Standard King Room,True,False,True,8,2,2025-02-04
citizenM New York Times Square,449,449,False,8.7,Fabulous,"3,997",4.0,False,"Manhattan, New York",0.8,9.6,1 extra-large double bed,King Room,False,True,True,8,2,2025-02-04
Doubletree By Hilton New York Times Square West,259,259,False,6.8,Review score,"11,258",4.0,False,"Hell's Kitchen, New York",1.6,,1 extra-large double bed,Standard King Room,False,False,True,8,2,2025-02-04
Sonder Battery Park,494,494,False,8.5,Very good,"2,447",3.0,True,"Manhattan, New York",7.5,,,Superior Apartment with City View,False,True,True,8,2,2025-02-04
Homewood Suites Midtown Manhattan Times Square South,321,321,False,8.3,Very good,"4,424",3.0,False,"Hell's Kitchen, New York",1.8,,1 extra-large double bed,Efficiency King Studio with Sofa Bed,True,False,True,8,2,2025-02-04
Hilton Club The Central at 5th New York,745,745,False,9.0,Superb,802,3.0,False,"Midtown East, New York",1.3,9.8,1 extra-large double bed,King Studio,False,False,True,8,2,2025-02-04
Romer Hell's Kitchen,498,498,False,8.6,Fabulous,"2,430",4.0,False,"Hell's Kitchen, New York",0.6,9.5,1 extra-large double bed,Deluxe King,False,True,False,8,2,2025-02-04
Hilton New York Times Square,329,329,False,7.2,Good,"1,179",4.0,False,"Manhattan, New York",1.4,,1 extra-large double bed,King Room,False,False,True,8,2,2025-02-04
Hilton Garden Inn West 35th Street,327,327,False,8.2,Very good,"3,059",3.0,False,"Manhattan, New York",2.0,9.5,1 extra-large double bed,King Room,False,False,True,8,2,2025-02-04
Hilton Garden Inn New York Times Square South,329,329,False,8.2,Very good,"4,028",3.0,False,"Hell's Kitchen, New York",1.8,,1 extra-large double bed,King Room - Hearing Access,False,False,True,8,2,2025-02-04
citizenM New York Bowery,406,406,False,8.7,Fabulous,"3,312",4.0,False,"Lower East Side, New York",5.4,,1 extra-large double bed,King Room,False,True,True,8,2,2025-02-04
Little Manhattan near Time Square,258,258,False,8.5,Very good,20,,,"Hell's Kitchen, New York",1.4,,1 large double bed,Standard Queen Room,False,False,True,8,2,2025-02-04
"voco Times Square South New York, an IHG Hotel",360,360,False,8.1,Very good,"3,809",4.0,False,"Hell's Kitchen, New York",1.8,,1 double bed,Standard Double Room,False,True,False,8,2,2025-02-04
Cambria Hotel New York - Chelsea,356,356,False,7.9,Good,"3,999",4.0,False,"Chelsea, New York",2.5,,1 extra-large double bed,King Room - Disability Access,False,True,False,8,2,2025-02-04
Best Western Premier Herald Square,271,271,False,7.8,Good,674,3.0,False,"Manhattan, New York",2.0,,1 extra-large double bed,King Room - Non-Smoking,False,True,False,8,2,2025-02-04
Hilton Garden Inn NYC Financial Center/Manhattan Downtown,290,290,False,8.3,Very good,"5,048",3.0,False,"Manhattan, New York",7.7,,1 extra-large double bed,King Room,False,False,True,8,2,2025-02-04
Archer Hotel New York,707,707,False,8.8,Fabulous,"1,023",4.0,False,"Manhattan, New York",1.8,9.5,1 double bed,Room Type Selected by Hotel,False,True,False,8,2,2025-02-04
414 Hotel,242,219,True,7.0,Good,7,,,"Hell's Kitchen, New York",1.1,,Private suite,Deluxe Queen Suite,False,False,True,8,2,2025-02-04
Hampton Inn Manhattan-35th St Empire State Bldg,361,361,False,8.2,Very good,"6,701",3.0,False,"Manhattan, New York",2.0,9.6,1 extra-large double bed,King Room - Non-Smoking,True,True,False,8,2,2025-02-04
Comfort Inn Manhattan - Midtown West,258,258,False,7.0,Good,"1,020",3.0,False,"Hell's Kitchen, New York",1.1,,1 double bed,One Bed,True,True,True,8,2,2025-02-04
Hotel Stanford,389,332,True,7.9,Good,140,3.0,False,"Manhattan, New York",2.3,9.5,1 double bed,Budget Double Room,True,True,True,8,2,2025-02-04
Henn na Hotel New York,351,351,False,8.6,Fabulous,"3,293",4.0,False,"Manhattan, New York",1.9,9.5,2 double beds,Deluxe Double Room,False,True,False,8,2,2025-02-04
"The Cloud One New York-Downtown, by the Motel One Group",326,326,False,8.6,Fabulous,"6,377",4.0,False,"Manhattan, New York",7.0,9.4,1 extra-large double bed,Standard King Room,False,True,False,8,2,2025-02-04
Leon Hotel LES,313,313,False,8.0,Very good,"2,565",3.0,False,"Lower East Side, New York",5.9,,1 extra-large double bed,Deluxe King Room,False,False,True,8,2,2025-02-04
DoubleTree by Hilton New York Times Square South,308,308,False,8.2,Very good,"6,585",4.0,False,"Hell's Kitchen, New York",1.8,,1 extra-large double bed,King Room,False,False,True,8,2,2025-02-04
Freehand New York,350,350,False,8.0,Very good,"2,236",4.0,False,"Gramercy, New York",3.1,,1 large double bed,Premium Queen,False,True,True,8,2,2025-02-04
La Quinta by Wyndham Time Square South,312,312,False,8.5,Very good,"4,326",3.0,False,"Hell's Kitchen, New York",1.7,9.3,1 extra-large double bed,King Room - Non-Smoking,True,True,False,8,2,2025-02-04
Eurostars Wall Street,328,264,True,7.9,Good,"1,347",4.0,False,"Manhattan, New York",7.3,,1 large double bed,Queen Room,False,True,False,8,2,2025-02-04
The Gregorian New York City,459,459,False,8.3,Very good,"1,092",4.0,False,"Manhattan, New York",2.1,9.4,1 double bed,Double Room,False,True,True,8,2,2025-02-04
Hampton Inn Times Square Central,344,344,False,8.3,Very good,"2,832",3.0,False,"Manhattan, New York",1.5,9.5,1 extra-large double bed,King Room with Roll-In Shower - Mobility and Hearing Access/Non-Smoking,True,True,False,8,2,2025-02-04
The Ridge,270,270,False,7.6,Good,"1,307",3.0,False,"Lower East Side, New York",5.1,,1 large double bed,Standard Queen Room,False,False,True,8,2,2025-02-04
Aloft New York Chelsea,335,335,False,8.3,Very good,162,4.0,False,"Chelsea, New York",2.5,,1 extra-large double bed,King Room,False,False,True,8,2,2025-02-04
Home2 Suites By Hilton New York Times Square,397,397,False,7.7,Good,"1,218",3.0,False,"Manhattan, New York",1.0,9.5,1 large double bed,Queen Studio Suite,True,True,False,8,2,2025-02-04
Hyatt Place New York Chelsea,395,395,False,7.9,Good,"18,035",4.0,False,"Chelsea, New York",2.8,,1 extra-large double bed,King Room,True,True,True,8,2,2025-02-04
City Club Hotel,359,359,False,7.3,Good,"2,520",4.0,False,"Manhattan, New York",1.4,,1 single bed,Double Room,True,False,True,8,2,2025-02-04
Millennium Hotel Broadway Times Square,403,370,True,7.4,Good,"7,900",4.0,False,"Manhattan, New York",1.3,9.4,1 large double bed,Standard Queen Room,False,True,False,8,2,2025-02-04
Moxy NYC Lower East Side,497,497,False,8.0,Very good,"1,241",4.0,False,"Lower East Side, New York",5.6,,1 extra-large double bed,King Room  - No View,True,False,True,8,2,2025-02-04
CIVILIAN Hotel,418,397,True,8.6,Fabulous,"4,744",4.0,False,"Hell's Kitchen, New York",0.9,9.6,1 large double bed,Double Room,False,True,True,8,2,2025-02-04
"Holiday Inn Express - Wall Street, an IHG Hotel",339,339,False,7.8,Good,"1,893",3.0,False,"Manhattan, New York",7.3,,1 extra-large double bed,Superior King Room,True,False,True,8,2,2025-02-04
DoubleTree by Hilton Hotel New York City - Chelsea,308,308,False,7.1,Good,"3,615",4.0,False,"Chelsea, New York",2.5,,1 extra-large double bed,King Room - Non-Smoking,False,False,True,8,2,2025-02-04
"Hotel Indigo NYC Financial District, an IHG Hotel",385,385,False,8.9,Fabulous,"1,548",3.0,False,"Manhattan, New York",7.2,9.5,1 extra-large double bed,Standard King Room,False,False,True,8,2,2025-02-04
Moderne Hotel,363,347,True,8.1,Very good,"1,012",4.0,False,"Manhattan, New York",,9.5,1 extra-large double bed,Deluxe Room,False,False,True,8,2,2025-02-04
"U Hotel Fifth Avenue, Empire State Building",300,300,False,7.9,Good,"3,416",3.0,False,"Manhattan, New York",2.1,9.5,1 double bed,Double Room,False,False,True,8,2,2025-02-04
The Belvedere Hotel,307,277,True,7.9,Good,"5,913",3.0,False,"Hell's Kitchen, New York",0.9,9.4,1 extra-large double bed,Standard King Room,False,False,True,8,2,2025-02-04
Fairfield By Marriott New York Manhattan Times Square,395,395,False,8.3,Very good,"5,634",4.0,False,"Hell's Kitchen, New York",1.6,,1 extra-large double bed,King Room with View,True,True,False,8,2,2025-02-04
Motto by Hilton New York City Chelsea,445,445,False,8.5,Very good,"3,147",4.0,False,"Chelsea, New York",2.8,9.4,1 extra-large double bed,King Room,False,False,True,8,2,2025-02-04
Artezen Hotel,370,370,False,9.2,Superb,"1,289",4.0,False,"Manhattan, New York",6.9,9.6,1 double bed,Petite Queen Room,False,False,True,8,2,2025-02-04
"Holiday Inn Manhattan 6th Ave - Chelsea, an IHG Hotel",268,268,False,7.6,Good,"3,034",4.0,False,"Chelsea, New York",2.7,,1 large double bed,Standard Queen Room with Communications Accessible Roll-In Shower,False,False,True,8,2,2025-02-04
Chelsea Rooms NYC,211,211,False,7.3,Good,"1,038",2.0,False,"Chelsea, New York",2.5,,1 large double bed,Deluxe Double Room,True,False,True,8,2,2025-02-04
Four Points by Sheraton New York Downtown,395,395,False,7.8,Good,"1,993",3.0,False,"Manhattan, New York",7.0,,2 double beds,"Guest room, 2 Double",False,True,False,8,2,2025-02-04
Pod 51,237,237,False,7.9,Good,"11,276",3.0,False,"Midtown East, New York",1.7,9.3,2 single beds,Standard Bunk Bed Room with Shared Bathroom,False,False,True,8,2,2025-02-04
Millennium Downtown New York,475,436,True,7.1,Good,"5,541",4.0,False,"Manhattan, New York",6.8,,1 extra-large double bed,Superior King Room,False,False,True,8,2,2025-02-04
Park Central,372,372,False,7.3,Good,"7,467",4.0,False,"Manhattan, New York",,9.4,1 extra-large double bed,Classic King Room,False,True,True,8,2,2025-02-04
Best Western Premier Empire State Hotel,333,333,False,8.5,Very good,"1,501",3.0,False,"NoMad, New York",2.5,9.3,1 extra-large double bed,King Room,False,True,False,8,2,2025-02-04
SoHo 54,287,287,False,7.6,Good,"3,965",3.0,False,"SoHo, New York",5.3,,1 extra-large double bed,SoHo King,False,True,False,8,2,2025-02-04
Radio City Apartments,331,331,False,8.7,Fabulous,"6,166",3.0,False,"Manhattan, New York",0.9,9.7,1 large double bed,Queen Studio,False,True,True,8,2,2025-02-04
The Blakely by LuxUrban,437,364,True,7.4,Good,"6,012",,,"Manhattan, New York",0.5,9.4,1 extra-large double bed,King Room - Non-Smoking,False,False,True,8,2,2025-02-04
"Staypineapple, An Artful Hotel, Midtown New York",276,276,False,8.6,Fabulous,"1,643",4.0,False,"Hell's Kitchen, New York",1.8,,1 extra-large double bed,Fashionista King,False,True,True,8,2,2025-02-04
Hotel Hayden New York,342,342,False,7.1,Good,"3,145",4.0,False,"Chelsea, New York",2.5,,1 extra-large double bed,Superior King Room,False,True,False,8,2,2025-02-04
Hudson Yards Hotel,326,262,True,6.0,Review score,205,3.0,False,"Hell's Kitchen, New York",1.5,,1 extra-large double bed,Standard King Room,False,True,False,8,2,2025-02-04
Hotel Belleclaire Central Park,401,401,False,8.1,Very good,"5,087",4.0,False,"Upper West Side, New York",1.6,9.3,1 large double bed,Deluxe 1 Queen Bed Accessible,False,False,True,8,2,2025-02-04
"Holiday Inn Express New York City Chelsea, an IHG Hotel",395,329,True,7.8,Good,"3,627",3.0,False,"Chelsea, New York",2.4,,1 extra-large double bed,Standard King Room with Mobility Accessible Roll-In Shower,True,True,False,8,2,2025-02-04
"The New Yorker, A Wyndham Hotel",310,310,False,7.7,Good,"15,627",4.0,False,"Hell's Kitchen, New York",2.0,9.4,1 large double bed,Standard Queen Room with View,False,True,True,8,2,2025-02-04
The Manhattan Club,467,467,False,8.2,Very good,"4,226",4.0,False,"Manhattan, New York",,9.6,Private suite,Executive Junior Suite,False,True,True,8,2,2025-02-04
Executive Hotel Le Soleil New York,537,537,False,8.7,Fabulous,"4,541",4.0,False,"Manhattan, New York",2.0,9.5,1 large double bed,Executive Queen Room,False,True,True,8,2,2025-02-04
Ink 48 Hotel,304,304,False,7.5,Good,"2,560",4.0,False,"Hell's Kitchen, New York",1.2,,1 extra-large double bed,King Room - Disability Access,False,False,True,8,2,2025-02-04
Courtyard by Marriott Times Square West,521,418,True,8.4,Very good,"3,103",3.0,False,"Hell's Kitchen, New York",1.8,,1 extra-large double bed,King Room with Roll-in Shower - Mobility and Hearing Accessible,False,True,False,8,2,2025-02-04
Hilton Garden Inn New York Manhattan Midtown East,351,351,False,7.4,Good,"1,364",3.0,False,"Midtown East, New York",1.6,,1 extra-large double bed,King Room,False,False,True,8,2,2025-02-04
"Club Quarters Hotel World Trade Center, New York",336,336,False,8.3,Very good,"4,094",4.0,False,"Manhattan, New York",7.0,9.4,1 large double bed,Small Queen Room,False,False,True,8,2,2025-02-04
Pestana CR7 Times Square,314,314,False,8.6,Fabulous,"2,571",4.0,False,"Hell's Kitchen, New York",1.6,,1 large double bed,Comfort Room,False,True,True,8,2,2025-02-04
Courtyard New York Manhattan/Times Square,500,500,False,8.1,Very good,"3,036",3.0,False,"Manhattan, New York",1.6,9.6,2 double beds,Double Room with Two Double Beds and Roll-in Shower - Mobility and Hearing Accessible,False,False,True,8,2,2025-02-04
"The Historic Blue Angel Hotel Lexington Ave, Ascend Hotel Collection",328,328,False,8.7,Fabulous,"1,182",3.0,False,"Midtown East, New York",1.5,9.5,1 large double bed,Queen Room - Non-Smoking,False,True,True,8,2,2025-02-04
Sheraton Tribeca New York Hotel,383,383,False,7.9,Good,"3,273",4.0,False,"Tribeca, New York",5.6,,1 extra-large double bed,Standard King Room,False,False,True,8,2,2025-02-04
The Pearl Hotel,441,441,False,8.7,Fabulous,"2,099",4.0,False,"Manhattan, New York",0.8,9.7,1 large double bed,Superior Queen Room,True,True,True,8,2,2025-02-04
Hotel Mimosa,276,276,False,8.3,Very good,"1,112",3.0,False,"Chinatown, New York",6.1,,1 large double bed,Queen Room,False,True,True,8,2,2025-02-04
"Club Quarters Hotel Grand Central, New York",419,419,False,8.3,Very good,"4,802",4.0,False,"Midtown East, New York",1.8,9.4,1 large double bed,Standard Queen Room,False,False,True,8,2,2025-02-04
Heritage Hotel New York City,294,294,False,7.4,Good,"3,783",3.0,False,"Flatiron District, New York",2.8,9.4,1 extra-large double bed,King Room - Non-Smoking,False,False,True,8,2,2025-02-04
Hotel AKA NoMad,638,638,False,8.3,Very good,663,4.0,False,"NoMad, New York",2.5,9.3,1 large double bed,Double Room,False,False,True,8,2,2025-02-04
Hilton Garden Inn New York - Times Square Central,327,327,False,7.7,Good,"1,842",3.0,False,"Manhattan, New York",1.5,9.3,1 large double bed,Queen Room,False,False,True,8,2,2025-02-04
Hampton Inn Manhattan Grand Central,356,356,False,8.0,Very good,"1,083",3.0,False,"Midtown East, New York",2.1,,1 extra-large double bed,King Room - Non-Smoking,True,False,True,8,2,2025-02-04
Motto By Hilton New York City Times Square,332,332,False,8.0,Very good,"1,118",3.0,False,"Manhattan, New York",1.0,9.4,1 large double bed,Flex Room with Wall Bed,False,False,True,8,2,2025-02-04
Royalton New York,830,767,True,7.5,Good,"3,097",4.0,False,"Manhattan, New York",1.4,9.4,1 large double bed,Standard Queen Room,False,True,True,8,3,2025-02-04
UNTITLED at 3 Freeman Alley,926,844,True,8.4,Very good,566,4.0,False,"Lower East Side, New York",5.2,,1 double bed,Studio Mini,True,True,True,8,3,2025-02-04
Aura Hotel Times Square Newly Renovated,727,727,False,7.6,Good,450,4.0,False,"Manhattan, New York",1.3,9.3,1 single bed,Standard Full,False,True,True,8,3,2025-02-04
Riu Plaza Manhattan Times Square,1389,1031,True,8.6,Fabulous,"13,255",4.0,False,"Manhattan, New York",1.0,9.6,1 extra-large double bed,Deluxe King,True,False,True,8,3,2025-02-04
Sonder at One Platt,865,865,False,8.1,Very good,"1,839",4.0,False,"Manhattan, New York",7.0,,,Deluxe Queen Studio,False,True,True,8,3,2025-02-04
