name,original_price,discounted_price,discount,review_score,review_title,number_of_reviews,star_rating,is_apartment,neighborhood,kms_from_centre,location_score,bed_type,room_type,breakfast_included,free_cancellation,prepayment_needed,time_to_travel,length_of_stay,snapshot_date
The FIDI Hotel,179,179,False,8.1,Very good,"1,459",4.0,False,"Manhattan, New York",7.6,,1 large double bed,Standard Queen,False,False,True,1,1,2025-02-04
Heritage Hotel New York City,154,154,False,7.4,Good,"3,783",3.0,False,"Flatiron District, New York",2.8,9.4,1 extra-large double bed,King Room - Non-Smoking,False,False,True,1,1,2025-02-04
The Knickerbocker,433,433,False,8.6,Fabulous,"2,312",5.0,False,"Manhattan, New York",1.4,9.5,1 extra-large double bed,Superior Room with One King Bed,False,False,True,1,1,2025-02-04
Courtyard New York Downtown Manhattan/Financial District,174,174,False,7.7,Good,"2,170",3.0,False,"Manhattan, New York",7.1,,1 extra-large double bed,"Guest room, 1 King, City view",False,False,True,1,1,2025-02-04
Millennium Premier New York Times Square,180,180,False,7.4,Good,"1,141",4.0,False,"Manhattan, New York",1.2,9.3,1 large double bed,Premier Queen Room,True,False,True,1,1,2025-02-04
Lex Hotel NYC,173,173,False,8.2,Very good,"1,534",3.0,False,"Kips Bay, New York",3.0,,1 large double bed,Cozy Queen Room,False,False,True,1,1,2025-02-04
"The Historic Blue Angel Hotel Lexington Ave, Ascend Hotel Collection",187,187,False,8.7,Fabulous,"1,182",3.0,False,"Midtown East, New York",1.5,9.5,1 double bed,One Double Room with Garden View,False,False,True,1,1,2025-02-04
Hotel Belleclaire Central Park,219,219,False,8.1,Very good,"5,087",4.0,False,"Upper West Side, New York",1.6,9.3,1 large double bed,Deluxe 1 Queen Bed,True,False,True,1,1,2025-02-04
"Hotel Shocard Broadway, Times Square",119,119,False,7.0,Good,"2,761",3.0,False,"Manhattan, New York",1.5,9.3,1 double bed,Standard Double Room,False,False,True,1,1,2025-02-04
The Manhattan at Times Square,129,129,False,5.5,Review score,"7,669",4.0,False,"Manhattan, New York",0.7,,,Standard Room,False,False,True,1,1,2025-02-04
Archer Hotel New York,405,405,False,8.8,Fabulous,"1,023",4.0,False,"Manhattan, New York",1.8,9.5,1 extra-large double bed,Classic King Mobility- and Hearing-Accessible Guest Room With Tub,False,False,True,1,1,2025-02-04
Life Hotel New York,185,185,False,8.0,Very good,802,4.0,False,"NoMad, New York",2.4,9.4,1 double bed,Classic Queen Room,False,False,True,1,1,2025-02-04
The Allen Hotel,173,173,False,7.9,Good,"1,695",4.0,False,"Lower East Side, New York",5.6,,2 double beds,Deluxe Double Room,False,False,True,1,1,2025-02-04
"Club Quarters Hotel World Trade Center, New York",203,203,False,8.3,Very good,"4,094",4.0,False,"Manhattan, New York",7.0,9.4,1 large double bed,Small Queen Room,False,False,True,1,1,2025-02-04
The Flat NYC,144,144,False,7.9,Good,"2,439",3.0,False,"Flatiron District, New York",2.9,9.5,2 bunk beds,Double Room with Shared Bathroom,False,False,True,1,1,2025-02-04
"EVEN Hotel New York - Times Square South, an IHG Hotel",208,208,False,8.4,Very good,539,4.0,False,"Hell's Kitchen, New York",1.9,,1 extra-large double bed,Superior King Room,False,False,True,1,1,2025-02-04
"Holiday Inn Manhattan 6th Ave - Chelsea, an IHG Hotel",152,152,False,7.6,Good,"3,034",4.0,False,"Chelsea, New York",2.7,,1 large double bed,Standard Queen Room with Communications Accessible Roll-In Shower,False,False,True,1,1,2025-02-04
Madison LES Hotel,125,125,False,7.3,Good,"1,619",3.0,False,"Lower East Side, New York",6.3,,2 double beds,Standard Double Room with Two Double Beds,False,False,True,1,1,2025-02-04
Motto By Hilton New York City Times Square,198,198,False,8.0,Very good,"1,118",3.0,False,"Manhattan, New York",1.0,9.4,1 large double bed,Queen Room with Roll In Shower - Mobile/Hearing Access,False,True,False,1,1,2025-02-04
Hotel Lucerne,197,197,False,8.5,Very good,"2,168",4.0,False,"Upper West Side, New York",1.7,9.5,1 large double bed,Deluxe Queen Room,False,False,True,1,1,2025-02-04
New York Hilton Midtown,301,301,False,7.4,Good,"2,017",3.0,False,"Manhattan, New York",0.7,9.4,1 large double bed,Urban 1 Queen Bed,False,False,True,1,1,2025-02-04
AC Hotel by Marriott New York Downtown,232,232,False,8.4,Very good,"1,628",4.0,False,"Manhattan, New York",7.2,,2 double beds,Double Room with Two Double Beds - Non-Smoking,False,False,True,1,1,2025-02-04
DoubleTree by Hilton New York Times Square South,240,240,False,8.2,Very good,"6,585",4.0,False,"Hell's Kitchen, New York",1.8,,1 extra-large double bed,King Room,False,True,False,1,1,2025-02-04
Hyatt Centric Wall Street New York,236,236,False,8.1,Very good,804,4.0,False,"Manhattan, New York",7.3,,2 double beds,Double Room with Two Double Beds and Accessible Shower - Disability Access,False,False,True,1,1,2025-02-04
Hudson Yards Hotel,152,122,True,6.0,Review score,205,3.0,False,"Hell's Kitchen, New York",1.5,,1 extra-large double bed,Standard King Room,False,True,False,1,1,2025-02-04
Pod 51,129,129,False,7.9,Good,"11,276",3.0,False,"Midtown East, New York",1.7,9.3,2 single beds,Standard Bunk Bed Room with Shared Bathroom,False,False,True,1,1,2025-02-04
Hampton Inn Manhattan-35th St Empire State Bldg,255,255,False,8.2,Very good,"6,701",3.0,False,"Manhattan, New York",2.0,9.6,1 extra-large double bed,King Room - Non-Smoking,True,False,True,1,1,2025-02-04
Hilton New York Times Square,289,289,False,7.2,Good,"1,179",4.0,False,"Manhattan, New York",1.4,,1 extra-large double bed,King Room,False,False,True,1,1,2025-02-04
TRYP by Wyndham New York City Times Square - Midtown,167,167,False,7.4,Good,"2,717",4.0,False,"Hell's Kitchen, New York",1.9,,Multiple bed types,King Room,False,False,True,1,1,2025-02-04
Da Vinci Hotel,89,89,False,7.4,Good,"1,472",3.0,False,"Manhattan, New York",,9.4,1 large double bed,Standard Queen Room,False,False,True,1,1,2025-02-04
"Dream Midtown, by Hyatt",216,180,True,7.7,Good,"1,398",4.0,False,"Manhattan, New York",,9.3,1 large double bed,Queen Room with Roll In Shower - Accessible,False,False,True,1,1,2025-02-04
Carnegie Hotel,249,249,False,8.6,Fabulous,"2,254",4.0,False,"Manhattan, New York",,9.6,1 large double bed,Superior Queen Room,True,False,True,1,1,2025-02-04
Hampton Inn by Hilton New York Times Square,347,347,False,7.8,Good,"2,440",3.0,False,"Manhattan, New York",1.0,9.5,2 double beds,Double Room with Two Double Beds and Water View,True,False,True,1,1,2025-02-04
Hotel Elysee by Library Hotel Collection,311,311,False,8.6,Fabulous,377,4.0,False,"Midtown East, New York",1.2,9.6,1 extra-large double bed,Deluxe King Room,True,False,True,1,1,2025-02-04
Hyatt Grand Central New York,250,250,False,7.3,Good,"2,929",4.0,False,"Midtown East, New York",1.9,,1 large double bed,Queen Room,False,False,True,1,1,2025-02-04
Hampton Inn Manhattan Grand Central,278,278,False,8.0,Very good,"1,083",3.0,False,"Midtown East, New York",2.1,,1 extra-large double bed,King Room - Non-Smoking,True,False,True,1,1,2025-02-04
Hampton Inn Times Square Central,186,186,False,8.3,Very good,"2,832",3.0,False,"Manhattan, New York",1.5,9.5,1 extra-large double bed,King Room - Non-Smoking,True,False,True,1,1,2025-02-04
Fairfield By Marriott New York Manhattan Times Square,226,226,False,8.3,Very good,"5,634",4.0,False,"Hell's Kitchen, New York",1.6,,1 extra-large double bed,King Room with View,True,False,True,1,1,2025-02-04
Virgin Hotels New York City,460,460,False,8.3,Very good,"1,418",4.0,False,"NoMad, New York",2.5,,1 extra-large double bed,Chamber King,False,False,True,1,1,2025-02-04
Warwick New York,272,272,False,8.2,Very good,"6,571",4.0,False,"Manhattan, New York",0.7,9.6,1 extra-large double bed,Premier City View King Bed,False,False,True,1,1,2025-02-04
Renaissance New York Harlem Hotel,180,180,False,7.9,Good,"1,066",3.0,False,"Harlem, New York",5.4,,1 extra-large double bed,King Room,False,False,True,1,1,2025-02-04
"Staypineapple, An Artful Hotel, Midtown New York",176,176,False,8.6,Fabulous,"1,643",4.0,False,"Hell's Kitchen, New York",1.8,,1 extra-large double bed,Celebrity King,False,False,True,1,1,2025-02-04
"Holiday Inn Express New York City Chelsea, an IHG Hotel",215,215,False,7.8,Good,"3,627",3.0,False,"Chelsea, New York",2.4,,1 extra-large double bed,Standard King Room with Mobility Accessible Tub,True,False,True,1,1,2025-02-04
Hilton Garden Inn NYC Financial Center/Manhattan Downtown,186,186,False,8.3,Very good,"5,048",3.0,False,"Manhattan, New York",7.7,,1 extra-large double bed,King Bed with City View,False,True,False,1,1,2025-02-04
DoubleTree by Hilton New York Midtown Fifth Ave,266,266,False,7.6,Good,"1,707",4.0,False,"Manhattan, New York",1.0,9.4,1 large double bed,Queen Room,False,False,True,1,1,2025-02-04
DoubleTree by Hilton Hotel New York City - Chelsea,232,232,False,7.1,Good,"3,615",4.0,False,"Chelsea, New York",2.5,,1 extra-large double bed,King Room - Non-Smoking,False,True,False,1,1,2025-02-04
Shoreham Hotel,209,180,True,7.3,Good,"3,279",4.0,False,"Manhattan, New York",0.8,9.4,1 large double bed,Standard Queen Room,False,False,True,1,1,2025-02-04
Sixty LES,333,333,False,7.7,Good,848,4.0,False,"Lower East Side, New York",5.2,,1 large double bed,Queen Studio,False,False,True,1,1,2025-02-04
Hilton Garden Inn New York - Times Square Central,197,197,False,7.7,Good,"1,842",3.0,False,"Manhattan, New York",1.5,9.3,1 large double bed,Queen Room,True,False,True,1,1,2025-02-04
Hampton Inn Manhattan/Downtown- Financial District,174,174,False,7.8,Good,643,3.0,False,"Manhattan, New York",7.7,,1 large double bed,Queen Room,True,False,True,1,1,2025-02-04
Arlo NoMad,260,260,False,8.4,Very good,"2,274",4.0,False,"NoMad, New York",2.4,9.4,2 single beds,Bunk Room,False,False,True,1,1,2025-02-04
Royalton New York,397,397,False,7.5,Good,"3,097",4.0,False,"Manhattan, New York",,9.4,1 large double bed,Standard Queen Room,False,False,True,1,2,2025-02-04
UNTITLED at 3 Freeman Alley,483,440,True,8.4,Very good,566,4.0,False,"Lower East Side, New York",,,1 large double bed,Studio Queen,True,False,True,1,2,2025-02-04
Aura Hotel Times Square Newly Renovated,374,331,True,7.6,Good,450,4.0,False,"Manhattan, New York",,9.3,1 single bed,Standard Full,False,False,True,1,2,2025-02-04
Riu Plaza Manhattan Times Square,765,571,True,8.6,Fabulous,"13,255",4.0,False,"Manhattan, New York",,9.6,1 extra-large double bed,Deluxe King,True,False,True,1,2,2025-02-04
"33 Hotel, New York City, Seaport",751,751,False,8.8,Fabulous,671,5.0,False,"Manhattan, New York",,9.3,1 extra-large double bed,Superior Courtyard King,False,False,True,1,2,2025-02-04
Tempo By Hilton New York Times Square,613,613,False,8.5,Very good,851,4.0,False,"Manhattan, New York",,9.5,1 extra-large double bed,King Room,False,False,True,1,2,2025-02-04
"The New Yorker, A Wyndham Hotel",312,312,False,7.7,Good,"15,627",4.0,False,"Hell's Kitchen, New York",,9.4,1 large double bed,Standard Queen Room with View,False,False,True,1,2,2025-02-04
NH Collection New York Madison Avenue,619,619,False,8.4,Very good,"1,970",4.0,False,"Murray Hill, New York",,9.5,1 large double bed,Superior Room,False,False,True,1,2,2025-02-04
Pod Times Square,269,269,False,8.2,Very good,"23,096",3.0,False,"Hell's Kitchen, New York",,9.4,2 single beds,Bunk Pod,False,False,True,1,2,2025-02-04
Hotel 57 by LuxUrban,488,368,True,7.0,Good,"5,040",4.0,False,"Midtown East, New York",,,1 double bed,Double Room - Non-Smoking,False,False,True,1,2,2025-02-04
Arlo Midtown,425,425,False,8.6,Fabulous,"6,242",4.0,False,"Hell's Kitchen, New York",,,1 extra-large double bed,King Room,False,False,True,1,2,2025-02-04
Residence Inn by Marriott New York Manhattan/Times Square,858,858,False,8.1,Very good,"6,944",4.0,False,"Manhattan, New York",,9.6,,King Studio with Sofa Bed,True,False,True,1,2,2025-02-04
Hyatt Centric Times Square New York,607,607,False,8.4,Very good,"1,387",4.0,False,"Manhattan, New York",,9.5,1 extra-large double bed,King Room with Accessible Shower - Disability Access,False,False,True,1,2,2025-02-04
Fairfield Inn by Marriott New York Manhattan/Financial District,337,337,False,7.8,Good,"3,624",3.0,False,"Manhattan, New York",,,1 extra-large double bed,King Room,True,False,True,1,2,2025-02-04
Renaissance New York Times Square by Marriott,672,672,False,8.4,Very good,"2,171",4.0,False,"Manhattan, New York",,9.6,2 double beds,Room with Two Double Beds - City View,False,False,True,1,2,2025-02-04
Element Times Square West,298,298,False,8.1,Very good,"7,520",4.0,False,"Hell's Kitchen, New York",,,1 extra-large double bed,"Guest Room, 1 King",True,False,True,1,2,2025-02-04
LUMA Hotel - Times Square,604,604,False,8.9,Fabulous,"4,172",4.0,False,"Manhattan, New York",,9.7,2 extra-large double beds,URBAN Two King Beds ADA Hearing/Visual,False,False,True,1,2,2025-02-04
Sanctuary NYC Retreats,349,349,False,8.7,Fabulous,917,4.0,False,"Lower East Side, New York",,,,Queen Studio,False,False,True,1,2,2025-02-04
Hotel Edison Times Square,390,390,False,7.7,Good,"13,387",4.0,False,"Manhattan, New York",,9.4,1 large double bed,Signature 1 Queen Bed,True,False,True,1,2,2025-02-04
New York Marriott Marquis,1083,1083,False,8.3,Very good,"3,048",5.0,False,"Manhattan, New York",,9.5,2 double beds,Deluxe Double Room with Two Double Beds,False,False,True,1,2,2025-02-04
citizenM New York Times Square,533,533,False,8.7,Fabulous,"3,997",4.0,False,"Manhattan, New York",,9.6,1 extra-large double bed,King Room,False,False,True,1,2,2025-02-04
Doubletree By Hilton New York Times Square West,326,326,False,6.8,Review score,"11,258",4.0,False,"Hell's Kitchen, New York",,,1 extra-large double bed,Standard King Room,False,False,True,1,2,2025-02-04
Sonder Battery Park,368,368,False,8.5,Very good,"2,447",3.0,True,"Manhattan, New York",,,,Superior Studio,False,False,True,1,2,2025-02-04
Homewood Suites Midtown Manhattan Times Square South,470,470,False,8.3,Very good,"4,424",3.0,False,"Hell's Kitchen, New York",,,1 extra-large double bed,Premium King Studio - Non-Smoking,True,False,True,1,2,2025-02-04
Hilton Club The Central at 5th New York,1235,1235,False,9.0,Superb,802,3.0,False,"Midtown East, New York",,9.8,1 extra-large double bed,King Studio Plus,False,True,False,1,2,2025-02-04
Millennium Downtown New York,452,452,False,7.1,Good,"5,541",4.0,False,"Manhattan, New York",,,1 extra-large double bed,Superior King Room,False,False,True,1,2,2025-02-04
Radio Hotel,176,176,False,7.7,Good,"1,719",4.0,False,"Washington Heights, New York",,,,Standard Studio,False,False,True,1,2,2025-02-04
Hyatt Place New York City - Times Square,381,381,False,7.8,Good,"21,904",4.0,False,"Hell's Kitchen, New York",,,1 extra-large double bed,King Room - High Floor,True,False,True,1,2,2025-02-04
Moderne Hotel,363,363,False,8.1,Very good,"1,012",4.0,False,"Manhattan, New York",,9.5,1 extra-large double bed,Deluxe Room,False,False,True,1,2,2025-02-04
Hotel Hayden New York,330,330,False,7.1,Good,"3,145",4.0,False,"Chelsea, New York",,,1 extra-large double bed,Superior King Room,False,False,True,1,2,2025-02-04
Hilton Garden Inn West 35th Street,428,428,False,8.2,Very good,"3,059",3.0,False,"Manhattan, New York",,9.5,1 extra-large double bed,King Room,False,False,True,1,2,2025-02-04
SoHo 54,315,315,False,7.6,Good,"3,965",3.0,False,"SoHo, New York",,,1 extra-large double bed,TriBeCa King,False,False,True,1,2,2025-02-04
Executive Hotel Le Soleil New York,503,503,False,8.7,Fabulous,"4,541",4.0,False,"Manhattan, New York",,9.5,1 large double bed,Executive Queen Room,False,False,True,1,2,2025-02-04
The Belvedere Hotel,307,307,False,7.9,Good,"5,913",3.0,False,"Hell's Kitchen, New York",,9.4,1 extra-large double bed,Standard King Room,False,False,True,1,2,2025-02-04
The Knickerbocker,831,831,False,8.6,Fabulous,"2,312",5.0,False,"Manhattan, New York",,9.5,1 extra-large double bed,Superior Room with One King Bed,False,False,True,1,2,2025-02-04
The Gregorian New York City,505,505,False,8.3,Very good,"1,092",4.0,False,"Manhattan, New York",,9.4,1 double bed,Double Room,False,False,True,1,2,2025-02-04
CIVILIAN Hotel,418,397,True,8.6,Fabulous,"4,744",4.0,False,"Hell's Kitchen, New York",,9.6,1 large double bed,Double Room,False,False,True,1,2,2025-02-04
"Holiday Inn Express New York City Chelsea, an IHG Hotel",395,329,True,7.8,Good,"3,627",3.0,False,"Chelsea, New York",,,1 extra-large double bed,Standard King Room,True,False,True,1,2,2025-02-04
"U Hotel Fifth Avenue, Empire State Building",303,303,False,7.9,Good,"3,416",3.0,False,"Manhattan, New York",,9.5,1 double bed,Double Room,False,False,True,1,2,2025-02-04
DoubleTree by Hilton New York Downtown,337,337,False,7.5,Good,"3,941",4.0,False,"Manhattan, New York",,,1 extra-large double bed,King Room,False,True,False,1,2,2025-02-04
DoubleTree by Hilton Hotel New York City - Chelsea,366,366,False,7.1,Good,"3,615",4.0,False,"Chelsea, New York",,,1 extra-large double bed,King Room - Non-Smoking,False,True,False,1,2,2025-02-04
Ink 48 Hotel,417,385,True,7.5,Good,"2,560",4.0,False,"Hell's Kitchen, New York",,,1 extra-large double bed,King Room,False,False,True,1,2,2025-02-04
Eurostars Wall Street,268,268,False,7.9,Good,"1,347",4.0,False,"Manhattan, New York",,,1 large double bed,Queen Room,False,False,True,1,2,2025-02-04
Heritage Hotel New York City,283,283,False,7.4,Good,"3,783",3.0,False,"Flatiron District, New York",,9.4,1 extra-large double bed,King Room - Non-Smoking,False,False,True,1,2,2025-02-04
Hampton Inn Manhattan-35th St Empire State Bldg,441,441,False,8.2,Very good,"6,701",3.0,False,"Manhattan, New York",,9.6,1 extra-large double bed,King Room - Non-Smoking,True,False,True,1,2,2025-02-04
Hampton Inn by Hilton New York Times Square,533,533,False,7.8,Good,"2,440",3.0,False,"Manhattan, New York",,9.5,1 extra-large double bed,King Bed with City View,True,False,True,1,2,2025-02-04
The Blakely by LuxUrban,480,399,True,7.4,Good,"6,012",,,"Manhattan, New York",,9.4,1 extra-large double bed,King Room - Non-Smoking,False,False,True,1,2,2025-02-04
AC Hotel by Marriott New York Downtown,395,395,False,8.4,Very good,"1,628",4.0,False,"Manhattan, New York",,,2 double beds,Double Room with Two Double Beds - Non-Smoking,False,False,True,1,2,2025-02-04
Freehand New York,401,401,False,8.0,Very good,"2,236",4.0,False,"Gramercy, New York",,,"2 beds (1 bunk bed, 1 large double)",Three's Company,False,False,True,1,2,2025-02-04
The FIDI Hotel,357,357,False,8.1,Very good,"1,459",4.0,False,"Manhattan, New York",,,1 large double bed,Standard Queen,False,False,True,1,2,2025-02-04
