WeekDay,DayDiff,Class,Hotel_Index,Snapshot_Month,Snapshot_Day,Checkin_Month,Checkin_Day
5,27,2,95,10,30,11,26
2,31,2,95,10,30,11,30
3,32,2,95,10,30,12,1
4,33,2,95,10,30,12,2
3,4,2,69,10,30,11,3
6,7,2,69,10,30,11,6
3,11,2,69,10,30,11,10
6,14,2,69,10,30,11,13
3,25,2,69,10,30,11,24
6,28,2,69,10,30,11,27
3,25,2,70,10,30,11,24
3,32,2,70,10,30,12,1
5,6,2,71,10,30,11,5
6,7,2,71,10,30,11,6
5,13,2,71,10,30,11,12
6,14,2,71,10,30,11,13
5,20,2,71,10,30,11,19
6,21,2,71,10,30,11,20
5,27,2,71,10,30,11,26
6,28,2,71,10,30,11,27
5,34,2,71,10,30,12,3
7,1,2,72,10,30,10,31
7,22,2,72,10,30,11,21
7,1,2,73,10,30,10,31
4,19,2,74,10,30,11,18
2,24,2,74,10,30,11,23
1,30,2,74,10,30,11,29
7,1,2,76,10,30,10,31
1,2,2,76,10,30,11,1
7,15,2,76,10,30,11,14
6,7,2,184,10,30,11,6
5,27,2,77,10,30,11,26
4,33,2,77,10,30,12,2
5,13,2,96,10,30,11,12
1,16,2,96,10,30,11,15
1,23,2,96,10,30,11,22
1,30,2,96,10,30,11,29
2,31,2,96,10,30,11,30
7,1,2,159,10,30,10,31
4,5,2,81,10,30,11,4
4,26,2,81,10,30,11,25
1,30,2,81,10,30,11,29
7,1,2,82,10,30,10,31
4,5,2,206,10,30,11,4
7,1,2,197,10,30,10,31
5,6,2,83,10,30,11,5
6,7,2,426,10,30,11,6
7,8,2,426,10,30,11,7
6,14,2,426,10,30,11,13
7,15,2,426,10,30,11,14
7,22,2,426,10,30,11,21
6,28,2,426,10,30,11,27
7,29,2,426,10,30,11,28
2,17,2,84,10,30,11,16
5,20,2,84,10,30,11,19
6,21,2,84,10,30,11,20
4,33,2,84,10,30,12,2
5,34,2,84,10,30,12,3
6,14,2,505,10,30,11,13
2,24,2,311,10,30,11,23
4,5,2,181,10,30,11,4
7,8,2,181,10,30,11,7
1,9,2,181,10,30,11,8
4,12,2,181,10,30,11,11
7,15,2,181,10,30,11,14
4,19,2,181,10,30,11,18
7,22,2,181,10,30,11,21
4,26,2,181,10,30,11,25
4,5,2,85,10,30,11,4
5,13,2,85,10,30,11,12
4,12,2,315,10,30,11,11
7,1,2,139,10,30,10,31
7,8,2,163,10,30,11,7
4,12,2,163,10,30,11,11
5,13,2,163,10,30,11,12
1,16,2,163,10,30,11,15
1,9,2,380,10,30,11,8
4,12,2,380,10,30,11,11
1,16,2,380,10,30,11,15
4,19,2,380,10,30,11,18
1,23,2,380,10,30,11,22
4,26,2,380,10,30,11,25
7,1,2,140,10,30,10,31
4,5,2,140,10,30,11,4
5,6,2,140,10,30,11,5
2,31,2,140,10,30,11,30
6,14,2,142,10,30,11,13
6,28,2,142,10,30,11,27
7,8,2,394,10,30,11,7
6,21,2,394,10,30,11,20
7,22,2,394,10,30,11,21
6,14,2,164,10,30,11,13
7,15,2,164,10,30,11,14
6,21,2,164,10,30,11,20
7,22,2,164,10,30,11,21
6,28,2,164,10,30,11,27
7,29,2,164,10,30,11,28
2,31,2,221,10,30,11,30
2,24,2,485,10,30,11,23
3,25,2,485,10,30,11,24
6,28,2,485,10,30,11,27
7,29,2,485,10,30,11,28
5,20,2,143,10,30,11,19
6,28,2,304,10,30,11,27
7,29,2,304,10,30,11,28
1,30,2,304,10,30,11,29
7,8,2,144,10,30,11,7
5,13,2,144,10,30,11,12
6,14,2,144,10,30,11,13
7,15,2,144,10,30,11,14
6,28,2,144,10,30,11,27
7,29,2,144,10,30,11,28
1,30,2,504,10,30,11,29
7,1,2,236,10,30,10,31
2,3,2,236,10,30,11,2
3,4,2,236,10,30,11,3
4,5,2,236,10,30,11,4
6,7,2,236,10,30,11,6
7,8,2,236,10,30,11,7
2,10,2,236,10,30,11,9
3,11,2,236,10,30,11,10
4,12,2,236,10,30,11,11
6,14,2,236,10,30,11,13
7,15,2,236,10,30,11,14
2,17,2,236,10,30,11,16
3,18,2,236,10,30,11,17
4,19,2,236,10,30,11,18
6,21,2,236,10,30,11,20
7,22,2,236,10,30,11,21
1,23,2,236,10,30,11,22
2,24,2,236,10,30,11,23
3,25,2,236,10,30,11,24
6,28,2,236,10,30,11,27
7,29,2,236,10,30,11,28
3,32,2,487,10,30,12,1
6,14,2,501,10,30,11,13
7,15,2,501,10,30,11,14
4,26,2,506,10,30,11,25
2,10,3,104,10,30,11,9
3,11,3,104,10,30,11,10
4,12,3,104,10,30,11,11
6,7,3,277,10,30,11,6
1,16,3,277,10,30,11,15
6,7,3,3,10,30,11,6
1,9,3,3,10,30,11,8
2,10,3,3,10,30,11,9
3,11,3,3,10,30,11,10
4,12,3,3,10,30,11,11
6,14,3,3,10,30,11,13
1,16,3,3,10,30,11,15
6,21,3,3,10,30,11,20
6,14,3,146,10,30,11,13
7,15,3,146,10,30,11,14
7,29,3,146,10,30,11,28
7,1,3,190,10,30,10,31
6,7,3,190,10,30,11,6
7,1,3,177,10,30,10,31
4,26,3,4,10,30,11,25
5,34,3,4,10,30,12,3
5,27,3,5,10,30,11,26
6,28,3,5,10,30,11,27
5,34,3,5,10,30,12,3
3,4,3,147,10,30,11,3
5,6,3,147,10,30,11,5
6,7,3,147,10,30,11,6
2,10,3,6,10,30,11,9
5,13,3,6,10,30,11,12
6,14,3,6,10,30,11,13
7,22,3,261,10,30,11,21
5,34,3,261,10,30,12,3
1,30,3,8,10,30,11,29
7,1,3,9,10,30,10,31
7,8,3,9,10,30,11,7
1,9,3,9,10,30,11,8
2,17,3,9,10,30,11,16
7,22,3,9,10,30,11,21
6,7,3,101,10,30,11,6
4,19,3,101,10,30,11,18
7,22,3,101,10,30,11,21
3,25,3,101,10,30,11,24
4,26,3,101,10,30,11,25
3,4,3,10,10,30,11,3
4,5,3,10,10,30,11,4
6,7,3,10,10,30,11,6
4,12,3,10,10,30,11,11
5,13,3,10,10,30,11,12
6,14,3,10,10,30,11,13
2,17,3,10,10,30,11,16
3,18,3,10,10,30,11,17
4,19,3,10,10,30,11,18
3,25,3,10,10,30,11,24
4,26,3,10,10,30,11,25
3,32,3,10,10,30,12,1
4,33,3,10,10,30,12,2
5,34,3,10,10,30,12,3
2,3,3,11,10,30,11,2
3,4,3,11,10,30,11,3
4,5,3,11,10,30,11,4
7,8,3,11,10,30,11,7
1,9,3,11,10,30,11,8
5,13,3,11,10,30,11,12
6,14,3,11,10,30,11,13
7,15,3,11,10,30,11,14
1,16,3,11,10,30,11,15
5,27,3,11,10,30,11,26
6,28,3,11,10,30,11,27
7,29,3,11,10,30,11,28
1,30,3,11,10,30,11,29
4,33,3,11,10,30,12,2
5,34,3,11,10,30,12,3
7,22,3,12,10,30,11,21
6,7,3,86,10,30,11,6
5,27,3,332,10,30,11,26
7,29,3,332,10,30,11,28
6,28,3,16,10,30,11,27
2,24,3,17,10,30,11,23
4,5,3,18,10,30,11,4
3,11,3,18,10,30,11,10
4,12,3,18,10,30,11,11
5,13,3,18,10,30,11,12
6,14,3,18,10,30,11,13
3,18,3,18,10,30,11,17
4,19,3,18,10,30,11,18
4,33,3,18,10,30,12,2
2,10,3,191,10,30,11,9
3,11,3,191,10,30,11,10
7,1,3,497,10,30,10,31
3,4,3,20,10,30,11,3
4,5,3,20,10,30,11,4
5,6,3,20,10,30,11,5
2,10,3,20,10,30,11,9
3,11,3,20,10,30,11,10
4,12,3,20,10,30,11,11
5,13,3,20,10,30,11,12
2,17,3,20,10,30,11,16
3,18,3,20,10,30,11,17
4,19,3,20,10,30,11,18
5,27,3,20,10,30,11,26
2,31,3,20,10,30,11,30
3,32,3,20,10,30,12,1
4,33,3,20,10,30,12,2
5,34,3,20,10,30,12,3
7,1,3,112,10,30,10,31
5,6,3,22,10,30,11,5
6,7,3,22,10,30,11,6
7,8,3,22,10,30,11,7
6,14,3,22,10,30,11,13
3,11,3,412,10,30,11,10
3,4,3,32,10,30,11,3
5,6,3,32,10,30,11,5
2,10,3,32,10,30,11,9
3,11,3,32,10,30,11,10
4,12,3,32,10,30,11,11
5,13,3,32,10,30,11,12
2,17,3,32,10,30,11,16
3,18,3,32,10,30,11,17
4,19,3,32,10,30,11,18
5,20,3,32,10,30,11,19
1,23,3,32,10,30,11,22
2,24,3,32,10,30,11,23
3,25,3,32,10,30,11,24
4,26,3,32,10,30,11,25
5,27,3,32,10,30,11,26
2,31,3,32,10,30,11,30
3,32,3,32,10,30,12,1
4,33,3,32,10,30,12,2
5,34,3,32,10,30,12,3
7,15,3,33,10,30,11,14
4,33,3,33,10,30,12,2
7,8,3,34,10,30,11,7
4,19,3,34,10,30,11,18
5,20,3,34,10,30,11,19
7,22,3,34,10,30,11,21
5,27,3,34,10,30,11,26
5,34,3,34,10,30,12,3
3,4,3,35,10,30,11,3
4,5,3,35,10,30,11,4
7,8,3,35,10,30,11,7
4,33,3,35,10,30,12,2
3,4,3,90,10,30,11,3
1,16,3,36,10,30,11,15
5,27,3,36,10,30,11,26
7,29,3,36,10,30,11,28
4,5,3,151,10,30,11,4
5,27,3,151,10,30,11,26
6,28,3,151,10,30,11,27
3,32,3,151,10,30,12,1
4,33,3,151,10,30,12,2
2,3,3,113,10,30,11,2
3,18,3,113,10,30,11,17
3,11,3,362,10,30,11,10
1,30,3,362,10,30,11,29
5,6,3,114,10,30,11,5
1,23,3,114,10,30,11,22
5,27,3,114,10,30,11,26
7,29,3,114,10,30,11,28
4,33,3,248,10,30,12,2
2,24,3,202,10,30,11,23
7,29,3,202,10,30,11,28
5,6,3,302,10,30,11,5
3,4,3,39,10,30,11,3
4,5,3,39,10,30,11,4
6,7,3,39,10,30,11,6
4,12,3,39,10,30,11,11
7,22,3,39,10,30,11,21
2,24,3,39,10,30,11,23
3,25,3,39,10,30,11,24
7,1,3,40,10,30,10,31
5,13,3,40,10,30,11,12
6,14,3,40,10,30,11,13
7,15,3,40,10,30,11,14
1,16,3,40,10,30,11,15
2,17,3,40,10,30,11,16
5,20,3,40,10,30,11,19
6,28,3,40,10,30,11,27
7,29,3,40,10,30,11,28
4,12,3,41,10,30,11,11
5,20,3,41,10,30,11,19
3,25,3,41,10,30,11,24
5,27,3,41,10,30,11,26
7,29,3,41,10,30,11,28
1,30,3,41,10,30,11,29
2,3,3,115,10,30,11,2
3,4,3,115,10,30,11,3
4,5,3,115,10,30,11,4
5,6,3,115,10,30,11,5
6,7,3,115,10,30,11,6
2,10,3,115,10,30,11,9
3,11,3,115,10,30,11,10
5,13,3,115,10,30,11,12
6,14,3,115,10,30,11,13
2,17,3,115,10,30,11,16
3,18,3,115,10,30,11,17
4,19,3,115,10,30,11,18
1,23,3,115,10,30,11,22
2,24,3,115,10,30,11,23
3,25,3,115,10,30,11,24
4,26,3,115,10,30,11,25
5,27,3,115,10,30,11,26
4,33,3,115,10,30,12,2
5,34,3,115,10,30,12,3
4,5,3,42,10,30,11,4
6,7,3,42,10,30,11,6
1,9,3,42,10,30,11,8
5,13,3,42,10,30,11,12
6,14,3,42,10,30,11,13
4,26,3,42,10,30,11,25
5,27,3,42,10,30,11,26
7,29,3,42,10,30,11,28
1,30,3,42,10,30,11,29
5,6,3,103,10,30,11,5
7,8,3,43,10,30,11,7
2,10,3,43,10,30,11,9
2,17,3,43,10,30,11,16
6,28,3,44,10,30,11,27
1,30,3,44,10,30,11,29
2,31,3,44,10,30,11,30
4,12,3,45,10,30,11,11
4,19,3,45,10,30,11,18
4,26,3,45,10,30,11,25
7,1,3,46,10,30,10,31
1,9,3,46,10,30,11,8
7,15,3,46,10,30,11,14
7,22,3,46,10,30,11,21
4,5,3,47,10,30,11,4
6,7,3,47,10,30,11,6
5,20,3,47,10,30,11,19
2,24,3,47,10,30,11,23
3,25,3,47,10,30,11,24
4,26,3,47,10,30,11,25
5,27,3,47,10,30,11,26
1,30,3,47,10,30,11,29
5,20,3,308,10,30,11,19
7,1,3,211,10,30,10,31
7,22,3,211,10,30,11,21
1,23,3,49,10,30,11,22
5,6,3,50,10,30,11,5
6,7,3,50,10,30,11,6
6,14,3,50,10,30,11,13
7,15,3,50,10,30,11,14
7,22,3,50,10,30,11,21
1,30,3,50,10,30,11,29
2,31,3,50,10,30,11,30
3,32,3,50,10,30,12,1
3,4,3,51,10,30,11,3
7,22,3,51,10,30,11,21
1,23,3,51,10,30,11,22
6,7,3,52,10,30,11,6
7,8,3,52,10,30,11,7
6,28,3,52,10,30,11,27
2,24,3,183,10,30,11,23
6,21,3,120,10,30,11,20
7,15,3,54,10,30,11,14
1,9,3,56,10,30,11,8
2,10,3,56,10,30,11,9
3,11,3,56,10,30,11,10
6,28,3,56,10,30,11,27
7,29,3,56,10,30,11,28
1,30,3,56,10,30,11,29
2,31,3,56,10,30,11,30
4,26,3,57,10,30,11,25
3,4,3,58,10,30,11,3
2,10,3,58,10,30,11,9
2,17,3,58,10,30,11,16
3,18,3,58,10,30,11,17
4,5,3,60,10,30,11,4
2,10,3,60,10,30,11,9
3,11,3,60,10,30,11,10
4,12,3,60,10,30,11,11
5,13,3,60,10,30,11,12
2,17,3,60,10,30,11,16
3,18,3,60,10,30,11,17
4,19,3,60,10,30,11,18
1,30,3,60,10,30,11,29
3,32,3,60,10,30,12,1
6,21,3,122,10,30,11,20
7,22,3,122,10,30,11,21
7,1,3,317,10,30,10,31
5,13,3,214,10,30,11,12
6,14,3,214,10,30,11,13
6,28,3,214,10,30,11,27
7,1,3,62,10,30,10,31
5,13,3,62,10,30,11,12
4,26,3,62,10,30,11,25
4,33,3,62,10,30,12,2
4,5,3,63,10,30,11,4
1,30,3,64,10,30,11,29
5,20,3,207,10,30,11,19
6,21,3,207,10,30,11,20
7,1,3,406,10,30,10,31
1,23,3,379,10,30,11,22
2,24,3,379,10,30,11,23
4,5,3,93,10,30,11,4
5,34,3,93,10,30,12,3
7,1,3,67,10,30,10,31
7,1,3,95,10,30,10,31
1,2,3,95,10,30,11,1
7,8,3,95,10,30,11,7
1,9,3,95,10,30,11,8
2,10,3,95,10,30,11,9
5,13,3,95,10,30,11,12
1,16,3,95,10,30,11,15
4,19,3,95,10,30,11,18
5,20,3,95,10,30,11,19
6,21,3,95,10,30,11,20
1,23,3,95,10,30,11,22
2,24,3,95,10,30,11,23
3,25,3,95,10,30,11,24
4,26,3,95,10,30,11,25
5,27,3,95,10,30,11,26
2,31,3,95,10,30,11,30
3,32,3,95,10,30,12,1
3,4,3,69,10,30,11,3
5,6,3,69,10,30,11,5
3,11,3,69,10,30,11,10
5,13,3,69,10,30,11,12
5,20,3,69,10,30,11,19
3,25,3,69,10,30,11,24
5,27,3,69,10,30,11,26
2,24,3,70,10,30,11,23
2,31,3,70,10,30,11,30
5,34,3,72,10,30,12,3
7,1,3,73,10,30,10,31
7,8,3,74,10,30,11,7
4,19,3,74,10,30,11,18
1,23,3,74,10,30,11,22
2,3,3,76,10,30,11,2
4,5,3,76,10,30,11,4
6,14,3,76,10,30,11,13
5,27,3,76,10,30,11,26
6,7,3,184,10,30,11,6
7,8,3,184,10,30,11,7
1,9,3,184,10,30,11,8
1,2,3,96,10,30,11,1
5,27,3,96,10,30,11,26
1,30,3,96,10,30,11,29
2,31,3,96,10,30,11,30
4,33,3,96,10,30,12,2
4,5,3,81,10,30,11,4
4,12,3,81,10,30,11,11
4,26,3,81,10,30,11,25
5,27,3,81,10,30,11,26
6,28,3,81,10,30,11,27
7,1,3,82,10,30,10,31
7,29,3,507,10,30,11,28
7,1,3,197,10,30,10,31
5,6,3,83,10,30,11,5
6,28,3,426,10,30,11,27
5,34,3,84,10,30,12,3
7,29,3,138,10,30,11,28
1,30,3,138,10,30,11,29
3,4,3,181,10,30,11,3
6,7,3,181,10,30,11,6
3,11,3,181,10,30,11,10
6,14,3,181,10,30,11,13
3,18,3,181,10,30,11,17
6,21,3,181,10,30,11,20
2,24,3,181,10,30,11,23
3,25,3,181,10,30,11,24
6,7,3,85,10,30,11,6
7,8,3,85,10,30,11,7
7,22,3,85,10,30,11,21
7,1,3,139,10,30,10,31
7,8,3,163,10,30,11,7
4,12,3,163,10,30,11,11
5,13,3,163,10,30,11,12
1,9,3,380,10,30,11,8
3,11,3,380,10,30,11,10
1,16,3,380,10,30,11,15
3,18,3,380,10,30,11,17
1,23,3,380,10,30,11,22
3,25,3,380,10,30,11,24
7,1,3,140,10,30,10,31
5,6,3,140,10,30,11,5
5,13,3,140,10,30,11,12
2,31,3,140,10,30,11,30
2,17,3,141,10,30,11,16
5,13,3,142,10,30,11,12
6,14,3,142,10,30,11,13
6,7,3,394,10,30,11,6
3,11,3,164,10,30,11,10
4,12,3,164,10,30,11,11
3,18,3,164,10,30,11,17
4,19,3,164,10,30,11,18
3,25,3,164,10,30,11,24
4,26,3,164,10,30,11,25
2,24,3,485,10,30,11,23
5,27,3,485,10,30,11,26
6,28,3,485,10,30,11,27
3,25,3,143,10,30,11,24
4,33,3,143,10,30,12,2
7,29,3,304,10,30,11,28
1,30,3,304,10,30,11,29
5,6,3,144,10,30,11,5
6,7,3,144,10,30,11,6
5,13,3,144,10,30,11,12
6,14,3,144,10,30,11,13
6,28,3,144,10,30,11,27
7,1,3,236,10,30,10,31
1,2,3,236,10,30,11,1
2,3,3,236,10,30,11,2
3,4,3,236,10,30,11,3
5,6,3,236,10,30,11,5
6,7,3,236,10,30,11,6
7,8,3,236,10,30,11,7
2,10,3,236,10,30,11,9
3,11,3,236,10,30,11,10
5,13,3,236,10,30,11,12
6,14,3,236,10,30,11,13
7,15,3,236,10,30,11,14
2,17,3,236,10,30,11,16
3,18,3,236,10,30,11,17
5,20,3,236,10,30,11,19
6,21,3,236,10,30,11,20
7,22,3,236,10,30,11,21
1,23,3,236,10,30,11,22
2,24,3,236,10,30,11,23
3,25,3,236,10,30,11,24
5,27,3,236,10,30,11,26
6,28,3,236,10,30,11,27
3,32,3,487,10,30,12,1
1,9,4,104,10,30,11,8
2,10,4,104,10,30,11,9
3,11,4,104,10,30,11,10
4,12,4,104,10,30,11,11
4,5,4,277,10,30,11,4
5,6,4,277,10,30,11,5
1,9,4,3,10,30,11,8
2,10,4,3,10,30,11,9
4,19,4,3,10,30,11,18
6,21,4,3,10,30,11,20
7,22,4,3,10,30,11,21
6,28,4,3,10,30,11,27
4,33,4,3,10,30,12,2
7,22,4,146,10,30,11,21
6,28,4,146,10,30,11,27
7,1,4,190,10,30,10,31
2,10,4,4,10,30,11,9
4,26,4,4,10,30,11,25
5,27,4,5,10,30,11,26
5,6,4,147,10,30,11,5
5,13,4,6,10,30,11,12
7,22,4,261,10,30,11,21
5,34,4,261,10,30,12,3
6,14,4,8,10,30,11,13
1,30,4,8,10,30,11,29
7,8,4,9,10,30,11,7
1,9,4,9,10,30,11,8
1,16,4,9,10,30,11,15
4,12,4,10,10,30,11,11
5,13,4,10,10,30,11,12
2,17,4,10,10,30,11,16
3,18,4,10,10,30,11,17
1,23,4,10,10,30,11,22
2,24,4,10,10,30,11,23
3,25,4,10,10,30,11,24
4,26,4,10,10,30,11,25
5,34,4,10,10,30,12,3
1,2,4,11,10,30,11,1
2,3,4,11,10,30,11,2
3,4,4,11,10,30,11,3
4,5,4,11,10,30,11,4
5,13,4,11,10,30,11,12
7,15,4,11,10,30,11,14
5,27,4,11,10,30,11,26
4,33,4,11,10,30,12,2
6,21,4,12,10,30,11,20
4,26,4,12,10,30,11,25
1,30,4,12,10,30,11,29
5,20,4,87,10,30,11,19
2,10,4,18,10,30,11,9
3,11,4,18,10,30,11,10
5,13,4,18,10,30,11,12
2,17,4,18,10,30,11,16
3,18,4,18,10,30,11,17
5,27,4,18,10,30,11,26
4,33,4,18,10,30,12,2
5,34,4,18,10,30,12,3
3,4,4,20,10,30,11,3
5,6,4,20,10,30,11,5
2,10,4,20,10,30,11,9
3,11,4,20,10,30,11,10
5,13,4,20,10,30,11,12
2,17,4,20,10,30,11,16
3,18,4,20,10,30,11,17
5,27,4,20,10,30,11,26
2,31,4,20,10,30,11,30
3,32,4,20,10,30,12,1
5,34,4,20,10,30,12,3
5,6,4,22,10,30,11,5
6,7,4,22,10,30,11,6
5,13,4,22,10,30,11,12
5,6,4,32,10,30,11,5
2,10,4,32,10,30,11,9
3,11,4,32,10,30,11,10
5,13,4,32,10,30,11,12
2,17,4,32,10,30,11,16
3,18,4,32,10,30,11,17
5,20,4,32,10,30,11,19
1,23,4,32,10,30,11,22
2,24,4,32,10,30,11,23
3,25,4,32,10,30,11,24
4,26,4,32,10,30,11,25
5,27,4,32,10,30,11,26
2,31,4,32,10,30,11,30
5,34,4,32,10,30,12,3
6,14,4,33,10,30,11,13
1,2,4,34,10,30,11,1
6,7,4,34,10,30,11,6
4,19,4,34,10,30,11,18
7,22,4,34,10,30,11,21
5,34,4,34,10,30,12,3
6,7,4,35,10,30,11,6
4,33,4,35,10,30,12,2
5,27,4,151,10,30,11,26
3,18,4,113,10,30,11,17
7,29,4,113,10,30,11,28
7,29,4,362,10,30,11,28
5,6,4,114,10,30,11,5
5,27,4,114,10,30,11,26
4,33,4,248,10,30,12,2
7,22,4,91,10,30,11,21
5,6,4,38,10,30,11,5
2,3,4,39,10,30,11,2
4,5,4,39,10,30,11,4
4,12,4,39,10,30,11,11
7,22,4,39,10,30,11,21
2,24,4,39,10,30,11,23
2,31,4,39,10,30,11,30
5,6,4,40,10,30,11,5
4,12,4,40,10,30,11,11
2,17,4,40,10,30,11,16
5,20,4,40,10,30,11,19
6,28,4,40,10,30,11,27
7,29,4,40,10,30,11,28
4,26,4,41,10,30,11,25
1,30,4,41,10,30,11,29
2,31,4,41,10,30,11,30
5,6,4,115,10,30,11,5
5,13,4,115,10,30,11,12
7,22,4,115,10,30,11,21
5,27,4,115,10,30,11,26
4,5,4,42,10,30,11,4
5,6,4,42,10,30,11,5
5,27,4,42,10,30,11,26
7,29,4,42,10,30,11,28
7,1,4,43,10,30,10,31
7,8,4,43,10,30,11,7
7,29,4,44,10,30,11,28
2,31,4,44,10,30,11,30
4,5,4,47,10,30,11,4
6,7,4,47,10,30,11,6
4,12,4,47,10,30,11,11
3,18,4,47,10,30,11,17
2,24,4,47,10,30,11,23
7,29,4,47,10,30,11,28
6,28,4,308,10,30,11,27
7,1,4,211,10,30,10,31
7,22,4,211,10,30,11,21
5,6,4,50,10,30,11,5
6,14,4,50,10,30,11,13
7,22,4,50,10,30,11,21
7,29,4,50,10,30,11,28
2,31,4,50,10,30,11,30
7,1,4,224,10,30,10,31
4,5,4,51,10,30,11,4
7,22,4,51,10,30,11,21
6,7,4,52,10,30,11,6
6,14,4,52,10,30,11,13
6,21,4,52,10,30,11,20
4,33,4,52,10,30,12,2
5,20,4,120,10,30,11,19
7,22,4,222,10,30,11,21
2,17,4,55,10,30,11,16
4,33,4,55,10,30,12,2
1,9,4,56,10,30,11,8
2,10,4,56,10,30,11,9
3,11,4,56,10,30,11,10
7,29,4,56,10,30,11,28
2,31,4,56,10,30,11,30
3,32,4,56,10,30,12,1
4,26,4,57,10,30,11,25
2,10,4,58,10,30,11,9
3,4,4,60,10,30,11,3
4,5,4,60,10,30,11,4
2,10,4,60,10,30,11,9
3,11,4,60,10,30,11,10
4,12,4,60,10,30,11,11
2,17,4,60,10,30,11,16
3,18,4,60,10,30,11,17
4,19,4,60,10,30,11,18
5,34,4,60,10,30,12,3
7,1,4,122,10,30,10,31
7,1,4,317,10,30,10,31
1,30,4,214,10,30,11,29
5,13,4,62,10,30,11,12
7,29,4,63,10,30,11,28
7,29,4,64,10,30,11,28
1,30,4,64,10,30,11,29
5,20,4,207,10,30,11,19
1,23,4,379,10,30,11,22
5,34,4,93,10,30,12,3
7,8,4,95,10,30,11,7
1,23,4,95,10,30,11,22
2,31,4,95,10,30,11,30
2,24,4,70,10,30,11,23
2,31,4,72,10,30,11,30
4,19,4,74,10,30,11,18
4,33,4,74,10,30,12,2
2,3,4,76,10,30,11,2
4,5,4,76,10,30,11,4
5,13,4,76,10,30,11,12
6,14,4,76,10,30,11,13
4,26,4,77,10,30,11,25
4,33,4,77,10,30,12,2
2,3,4,81,10,30,11,2
4,12,4,81,10,30,11,11
1,23,4,81,10,30,11,22
5,27,4,81,10,30,11,26
7,29,4,507,10,30,11,28
7,1,4,197,10,30,10,31
6,28,4,426,10,30,11,27
2,10,4,84,10,30,11,9
3,18,4,84,10,30,11,17
6,21,4,84,10,30,11,20
5,34,4,84,10,30,12,3
1,16,4,505,10,30,11,15
2,10,4,181,10,30,11,9
2,17,4,181,10,30,11,16
2,24,4,181,10,30,11,23
6,21,4,85,10,30,11,20
6,28,4,324,10,30,11,27
2,10,4,380,10,30,11,9
2,17,4,380,10,30,11,16
2,24,4,380,10,30,11,23
4,5,4,140,10,30,11,4
3,11,4,140,10,30,11,10
4,12,4,140,10,30,11,11
1,30,4,140,10,30,11,29
3,18,4,141,10,30,11,17
4,12,4,142,10,30,11,11
1,23,4,485,10,30,11,22
2,24,4,143,10,30,11,23
3,11,4,144,10,30,11,10
5,13,4,144,10,30,11,12
6,14,4,144,10,30,11,13
7,7,1,277,10,31,11,7
4,11,1,277,10,31,11,11
3,17,1,277,10,31,11,17
7,21,1,105,10,31,11,21
6,27,1,105,10,31,11,27
7,28,1,105,10,31,11,28
2,30,1,105,10,31,11,30
5,19,1,168,10,31,11,19
6,6,1,3,10,31,11,6
2,16,1,3,10,31,11,16
4,18,1,3,10,31,11,18
6,20,1,3,10,31,11,20
3,31,1,3,10,31,12,1
7,14,1,146,10,31,11,14
4,25,1,146,10,31,11,25
1,1,1,4,10,31,11,1
1,8,1,4,10,31,11,8
1,15,1,4,10,31,11,15
4,18,1,4,10,31,11,18
5,33,1,4,10,31,12,3
7,28,1,5,10,31,11,28
4,11,1,6,10,31,11,11
5,33,1,8,10,31,12,3
4,4,1,9,10,31,11,4
1,8,1,9,10,31,11,8
1,15,1,9,10,31,11,15
6,6,1,101,10,31,11,6
4,18,1,10,10,31,11,18
5,19,1,10,10,31,11,19
4,4,1,11,10,31,11,4
7,14,1,11,10,31,11,14
2,30,1,11,10,31,11,30
5,5,1,387,10,31,11,5
6,20,1,12,10,31,11,20
7,21,1,12,10,31,11,21
3,24,1,12,10,31,11,24
2,30,1,12,10,31,11,30
1,22,1,86,10,31,11,22
4,18,1,87,10,31,11,18
7,14,1,16,10,31,11,14
2,16,1,16,10,31,11,16
6,27,1,16,10,31,11,27
4,32,1,17,10,31,12,2
4,11,1,18,10,31,11,11
4,18,1,18,10,31,11,18
6,27,1,18,10,31,11,27
4,32,1,18,10,31,12,2
3,10,1,191,10,31,11,10
4,4,1,20,10,31,11,4
4,11,1,20,10,31,11,11
4,32,1,20,10,31,12,2
1,15,1,21,10,31,11,15
5,5,1,22,10,31,11,5
7,7,1,22,10,31,11,7
1,15,1,22,10,31,11,15
2,16,1,22,10,31,11,16
4,4,1,32,10,31,11,4
4,11,1,32,10,31,11,11
4,18,1,32,10,31,11,18
5,19,1,32,10,31,11,19
1,22,1,32,10,31,11,22
2,23,1,32,10,31,11,23
3,24,1,32,10,31,11,24
4,25,1,32,10,31,11,25
4,32,1,32,10,31,12,2
1,1,1,427,10,31,11,1
4,4,1,427,10,31,11,4
5,5,1,427,10,31,11,5
6,6,1,427,10,31,11,6
7,7,1,427,10,31,11,7
1,8,1,427,10,31,11,8
2,9,1,427,10,31,11,9
3,10,1,427,10,31,11,10
4,11,1,427,10,31,11,11
1,15,1,427,10,31,11,15
3,17,1,427,10,31,11,17
4,18,1,427,10,31,11,18
4,25,1,427,10,31,11,25
5,26,1,427,10,31,11,26
7,21,1,33,10,31,11,21
1,1,1,34,10,31,11,1
2,9,1,34,10,31,11,9
7,28,1,34,10,31,11,28
5,33,1,34,10,31,12,3
3,17,1,36,10,31,11,17
