Hotel Name,2015-11-11 - 1,2015-11-11 - 2,2015-11-11 - 3,2015-11-11 - 4,2015-10-14 - 1,2015-10-14 - 2,2015-10-14 - 3,2015-10-14 - 4,2015-11-04 - 1,2015-11-04 - 2,2015-11-04 - 3,2015-11-04 - 4,2015-08-19 - 1,2015-08-19 - 2,2015-08-19 - 3,2015-08-19 - 4,2015-10-28 - 1,2015-10-28 - 2,2015-10-28 - 3,2015-10-28 - 4,2015-10-21 - 1,2015-10-21 - 2,2015-10-21 - 3,2015-10-21 - 4,2015-11-06 - 1,2015-11-06 - 2,2015-11-06 - 3,2015-11-06 - 4,2015-08-12 - 1,2015-08-12 - 2,2015-08-12 - 3,2015-08-12 - 4,2015-11-05 - 1,2015-11-05 - 2,2015-11-05 - 3,2015-11-05 - 4,2015-10-22 - 1,2015-10-22 - 2,2015-10-22 - 3,2015-10-22 - 4,2015-11-12 - 1,2015-11-12 - 2,2015-11-12 - 3,2015-11-12 - 4,2015-10-29 - 1,2015-10-29 - 2,2015-10-29 - 3,2015-10-29 - 4,2015-09-10 - 1,2015-09-10 - 2,2015-09-10 - 3,2015-09-10 - 4,2015-09-09 - 1,2015-09-09 - 2,2015-09-09 - 3,2015-09-09 - 4,2015-11-18 - 1,2015-11-18 - 2,2015-11-18 - 3,2015-11-18 - 4,2015-08-26 - 1,2015-08-26 - 2,2015-08-26 - 3,2015-08-26 - 4,2015-11-10 - 1,2015-11-10 - 2,2015-11-10 - 3,2015-11-10 - 4,2015-11-13 - 1,2015-11-13 - 2,2015-11-13 - 3,2015-11-13 - 4,2015-10-15 - 1,2015-10-15 - 2,2015-10-15 - 3,2015-10-15 - 4,2015-11-21 - 1,2015-11-21 - 2,2015-11-21 - 3,2015-11-21 - 4,2015-09-30 - 1,2015-09-30 - 2,2015-09-30 - 3,2015-09-30 - 4,2015-10-30 - 1,2015-10-30 - 2,2015-10-30 - 3,2015-10-30 - 4,2015-09-16 - 1,2015-09-16 - 2,2015-09-16 - 3,2015-09-16 - 4,2015-09-17 - 1,2015-09-17 - 2,2015-09-17 - 3,2015-09-17 - 4,2015-11-28 - 1,2015-11-28 - 2,2015-11-28 - 3,2015-11-28 - 4,2015-10-01 - 1,2015-10-01 - 2,2015-10-01 - 3,2015-10-01 - 4,2015-11-26 - 1,2015-11-26 - 2,2015-11-26 - 3,2015-11-26 - 4,2015-09-11 - 1,2015-09-11 - 2,2015-09-11 - 3,2015-09-11 - 4,2015-09-18 - 1,2015-09-18 - 2,2015-09-18 - 3,2015-09-18 - 4,2015-10-16 - 1,2015-10-16 - 2,2015-10-16 - 3,2015-10-16 - 4,2015-11-27 - 1,2015-11-27 - 2,2015-11-27 - 3,2015-11-27 - 4,2015-10-02 - 1,2015-10-02 - 2,2015-10-02 - 3,2015-10-02 - 4,2015-10-07 - 1,2015-10-07 - 2,2015-10-07 - 3,2015-10-07 - 4,2015-11-07 - 1,2015-11-07 - 2,2015-11-07 - 3,2015-11-07 - 4,2015-08-28 - 1,2015-08-28 - 2,2015-08-28 - 3,2015-08-28 - 4,2015-08-27 - 1,2015-08-27 - 2,2015-08-27 - 3,2015-08-27 - 4,2015-10-27 - 1,2015-10-27 - 2,2015-10-27 - 3,2015-10-27 - 4,2015-11-03 - 1,2015-11-03 - 2,2015-11-03 - 3,2015-11-03 - 4,2015-08-13 - 1,2015-08-13 - 2,2015-08-13 - 3,2015-08-13 - 4,2015-11-25 - 1,2015-11-25 - 2,2015-11-25 - 3,2015-11-25 - 4
DoubleTree by Hilton Metropolitan - New York City,16,24,22,33,57,54,76,49,-1,21,27,27,11,-1,-1,-1,67,-1,65,59,66,-1,-1,63,35,16,21,-1,5,7,24,21,-1,27,14,13,54,-1,50,52,12,11,11,10,-1,-1,42,-1,-1,46,-1,-1,60,70,73,71,11,44,-1,15,18,-1,-1,-1,-1,28,-1,-1,44,16,28,21,40,27,27,-1,23,23,20,9,50,53,88,54,-1,47,58,-1,94,80,97,100,-1,60,-1,-1,69,61,39,36,48,48,49,49,-1,13,-1,-1,84,77,61,55,75,65,41,-1,64,59,45,-1,17,28,24,14,52,49,48,63,88,98,88,74,22,27,47,47,-1,6,-1,-1,-1,10,18,-1,-1,-1,72,67,-1,67,34,-1,-1,-1,0,6,-1,-1,18,-1
DoubleTree by Hilton New York City - Chelsea,33,37,34,-1,-1,-1,100,78,41,37,43,41,40,28,12,27,-1,-1,-1,45,-1,-1,-1,-1,43,43,49,-1,26,23,26,30,35,35,34,31,-1,-1,-1,-1,30,26,21,19,51,43,-1,-1,-1,39,-1,76,-1,-1,69,59,-1,-1,14,22,-1,28,34,18,-1,59,40,70,37,33,26,37,-1,52,53,-1,-1,5,2,1,57,71,70,58,57,-1,-1,-1,-1,-1,82,72,-1,40,-1,-1,40,45,44,56,-1,61,-1,54,-1,-1,0,13,-1,-1,60,-1,55,55,-1,50,61,63,62,38,-1,-1,-1,-1,-1,73,-1,-1,84,85,-1,80,-1,65,-1,-1,-1,-1,27,-1,33,22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22,-1,-1,23,-1,-1,0
DoubleTree by Hilton New York City - Financial District,23,23,26,43,59,-1,91,77,31,36,31,47,26,25,25,29,-1,53,75,51,65,-1,88,73,52,43,42,32,29,41,43,51,-1,-1,59,38,58,60,56,59,-1,34,30,32,-1,40,55,20,-1,-1,-1,-1,47,93,-1,53,25,-1,-1,-1,15,17,35,23,-1,38,41,52,35,-1,52,-1,-1,-1,55,61,-1,0,1,5,71,75,77,60,66,64,33,-1,-1,-1,100,92,-1,-1,75,61,-1,64,-1,-1,78,62,56,-1,-1,16,-1,-1,83,95,78,52,65,75,-1,-1,98,90,-1,88,-1,30,-1,-1,71,77,85,87,-1,99,-1,95,-1,-1,45,-1,25,20,19,-1,25,20,9,9,-1,-1,-1,-1,75,66,48,-1,-1,29,24,27,-1,-1,-1,-1
Dumont NYC-an Affinia hotel,-1,-1,-1,-1,55,-1,-1,-1,-1,49,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,47,52,52,52,-1,-1,90,-1,-1,-1,-1,-1,-1,-1,72,-1,100,94,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,43,-1,-1,0,2,-1,33,37,81,83,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,23,53,58,-1,-1,-1,-1,-1,-1,52,-1,-1,96,96,79,-1,40,40,61,-1,-1,-1,-1,74,38,28,7,82,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,80,-1,-1,-1,73,69,-1,-1,0,-1,-1,-1,-1,-1,-1
Eventi Hotel a Kimpton Hotel,-1,34,37,45,49,62,68,-1,41,-1,74,46,-1,13,14,18,78,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,4,5,38,34,36,38,69,-1,-1,72,42,33,36,46,-1,-1,-1,-1,38,48,52,76,-1,-1,-1,-1,-1,-1,-1,-1,4,0,7,5,-1,-1,-1,-1,48,42,30,-1,57,61,48,47,32,28,-1,-1,-1,-1,59,65,-1,-1,-1,-1,-1,67,71,77,-1,35,35,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,70,-1,-1,-1,42,38,-1,-1,-1,-1,-1,-1,-1,-1,-1,66,-1,52,66,100,-1,-1,-1,-1,-1,-1,-1,-1,18,3,8,-1,-1,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,3,0,-1,-1,-1,-1
Fairfield Inn by Marriott LaGuardia Airport Flushing,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,57,29,50,93,-1,-1,-1,-1,-1,-1,-1,86,-1,36,-1,-1,71,86,100,-1,-1,50,14,-1,-1,86,57,-1,29,29,29,-1,-1,43,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,79,79,-1,-1,79,-1,-1,-1,86,36,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,29,-1,-1,-1,-1,-1,-1,-1,86,64,-1,-1,-1,-1,-1,-1,-1,79,-1,-1,36,0,-1,-1,-1,-1,-1,-1,86,-1,-1,-1,36,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,71,-1,-1,36,50,-1,-1,-1,86,29,-1,-1,-1,-1
Four Seasons Hotel New York,-1,-1,53,56,-1,37,40,42,47,44,53,42,1,5,-1,-1,47,43,40,42,49,67,48,54,56,44,56,-1,1,5,-1,-1,44,44,40,49,-1,-1,48,-1,-1,-1,53,-1,35,37,40,44,-1,-1,52,47,52,53,57,62,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,56,44,44,47,50,35,37,40,-1,42,32,32,32,-1,-1,-1,-1,42,40,37,35,57,57,64,61,44,44,44,47,47,48,43,-1,-1,78,48,57,32,32,32,35,56,50,53,72,-1,-1,-1,-1,32,32,40,36,32,40,37,39,54,37,64,100,-1,-1,53,54,44,53,50,-1,-1,-1,-1,-1,0,3,-1,-1,57,50,53,54,44,44,48,56,-1,-1,-1,-1,30,32,30,30
GEM Hotel - Chelsea an Ascend Hotel Collection Member,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,77,85,-1,99,-1,-1,-1,46,-1,31,-1,-1,-1,35,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,63,66,62,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,58,47,-1,-1,69,69,-1,-1,-1,-1,-1,64,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,44,31,28,-1,42,-1,-1,-1,-1,-1,-1,52,53,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,-1,-1,-1,-1,-1,-1,31,-1,26,-1,-1,-1,-1
Gild Hall A Thompson Hotel,43,33,45,-1,75,-1,84,80,52,-1,49,53,44,38,41,-1,56,47,59,63,-1,65,70,70,-1,-1,-1,-1,54,48,46,-1,-1,-1,-1,-1,58,49,60,-1,26,43,-1,-1,-1,-1,-1,-1,-1,-1,54,49,53,47,53,54,-1,-1,-1,-1,30,31,34,27,46,44,53,57,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,96,-1,-1,-1,-1,-1,-1,-1,65,-1,-1,-1,-1,-1,-1,-1,39,19,78,100,-1,-1,-1,-1,0,-1,5,-1,-1,67,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,47,51,-1,-1,-1,-1,-1,-1,84,82,94,-1,-1,-1,-1,-1,-1,-1,-1,27,-1,-1,-1,-1,60,-1,-1,63,65,72,70,-1,-1,-1,-1,-1,-1,-1,-1
Grand Hyatt New York,16,24,28,30,60,-1,60,55,44,46,44,64,-1,-1,-1,13,75,66,77,-1,-1,-1,-1,-1,51,54,45,61,18,23,28,30,-1,-1,-1,-1,-1,-1,-1,85,30,19,21,13,-1,66,58,-1,47,-1,47,-1,-1,-1,-1,77,21,38,36,7,1,18,18,27,46,31,43,45,-1,38,27,39,-1,-1,-1,53,14,-1,-1,6,-1,-1,-1,49,78,67,69,72,-1,-1,-1,100,69,69,67,60,75,68,61,-1,-1,59,47,41,10,24,14,0,77,-1,46,39,70,-1,50,60,-1,67,66,70,-1,66,38,26,69,64,50,-1,-1,78,67,70,71,57,67,-1,21,17,-1,17,8,8,11,10,-1,-1,58,67,-1,63,63,62,16,8,13,8,0,6,6,38
Hampton Inn & Suites Staten Island,-1,-1,-1,-1,41,19,43,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,100,96,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,41,-1,-1,-1,-1,-1,-1,14,14,-1,-1,-1,41,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Hampton Inn JFK Airport,-1,-1,-1,-1,-1,-1,-1,-1,-1,56,-1,-1,-1,-1,-1,-1,32,27,40,36,-1,-1,-1,-1,-1,46,56,-1,-1,-1,-1,-1,-1,56,56,-1,-1,-1,61,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,74,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,46,-1,-1,-1,-1,27,-1,-1,-1,-1,-1,56,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Hampton Inn Madison Square Garden Area Hotel,19,20,23,21,42,48,58,48,21,24,26,28,32,15,18,31,-1,-1,-1,-1,-1,-1,-1,48,-1,29,25,-1,26,22,27,26,-1,29,29,18,-1,-1,45,40,-1,-1,21,-1,-1,-1,-1,-1,32,33,40,48,-1,-1,51,50,-1,24,-1,-1,5,6,6,28,-1,-1,-1,-1,-1,-1,20,20,-1,49,47,-1,0,-1,-1,-1,53,100,65,68,-1,-1,-1,-1,61,61,71,-1,-1,-1,-1,-1,27,27,-1,22,-1,100,-1,-1,-1,-1,-1,-1,-1,53,42,-1,-1,58,29,-1,48,47,45,42,-1,-1,-1,-1,-1,-1,-1,47,57,-1,-1,61,36,28,-1,-1,-1,6,7,-1,-1,4,22,-1,-1,-1,-1,-1,-1,46,-1,-1,-1,19,-1,-1,-1,-1,-1,-1
Hampton Inn Manhattan Downtown-Financial District,34,29,34,56,71,69,90,-1,39,33,50,49,-1,-1,32,-1,-1,-1,-1,-1,81,65,79,-1,50,44,34,37,-1,28,32,-1,39,33,-1,-1,46,41,-1,36,-1,21,17,22,44,53,50,52,-1,-1,-1,-1,83,62,53,-1,-1,47,58,-1,14,12,16,-1,-1,50,45,50,32,22,21,31,43,48,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,48,-1,-1,-1,66,75,97,57,59,82,84,-1,49,43,-1,65,-1,-1,-1,-1,-1,-1,-1,96,-1,-1,-1,75,64,69,53,-1,-1,66,68,-1,-1,-1,-1,85,-1,82,71,97,100,-1,-1,58,49,50,-1,16,8,-1,-1,-1,10,8,-1,-1,-1,-1,-1,51,44,50,47,14,16,-1,-1,-1,-1,-1,-1
Hampton Inn Manhattan Soho,23,22,25,-1,81,77,80,-1,-1,-1,-1,-1,-1,28,53,54,-1,45,36,50,45,51,77,48,-1,-1,24,24,30,38,48,46,30,73,28,-1,72,73,45,42,44,20,14,17,-1,36,31,-1,53,-1,-1,-1,58,61,-1,67,33,38,36,38,23,31,61,-1,-1,-1,37,48,-1,28,29,-1,51,73,-1,-1,2,0,2,8,89,66,63,71,40,-1,-1,-1,81,-1,-1,-1,81,-1,-1,-1,-1,42,39,-1,49,54,-1,-1,-1,19,21,-1,-1,-1,-1,-1,-1,55,63,-1,-1,-1,43,-1,39,33,30,26,-1,-1,-1,-1,100,-1,-1,73,41,34,-1,-1,-1,17,21,36,-1,-1,14,16,64,-1,46,43,-1,-1,-1,-1,-1,-1,33,-1,-1,-1,22,-1
Hampton Inn Manhattan Times Square Central,-1,38,38,20,44,48,50,46,22,22,-1,24,-1,28,35,-1,63,52,-1,47,-1,29,50,29,-1,20,-1,-1,34,28,-1,-1,-1,-1,19,-1,31,30,23,31,-1,-1,19,24,-1,45,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19,-1,-1,20,61,-1,18,39,-1,-1,46,46,-1,-1,-1,-1,-1,29,20,26,-1,2,15,5,57,-1,89,100,54,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26,20,23,46,55,43,35,36,43,-1,19,-1,-1,25,-1,-1,-1,-1,-1,-1,49,16,29,35,-1,37,32,-1,57,74,33,-1,-1,-1,-1,-1,-1,20,21,-1,-1,0,-1,-1,40,-1,3,39,50,52,50,-1,-1,-1,29,-1,19,15,12,9,41,-1,-1,37
Hampton Inn Manhattan Times Square South,22,25,26,-1,51,46,51,52,-1,-1,-1,-1,7,12,7,16,-1,-1,-1,-1,-1,-1,-1,73,19,22,22,23,9,-1,18,38,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,-1,12,-1,-1,-1,-1,53,68,-1,-1,100,-1,-1,-1,-1,-1,-1,-1,4,4,5,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,61,78,69,-1,-1,-1,-1,-1,-1,-1,-1,77,-1,64,-1,-1,17,17,17,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,62,64,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,43,-1,-1,-1,-1,85,91,-1,-1,-1,-1,-1,5,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,46,41,14,12,10,7,-1,-1,-1,-1
Hampton Inn Manhattan United Nations,18,31,26,22,42,31,37,37,27,30,33,-1,22,22,21,34,46,44,46,49,51,64,74,53,42,28,30,31,13,15,17,58,-1,28,31,25,-1,-1,50,52,-1,-1,23,21,41,53,48,35,54,49,44,34,82,78,89,-1,-1,-1,-1,-1,12,19,22,26,34,45,48,-1,-1,-1,-1,-1,-1,-1,54,-1,0,0,19,22,-1,-1,100,-1,47,49,36,40,-1,-1,-1,-1,62,47,38,38,56,45,58,65,-1,55,37,28,33,-1,30,21,57,52,38,-1,58,38,39,54,62,69,72,87,-1,-1,35,-1,58,53,35,69,87,92,-1,-1,49,49,-1,-1,-1,-1,-1,-1,-1,-1,23,-1,74,65,74,-1,-1,-1,46,-1,-1,17,44,15,23,27,29,-1
Hampton Inn Manhattan-Seaport-Financial District,35,38,61,-1,-1,84,95,-1,43,46,63,64,-1,30,32,-1,-1,67,81,-1,-1,-1,-1,-1,54,44,43,41,-1,-1,-1,-1,-1,54,-1,-1,-1,-1,-1,-1,57,51,36,36,-1,63,58,-1,-1,89,-1,-1,-1,79,-1,-1,32,44,49,-1,-1,29,43,-1,50,42,45,47,47,42,41,38,96,97,100,-1,-1,15,25,16,89,92,95,-1,71,64,-1,-1,-1,-1,-1,-1,82,86,78,-1,-1,56,52,48,64,66,63,75,35,-1,-1,47,99,-1,-1,-1,-1,78,80,92,-1,-1,-1,-1,-1,42,41,22,100,97,90,-1,-1,-1,-1,-1,49,48,46,-1,-1,25,20,21,-1,-1,-1,0,-1,-1,-1,-1,-1,53,55,-1,44,39,37,27,-1,-1,34,-1
Hampton Inn New York - 35th Street - Empire State Building,-1,28,-1,16,-1,53,56,56,23,24,26,28,-1,-1,35,-1,57,61,61,74,67,69,62,65,34,32,24,22,-1,25,25,-1,39,33,25,17,-1,-1,-1,-1,25,26,6,18,-1,-1,-1,-1,-1,23,30,-1,43,-1,-1,41,12,9,24,29,-1,-1,-1,12,-1,34,-1,-1,24,23,23,11,52,56,-1,-1,-1,5,5,0,-1,67,64,-1,54,40,38,43,79,-1,100,-1,-1,-1,-1,-1,-1,43,34,36,-1,-1,-1,65,-1,15,11,20,-1,65,47,55,-1,57,59,-1,49,42,37,35,-1,18,9,11,-1,-1,-1,-1,93,91,95,82,-1,29,-1,-1,-1,14,-1,-1,-1,-1,8,-1,78,63,70,69,-1,35,37,-1,-1,26,26,22,22,-1,18,18
Hampton Inn New York - LaGuardia Airport,-1,-1,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,25,-1,-1
Hampton Inn New York Chelsea,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,57,-1,50,60,-1,-1,-1,-1,56,53,-1,42,-1,72,70,60,-1,-1,39,35,-1,65,-1,-1,-1,-1,-1,-1,-1,-1,-1,84,-1,-1,-1,-1,-1,-1,-1,-1,64,-1,-1,-1,-1,-1,-1,-1,79,74,-1,72,1,1,1,0,-1,-1,-1,-1,75,76,43,44,-1,-1,-1,-1,100,90,83,79,-1,50,-1,-1,-1,-1,-1,67,-1,-1,-1,30,79,94,84,88,89,68,67,62,82,69,-1,-1,-1,-1,36,44,96,77,72,68,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,34,31,27,-1,-1,-1,-1
Hampton Inn Times Square North,-1,-1,-1,-1,-1,-1,53,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,66,53,-1,-1,21,21,-1,-1,15,-1,-1,29,-1,-1,-1,-1,-1,-1,-1,48,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,54,-1,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,-1,-1,2,-1,63,64,60,-1,-1,-1,-1,-1,-1,74,-1,65,-1,-1,-1,-1,-1,-1,-1,-1,53,51,31,29,-1,-1,0,-1,-1,53,50,-1,-1,-1,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,41,39,52,-1,-1,-1,-1,18,-1,-1,-1,-1,-1,3,-1,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Hilton Garden Inn New York Central Park South-Midtown West,30,37,44,16,52,66,54,52,38,39,42,26,19,14,11,18,60,43,-1,78,58,61,65,59,-1,42,28,-1,11,25,15,24,49,51,48,33,-1,45,-1,50,-1,-1,-1,-1,54,-1,48,55,-1,48,57,-1,65,79,-1,-1,46,-1,28,58,41,1,19,8,-1,49,-1,-1,34,34,28,-1,63,59,60,44,-1,-1,-1,-1,89,55,52,52,-1,45,47,-1,100,-1,89,93,-1,74,51,65,-1,-1,-1,-1,61,60,54,53,-1,-1,29,6,73,67,-1,-1,55,52,43,53,-1,49,-1,-1,-1,29,24,17,-1,29,52,69,-1,66,92,63,40,44,-1,-1,-1,29,6,-1,-1,-1,27,0,-1,-1,77,-1,-1,-1,-1,-1,-1,19,19,13,-1,-1,-1,18
Hilton Garden Inn New York Long Island City,13,16,17,-1,-1,71,74,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,-1,-1,-1,57,64,63,-1,-1,-1,-1,20,-1,-1,-1,-1,-1,-1,-1,37,38,-1,34,-1,-1,-1,-1,-1,-1,-1,-1,-1,32,-1,-1,-1,-1,-1,-1,-1,-1,-1,29,9,-1,-1,20,-1,18,19,30,-1,10,12,13,-1,34,-1,33,0,0,-1,-1,-1,-1,44,-1,-1,-1,-1,-1,77,-1,-1,94,-1,-1,-1,-1,-1,25,23,21,42,29,26,33,-1,-1,-1,-1,-1,-1,-1,-1,-1,69,90,100,-1,60,-1,-1,16,17,12,9,-1,28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,-1,-1,12,12,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,-1,-1
Hilton Garden Inn New York Manhattan-Chelsea,-1,20,18,33,-1,47,46,47,36,33,34,35,18,17,15,16,-1,-1,-1,-1,-1,44,46,47,-1,-1,-1,-1,-1,31,-1,17,-1,-1,-1,-1,-1,38,42,-1,28,17,16,16,-1,-1,-1,-1,-1,69,38,-1,-1,54,51,-1,-1,-1,-1,-1,-1,16,-1,15,-1,-1,22,24,-1,16,-1,-1,-1,-1,-1,-1,-1,0,0,2,-1,-1,44,44,-1,28,-1,-1,81,73,80,-1,52,56,61,-1,-1,-1,-1,-1,-1,-1,-1,-1,22,34,-1,-1,50,45,49,51,60,35,40,-1,-1,-1,-1,-1,42,38,37,38,63,57,-1,-1,100,-1,90,69,-1,-1,-1,-1,25,7,8,-1,-1,-1,8,12,-1,-1,-1,-1,-1,-1,49,53,-1,-1,-1,-1,-1,-1,32,19
Hilton Garden Inn New York Manhattan-Midtown East,33,27,-1,26,-1,-1,81,81,46,-1,59,-1,14,20,18,-1,62,-1,-1,60,65,57,-1,95,-1,-1,-1,-1,22,31,-1,-1,-1,-1,-1,-1,-1,-1,67,67,-1,-1,42,34,62,60,61,54,-1,-1,-1,-1,-1,67,-1,-1,-1,-1,26,-1,5,5,6,20,-1,-1,-1,-1,44,-1,-1,-1,-1,76,68,-1,-1,16,16,16,67,59,80,-1,74,-1,-1,72,80,80,85,-1,-1,78,90,-1,-1,-1,53,54,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,81,100,66,-1,74,82,-1,-1,-1,-1,36,-1,-1,65,64,-1,-1,96,-1,-1,44,-1,65,-1,30,18,16,-1,-1,19,0,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,27,17,17,-1,-1,-1,-1
Hilton Garden Inn New York Midtown Park Ave,25,32,-1,-1,75,58,60,58,40,45,35,41,21,18,23,18,47,51,60,49,53,60,55,57,36,32,29,27,17,19,23,27,-1,-1,-1,-1,-1,-1,44,78,-1,-1,-1,-1,-1,38,34,34,-1,43,45,30,44,43,51,-1,29,25,-1,23,11,17,11,18,-1,-1,-1,-1,26,29,35,23,-1,47,39,45,-1,19,9,0,-1,-1,-1,-1,47,36,42,49,76,78,91,100,60,58,60,-1,50,39,-1,-1,47,42,36,45,12,14,24,30,55,-1,47,-1,49,45,45,49,-1,-1,-1,-1,-1,35,27,25,56,51,55,45,-1,-1,71,68,35,38,38,47,27,15,17,21,-1,8,11,6,-1,62,66,-1,-1,-1,-1,-1,-1,17,15,9,-1,33,12,-1
